onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.809	10.4	NP	5	0.953	2	1
42.808	10.4	NP	5	0.9	2	1
56.008	10.4	NN	5	1.024	1	1
69.207	10.4	NN	6	0.988	1	1
82.406	10.4	NN	8	0.955	1	1
94.406	10.4	NP	5	1.613	2	1
106.406	10.4	RN	5	1.573	2	0
120.805	10.4	NN	5	1.126	1	1
135.204	10.4	NN	7	0.952	1	1
149.604	10.4	NP	6	1.443	1	0
164.003	10.4	NP	8	0.891	2	1
176.003	10.4	NN	8	1.03	2	0
190.402	10.4	NP	7	1.167	2	1
203.602	10.4	NP	8	0.918	2	1
215.614	10.4	RN	7	0.77	1	1
258.813	10.4	NP	5	1.077	2	1
273.212	10.4	NN	8	0.9	1	1
287.611	10.4	RN	8	1.974	1	1
299.611	10.4	NP	5	0.594	2	1
314.01	10.4	RN	5	0.625	1	1
327.21	10.4	NN	6	0.903	1	1
341.609	10.4	NP	8	1.247	2	1
354.809	10.4	NN	7	0.959	1	1
366.808	10.4	NN	5	0.982	1	1
378.808	10.4	NP	8	1.052	2	1
392.007	10.4	NP	5	1.121	2	1
405.207	10.4	NP	7	1.164	1	0
418.406	10.4	NN	5	1.444	1	1
430.406	10.4	NN	8	0.966	1	1
444.805	10.4	NP	7	0.925	2	1
486.803	10.4	NN	7	0.949	1	1
498.803	10.4	NP	7	0.948	1	0
513.202	10.4	NP	6	0.912	2	1
527.602	10.4	NN	7	1.457	1	1
542.014	10.4	NP	8	1.282	2	1
556.414	10.4	NP	8	0.863	2	1
568.413	10.4	NP	5	0.78	2	1
581.613	10.4	NN	8	1.031	1	1
594.812	10.4	NN	5	1.11	1	1
606.812	10.4	NP	5	1.117	2	1
618.811	10.4	RN	5	1.004	1	1
632.011	10.4	NP	5	0.696	2	1
646.41	10.4	NN	6	1.073	2	0
659.61	10.4	NP	8	1.217	2	1
672.809	10.4	NN	5	1.311	1	1
