onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.817	10.4	NP	5	n/a	n/a	0
42.815	10.4	NN	8	1.018	1	1
57.229	10.4	NN	8	1.014	1	1
70.427	10.4	NP	5	1.376	1	0
82.425	10.4	NN	6	1.581	1	1
95.623	10.4	NP	8	0.875	2	1
108.821	10.4	NN	5	1.136	1	1
120.819	10.4	NP	7	1.396	2	1
134.017	10.4	NN	5	1.282	1	1
148.415	10.4	NP	5	1.777	2	1
161.629	10.4	NP	7	1.14	2	1
173.627	10.4	NP	8	1.2	2	1
185.626	10.4	NN	7	0.844	1	1
200.023	10.4	NP	6	0.963	2	1
214.421	10.4	RN	5	0.888	1	1
258.814	10.4	NN	6	1.116	1	1
270.829	10.4	NN	8	1.104	1	1
282.827	10.4	NP	7	1.357	2	1
296.025	10.4	NP	7	0.98	2	1
310.422	10.4	NP	8	1.013	2	1
323.62	10.4	NP	5	0.847	2	1
338.018	10.4	NN	7	0.843	2	0
350.016	10.4	NP	5	0.817	1	0
364.414	10.4	NN	8	1.21	1	1
376.429	10.4	RN	5	1.117	1	1
389.627	10.4	NN	5	0.94	1	1
402.825	10.4	NP	8	1.011	2	1
417.222	10.4	NP	8	1.134	2	1
429.22	10.4	NP	5	1.114	2	1
443.618	10.4	NN	5	1.987	1	1
486.828	10.4	NN	5	1.125	1	1
498.826	10.4	NP	5	0.847	2	1
513.224	10.4	NP	8	1.695	2	1
526.422	10.4	RN	5	0.737	1	1
540.819	10.4	NN	8	1.294	1	1
555.217	10.4	NP	7	0.895	2	1
567.215	10.4	NP	8	0.994	2	1
580.43	10.4	NN	5	1.379	1	1
592.428	10.4	NP	6	1.815	2	1
604.426	10.4	RN	8	n/a	n/a	0
618.824	10.4	NP	5	1.267	2	1
632.022	10.4	NN	8	1.15	1	1
645.22	10.4	NP	5	1.024	2	1
659.617	10.4	NN	7	n/a	n/a	0
672.815	10.4	NN	7	1.016	1	1
