onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.81	10.4	NP	5	1.4	2	1
45.208	10.4	NN	8	0.791	1	1
58.406	10.4	NN	8	1.31	1	1
70.404	10.4	NP	5	1.368	2	1
82.418	10.4	NN	6	1.272	1	1
94.417	10.4	NP	8	1.327	2	1
108.814	10.4	NN	5	1.86	1	1
122.012	10.4	NP	7	1.591	2	1
136.41	10.4	NN	5	1.039	1	1
148.408	10.4	NP	5	1.3	2	1
161.606	10.4	NP	7	1.879	1	0
176.004	10.4	NP	8	0.605	2	1
190.418	10.4	NN	7	0.847	1	1
203.616	10.4	NP	6	0.984	1	0
215.614	10.4	RN	5	1.698	1	1
258.807	10.4	NN	6	1.158	1	1
273.205	10.4	NN	8	0.826	1	1
287.619	10.4	NP	7	1.284	2	1
300.817	10.4	NP	7	1.272	2	1
312.815	10.4	NP	8	1.13	2	1
324.813	10.4	NP	5	1.206	2	1
338.011	10.4	NN	7	0.867	1	1
352.409	10.4	NP	5	1.065	2	1
364.407	10.4	NN	8	0.963	1	1
377.605	10.4	RN	5	0.951	1	1
392.019	10.4	NN	5	0.902	1	1
405.217	10.4	NP	8	1.654	2	1
417.215	10.4	NP	8	1.183	2	1
429.213	10.4	NP	5	0.987	2	1
443.611	10.4	NN	5	0.945	1	1
486.804	10.4	NN	5	0.757	1	1
500.019	10.4	NP	5	1.274	2	1
512.017	10.4	NP	8	0.981	2	1
524.015	10.4	RN	5	n/a	n/a	0
538.413	10.4	NN	8	1.849	2	0
552.811	10.4	NP	7	1.008	2	1
567.208	10.4	NP	8	0.786	2	1
579.206	10.4	NN	5	1.35	1	1
593.604	10.4	NP	6	1.011	2	1
606.819	10.4	RN	8	1.393	1	1
621.216	10.4	NP	5	0.94	2	1
634.414	10.4	NN	8	1.057	1	1
647.612	10.4	NP	5	0.89	2	1
659.61	10.4	NN	7	1.556	1	1
671.608	10.4	NN	7	1.043	1	1
