onset	duration	trial_type	response_time	response_button	response_accuracy
30.61	5.3	AX	0.635	2	1
39.009	5.3	BY	0.389	1	1
47.409	5.3	BY	0.66	1	1
57.008	5.3	Bng	0.494	1	0
64.208	5.3	AX	0.39	2	1
72.607	5.3	BY	0.704	1	1
82.22	5.3	BY	0.511	1	1
90.619	5.3	BX	0.542	2	0
97.819	5.3	AY	0.659	1	1
107.418	5.3	Bng	n/a	n/a	1
114.618	5.3	Ang	n/a	n/a	1
124.217	5.3	AX	0.418	2	1
131.417	5.3	BX	0.445	2	0
141.016	5.3	AX	0.406	2	1
148.216	5.3	BY	0.464	1	1
155.415	5.3	BY	0.608	1	1
162.615	5.3	Ang	n/a	n/a	1
172.214	5.3	AX	0.398	2	1
181.813	5.3	AY	0.581	1	1
190.213	5.3	AX	0.454	2	1
199.812	5.3	BY	0.588	1	1
207.012	5.3	AX	0.418	2	1
215.411	5.3	AX	0.501	2	1
223.811	5.3	BY	0.588	1	1
262.208	5.3	Bng	n/a	n/a	1
270.608	5.3	AX	0.373	2	1
280.207	5.3	BY	0.598	1	1
288.607	5.3	BX	0.69	1	1
298.219	5.3	AX	0.499	2	1
306.619	5.3	BX	0.508	1	1
313.818	5.3	AX	0.429	2	1
321.018	5.3	BY	0.627	1	1
328.217	5.3	AX	0.492	2	1
337.817	5.3	AX	0.399	2	1
346.216	5.3	AX	0.437	2	1
355.816	5.3	AX	0.53	2	1
363.015	5.3	BY	0.47	1	1
372.615	5.3	BY	0.485	1	1
382.214	5.3	BY	0.309	1	1
390.613	5.3	Ang	n/a	n/a	1
397.813	5.3	BY	1.151	1	1
405.012	5.3	AX	0.542	2	1
413.412	5.3	AY	0.556	1	1
423.011	5.3	AY	0.55	1	1
431.411	5.3	BY	0.469	1	1
438.61	5.3	Bng	n/a	n/a	1
447.01	5.3	Ang	n/a	n/a	1
454.209	5.3	BY	0.544	1	1
493.807	5.3	AX	0.443	2	1
502.22	5.3	AX	0.433	2	1
510.619	5.3	BY	0.482	1	1
520.218	5.3	Bng	0.427	1	0
529.818	5.3	BY	0.511	1	1
538.217	5.3	BY	0.521	1	1
547.817	5.3	AY	0.505	1	1
557.416	5.3	BY	0.562	1	1
564.615	5.3	Ang	n/a	n/a	1
571.815	5.3	BX	0.465	2	0
579.015	5.3	AX	0.402	2	1
587.414	5.3	AX	0.403	2	1
594.614	5.3	AX	0.413	2	1
603.013	5.3	BY	0.668	1	1
610.213	5.3	BY	0.548	1	1
617.412	5.3	BX	0.799	1	1
625.812	5.3	AX	0.478	2	1
635.411	5.3	AX	0.39	2	1
643.81	5.3	Bng	n/a	n/a	1
652.21	5.3	AX	0.401	2	1
659.409	5.3	Ang	n/a	n/a	1
669.009	5.3	BY	0.48	1	1
676.208	5.3	BY	0.603	1	1
685.808	5.3	AY	0.555	1	1
