onset	duration	trial_type	response_time	response_button	response_accuracy
30.608	5.3	BX	0.518	1	1
40.207	5.3	BY	0.646	1	1
49.807	5.3	BY	0.62	1	1
58.207	5.3	Bng	n/a	n/a	1
66.607	5.3	AX	0.419	2	1
73.807	5.3	Ang	n/a	n/a	1
83.407	5.3	AY	0.809	1	1
90.607	5.3	BY	1.039	1	1
97.807	5.3	AX	0.693	2	1
107.406	5.3	BY	0.838	1	1
114.606	5.3	BY	0.861	1	1
123.006	5.3	Ang	n/a	n/a	1
131.406	5.3	AX	0.785	2	1
141.006	5.3	Bng	n/a	n/a	1
149.406	5.3	AX	0.803	2	1
159.006	5.3	AX	0.739	2	1
168.606	5.3	BX	1.069	1	1
175.805	5.3	BY	0.726	1	1
184.205	5.3	AX	0.683	2	1
192.605	5.3	AX	0.825	2	1
202.205	5.3	AX	0.738	2	1
210.605	5.3	AY	n/a	n/a	0
217.805	5.3	BY	0.881	1	1
225.005	5.3	BY	0.729	1	1
262.218	5.3	AX	0.416	2	1
270.617	5.3	AX	0.704	2	1
277.817	5.3	AX	0.941	2	1
287.417	5.3	AX	0.429	2	1
295.817	5.3	AX	0.551	2	1
303.017	5.3	AX	0.913	2	1
312.617	5.3	BY	0.636	1	1
319.817	5.3	BY	0.574	1	1
328.217	5.3	BY	0.583	1	1
337.816	5.3	AY	0.761	1	1
347.416	5.3	Bng	n/a	n/a	1
354.616	5.3	BX	0.564	1	1
363.016	5.3	Bng	n/a	n/a	1
372.616	5.3	BY	0.9	1	1
379.816	5.3	AX	0.333	2	1
388.216	5.3	BY	0.622	1	1
396.616	5.3	BY	0.472	1	1
406.215	5.3	AX	0.708	2	1
413.415	5.3	AY	0.725	1	1
420.615	5.3	BY	0.847	2	0
427.815	5.3	BY	0.82	1	1
436.215	5.3	Ang	n/a	n/a	1
445.815	5.3	Ang	n/a	n/a	1
454.215	5.3	BX	0.581	1	1
493.814	5.3	Bng	n/a	n/a	1
502.214	5.3	BY	0.718	1	1
510.614	5.3	AX	0.463	2	1
517.814	5.3	BY	n/a	n/a	0
526.214	5.3	Bng	n/a	n/a	1
534.614	5.3	AX	0.388	2	1
544.213	5.3	AX	0.583	2	1
553.813	5.3	BY	0.64	1	1
561.013	5.3	BY	0.52	1	1
568.213	5.3	BY	0.969	2	0
577.813	5.3	AX	0.684	2	1
585.013	5.3	BX	0.633	1	1
594.613	5.3	BY	n/a	n/a	0
601.813	5.3	AY	0.695	1	1
609.013	5.3	BX	0.659	1	1
617.412	5.3	BY	n/a	n/a	0
624.612	5.3	AX	0.754	2	1
633.012	5.3	AX	0.373	2	1
642.612	5.3	AY	0.65	1	1
652.212	5.3	AX	0.693	2	1
661.812	5.3	Ang	n/a	n/a	1
670.212	5.3	AX	n/a	n/a	0
678.612	5.3	Ang	n/a	n/a	1
685.811	5.3	BY	1.486	1	1
