onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.818	10.4	NP	5	1.246	2	1
44.017	10.4	NP	5	1.208	2	1
58.416	10.4	NN	5	0.757	1	1
71.616	10.4	NN	6	1.074	1	1
84.815	10.4	NN	8	1.369	1	1
96.814	10.4	NP	5	0.991	2	1
111.213	10.4	RN	5	1.629	1	1
124.425	10.4	NN	5	0.996	1	1
137.624	10.4	NN	7	1.353	1	1
149.624	10.4	NP	6	1.186	1	0
161.623	10.4	NP	8	1.172	2	1
176.022	10.4	NN	8	1.592	2	0
190.421	10.4	NP	7	1.261	2	1
202.42	10.4	NP	8	1.831	1	0
214.419	10.4	RN	7	1.271	1	1
258.816	10.4	NP	5	1.123	2	1
270.816	10.4	NN	8	1.146	1	1
284.015	10.4	RN	8	0.979	1	1
297.214	10.4	NP	5	1.044	1	0
310.413	10.4	RN	5	1.898	1	1
324.825	10.4	NN	6	0.909	1	1
339.224	10.4	NP	8	1.369	2	1
353.623	10.4	NN	7	1.211	1	1
365.622	10.4	NN	5	1.041	1	1
380.022	10.4	NP	8	1.399	2	1
392.021	10.4	NP	5	1.058	2	1
405.22	10.4	NP	7	1.205	1	0
419.619	10.4	NN	5	1.142	1	1
431.618	10.4	NN	8	0.946	1	1
444.817	10.4	NP	7	1.121	2	1
486.814	10.4	NN	7	0.996	1	1
501.213	10.4	NP	7	1.101	1	0
515.626	10.4	NP	6	1.299	2	1
528.825	10.4	NN	7	1.347	1	1
543.224	10.4	NP	8	1.282	2	1
555.223	10.4	NP	8	1.294	2	1
569.622	10.4	NP	5	1.182	2	1
582.821	10.4	NN	8	1.2	1	1
597.22	10.4	NN	5	0.93	1	1
610.419	10.4	NP	5	1.523	2	1
622.419	10.4	RN	5	0.866	1	1
634.418	10.4	NP	5	1.758	1	0
646.417	10.4	NN	6	0.877	1	1
659.616	10.4	NP	8	1.599	1	0
672.815	10.4	NN	5	1.045	1	1
