onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.813	10.4	NP	5	1.359	2	1
45.212	10.4	NN	8	1.153	1	1
59.625	10.4	NN	8	1.194	1	1
71.624	10.4	NP	5	1.307	2	1
84.823	10.4	NN	6	1.032	1	1
96.822	10.4	NP	8	1.245	2	1
110.021	10.4	NN	5	1.476	1	1
123.22	10.4	NP	7	1.351	2	1
137.619	10.4	NN	5	1.095	1	1
150.818	10.4	NP	5	1.675	2	1
162.818	10.4	NP	7	1.272	2	1
176.017	10.4	NP	8	n/a	n/a	0
190.416	10.4	NN	7	1.138	1	1
204.815	10.4	NP	6	1.117	2	1
216.814	10.4	RN	5	0.868	1	1
258.825	10.4	NN	6	1.26	1	1
270.824	10.4	NN	8	1.002	1	1
284.023	10.4	NP	7	1.389	1	0
297.222	10.4	NP	7	0.992	2	1
311.621	10.4	NP	8	1.159	2	1
326.02	10.4	NP	5	1.717	2	1
338.019	10.4	NN	7	0.976	1	1
352.418	10.4	NP	5	1.402	2	1
364.417	10.4	NN	8	0.918	1	1
378.816	10.4	RN	5	1.05	1	1
392.016	10.4	NN	5	1.023	1	1
406.415	10.4	NP	8	1.028	1	0
419.614	10.4	NP	8	1.382	2	1
431.613	10.4	NP	5	0.908	2	1
444.812	10.4	NN	5	0.806	1	1
486.823	10.4	NN	5	1.067	1	1
501.222	10.4	NP	5	0.932	2	1
515.621	10.4	NP	8	1.8	2	1
528.82	10.4	RN	5	1.287	1	1
540.819	10.4	NN	8	1.032	1	1
555.218	10.4	NP	7	1.236	2	1
567.217	10.4	NP	8	0.986	2	1
581.616	10.4	NN	5	1.754	1	1
594.815	10.4	NP	6	1.463	2	1
608.014	10.4	RN	8	1.635	1	1
620.014	10.4	NP	5	1.215	2	1
633.213	10.4	NN	8	1.556	1	1
645.212	10.4	NP	5	1.365	2	1
657.224	10.4	NN	7	1.054	1	1
670.423	10.4	NN	7	1.166	1	1
