onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.82	10.4	NP	5	0.984	2	1
42.82	10.4	NN	8	0.948	1	1
57.218	10.4	NN	8	0.906	1	1
71.617	10.4	NP	5	1.597	2	1
83.617	10.4	NN	6	0.831	1	1
95.616	10.4	NP	8	1.22	2	1
108.815	10.4	NN	5	0.817	1	1
120.814	10.4	NP	7	0.952	2	1
135.213	10.4	NN	5	1.102	1	1
148.412	10.4	NP	5	1.288	2	1
161.611	10.4	NP	7	0.928	2	1
176.01	10.4	NP	8	0.885	2	1
189.209	10.4	NN	7	0.875	1	1
202.421	10.4	NP	6	1.34	2	1
214.42	10.4	RN	5	0.806	1	1
258.817	10.4	NN	6	0.965	1	1
272.016	10.4	NN	8	0.88	1	1
285.215	10.4	NP	7	1.101	2	1
299.614	10.4	NP	7	0.916	2	1
311.613	10.4	NP	8	1.506	1	0
323.612	10.4	NP	5	0.995	2	1
335.611	10.4	NN	7	0.792	1	1
350.01	10.4	NP	5	0.945	2	1
363.209	10.4	NN	8	1.224	1	1
376.422	10.4	RN	5	0.765	1	1
389.621	10.4	NN	5	1.163	1	1
404.02	10.4	NP	8	1.157	2	1
418.419	10.4	NP	8	0.788	2	1
432.818	10.4	NP	5	0.828	2	1
444.817	10.4	NN	5	0.776	1	1
486.814	10.4	NN	5	0.55	1	1
500.013	10.4	NP	5	0.784	2	1
512.012	10.4	NP	8	1.017	2	1
525.211	10.4	RN	5	0.566	1	1
537.21	10.4	NN	8	0.751	1	1
551.609	10.4	NP	7	0.991	2	1
566.021	10.4	NP	8	0.901	2	1
580.42	10.4	NN	5	0.77	1	1
594.819	10.4	NP	6	0.92	2	1
608.018	10.4	RN	8	1.292	2	0
620.017	10.4	NP	5	1.814	1	0
633.216	10.4	NN	8	1.114	1	1
646.415	10.4	NP	5	0.726	2	1
658.414	10.4	NN	7	0.836	1	1
672.813	10.4	NN	7	0.738	1	1
