onset	duration	trial_type	trial_cue	trial_switch	response_time	response_button	response_accuracy
31.12	8.5	Congruent	AttendNumber	n/a	0.801	1	1
41.919	8.5	Congruent	AttendLetter	switch	1.015	2	1
55.118	8.5	Congruent	AttendLetter	repeat	1.23	1	0
67.117	8.5	Incongruent	AttendLetter	repeat	0.934	1	1
79.116	8.5	Incongruent	AttendNumber	switch	0.649	1	1
92.315	8.5	Congruent	AttendLetter	switch	1.38	2	1
103.114	8.5	Congruent	AttendLetter	repeat	0.844	2	1
113.914	8.5	Congruent	AttendLetter	repeat	0.586	1	1
125.913	8.5	Incongruent	AttendLetter	repeat	0.874	2	1
139.112	8.5	Incongruent	AttendNumber	switch	1.554	1	1
151.111	8.5	Congruent	AttendLetter	switch	1.053	1	1
163.123	8.5	Congruent	AttendNumber	switch	0.759	1	1
176.322	8.5	Congruent	AttendNumber	repeat	0.812	2	1
187.122	8.5	Incongruent	AttendLetter	switch	0.815	1	1
197.921	8.5	Congruent	AttendNumber	switch	2.183	1	1
209.92	8.5	Incongruent	AttendNumber	repeat	1.829	1	1
220.719	8.5	Congruent	AttendNumber	repeat	1.253	2	1
233.918	8.5	Congruent	AttendNumber	repeat	1.088	1	1
277.115	8.5	Incongruent	AttendLetter	n/a	1.125	2	1
289.114	8.5	Incongruent	AttendLetter	repeat	0.965	1	1
302.313	8.5	Congruent	AttendLetter	repeat	1.043	2	1
314.312	8.5	Incongruent	AttendNumber	switch	0.959	2	1
327.511	8.5	Congruent	AttendNumber	repeat	0.919	1	1
339.524	8.5	Incongruent	AttendNumber	repeat	0.795	2	1
350.323	8.5	Congruent	AttendNumber	repeat	0.714	1	1
363.522	8.5	Congruent	AttendNumber	repeat	1.735	2	1
374.321	8.5	Incongruent	AttendNumber	repeat	0.962	2	1
385.12	8.5	Congruent	AttendNumber	repeat	0.761	1	1
398.319	8.5	Congruent	AttendLetter	switch	1.461	1	1
411.519	8.5	Congruent	AttendLetter	repeat	1.278	2	1
423.518	8.5	Incongruent	AttendLetter	repeat	0.932	2	1
434.317	8.5	Congruent	AttendLetter	repeat	1.272	1	1
446.316	8.5	Congruent	AttendNumber	switch	0.667	2	1
458.315	8.5	Congruent	AttendLetter	switch	1.157	2	1
471.514	8.5	Incongruent	AttendNumber	switch	0.971	2	1
482.313	8.5	Congruent	AttendLetter	switch	1.207	1	1
523.124	8.5	Congruent	AttendLetter	n/a	1.067	1	1
533.923	8.5	Congruent	AttendLetter	repeat	0.974	1	1
545.922	8.5	Congruent	AttendLetter	repeat	1.183	2	1
556.721	8.5	Congruent	AttendNumber	switch	1.6	1	1
567.52	8.5	Congruent	AttendLetter	switch	1.067	2	1
580.719	8.5	Incongruent	AttendLetter	repeat	2.466	2	0
592.719	8.5	Congruent	AttendNumber	switch	2.504	1	1
605.918	8.5	Congruent	AttendNumber	repeat	0.848	1	1
619.117	8.5	Incongruent	AttendNumber	repeat	0.809	1	1
631.116	8.5	Incongruent	AttendNumber	repeat	1.006	2	1
643.115	8.5	Congruent	AttendNumber	repeat	1.824	2	1
653.914	8.5	Congruent	AttendLetter	switch	0.941	2	1
667.113	8.5	Incongruent	AttendLetter	repeat	0.862	2	1
679.112	8.5	Congruent	AttendNumber	switch	1.25	2	1
692.311	8.5	Incongruent	AttendLetter	switch	0.872	1	1
704.324	8.5	Congruent	AttendNumber	switch	0.92	2	1
715.123	8.5	Incongruent	AttendNumber	repeat	0.913	2	1
725.922	8.5	Congruent	AttendLetter	switch	0.6	1	1
