csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3047.131119426249	2727.009370937067	3656.4498097917226	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-8.832809999999998e-09	0.0768738	0.104108	0.000818011	-0.0	0.0
2991.957886315223	2722.546375038869	3632.256835483213	1.185571	40.729156	0.12150586507533	-0.010624348600000002	-0.0249052177	0.0076803908999999995	-0.015305113899999999	0.026637900899999997	-0.11986902640000001	0.0032906868	-0.0523883907	0.045217149000000005	0.0259697258	-0.0578134942	0.0188992495	0.0609142317	0.0609134557	0.0609121623	0.0609103516	0.0609080237	0.060905178399999996	0.0609018158	0.060897936	0.060893539	0.0	6.24252e-09	0.137408	0.0679798	0.00131488	-0.0	0.0
2994.130950467061	2725.0788870515194	3620.667061153266	1.126769	38.709049	0.14053385624252002	-0.025227712000000003	-0.0535771106	-0.012614089299999999	-0.0257636798	0.0445274746	0.0710317017	-0.004971896	-0.0049754868	0.021757986400000002	-0.035585169900000005	0.1196233343	-0.025144933900000003	0.0609121623	0.060905178399999996	0.060893539	0.0608772451	0.060856297999999996	0.0608306992	0.0608004507	0.060765554900000004	0.0607260143	0.0	0.0	0.0327478	0.0641404	0.000674195	-0.0	0.0
2974.274631803207	2727.4018841096586	3617.2877801120067	0.909342	31.239565	0.0588531524	-0.0175827434	-0.007617637900000001	-0.023541105899999998	0.058078094299999994	-0.035938157000000005	-0.0464845949	-0.0084724488	-0.0368308829	-0.0330867458	0.057615829800000004	-0.0172492175	-0.0166478965	0.0609080237	0.060888624800000006	0.060856297999999996	0.0608110501	0.0607528906	0.060681832000000005	0.0605978893	0.0605010804	0.0603914258	0.0	-1.42774e-05	0.0690592	0.0576738	0.00094807	-4.73425e-05	0.0
2995.9677105651513	2729.795756148503	3615.8571042134613	0.841385	28.904987	0.081232729	0.0108770379	-0.0745164222	0.022521836099999998	-0.019818517	0.002850078	-0.0005979309	-0.0047124921	-0.012520573500000002	0.0021984981	-0.0627811012	0.0252555408	0.0567793567	0.0609018158	0.0608637973	0.0608004507	0.0607118024	0.0605978893	0.0604587588	0.0602944687	0.0601050875	0.0598906939	0.0	-5.64764e-05	0.0515512	0.09792120000000003	0.00132805	4.13801e-05	0.0
3002.5244657771063	2735.590808843427	3610.6344564052492	0.955008	32.808388	0.1372930786	-0.0271653628	-0.028223544399999998	0.0793264394	0.06894853179999999	-0.0027886518	0.0392828299	-0.033749056	0.0646025987	-0.0912229521	-0.0399230098	0.09015053640000001	-0.0285293185	0.060893539	0.0608306992	0.0607260143	0.0605795562	0.0603914258	0.0601617523	0.0598906939	0.059578436900000004	0.0592251963	0.0	-0.0136109	0.0246148	0.142126	0.00186319	-0.000475429	0.0
2969.1417398275403	2724.5172887632957	3608.9247082441493	1.361505	46.773186	0.32577563	0.0450825008	-0.0632970498	-0.028777362999999997	-0.023854256	-0.0519999354	0.0692427068	0.0415817833	-0.0671147697	0.036484149199999996	-0.0044634257	0.0230372973	0.0489897962	0.060883193499999995	0.060789335	0.0606330114	0.0604143833	0.0601336753	0.0597911758	0.0593872369	0.058922273600000005	0.0583967637	0.0	-0.0197758	0.305696	0.13313	0.00152474	-0.000672515	5.51346e-05
2976.226721301927	2722.259765128441	3601.037347966095	1.095181	37.623898	0.391851346	-0.0159500724	0.0092766367	0.025319360099999997	0.0435193375	0.0741659626	0.0141553039	0.01436687	0.0395488845	0.0449953117	-0.051280371	-0.0451157851	-0.0559814237	0.060870779699999995	0.0607397104	0.0605214705	0.060216373399999995	0.0598248567	0.0593474825	0.0587849358	0.058138023899999995	0.057407675400000004	0.0	-0.000307144	0.11498100000000003	0.223392	0.000348442	-0.000106391	-3.05572e-05
2953.868957826422	2724.095639917342	3595.2747960031447	0.909346	31.239691	0.07707611900000001	-0.0014708872	0.029050798399999998	0.0102242896	-0.0703080312	-0.047248041799999994	0.0183552346	0.0036489853999999997	0.0283184831	-0.0063324052	0.0198054881	0.0320787755	0.05192566690000001	0.060856297999999996	0.060681832000000005	0.0603914258	0.059985634100000004	0.059465232400000005	0.058831214800000003	0.0580847929	0.0572273927	0.056260652300000005	0.0	-0.000331333	0.06865830000000002	0.20113	0.000207374	-0.000121073	-4.41518e-05
2960.2238132225148	2718.438899829107	3600.2589252991143	0.8173169999999998	28.078135	0.122123827	0.0255319553	0.0096250211	-0.0032166577	0.0533181642	0.0162798472	-0.0536185444	0.0296952054	-0.0201424431	0.013546953999999998	0.008228028100000001	-0.0790802281	-0.0655542149	0.0608397489	0.0606157078	0.060242916900000006	0.059722291	0.0590551077	0.0582430043	0.0572879736	0.0561923594	0.0549588501	0.0	-0.0154218	0.0858069	0.174002	0.000802629	-0.000459608	-0.000365497
