csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3671.757237959344	3151.7497094292194	4723.896660002134	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00286589	0.141237	0.135377	-0.000737342	-0.0	0.00035877
3613.1238005272357	3149.1925523053346	4702.879369791233	1.279248	35.817127	0.15898067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00636185	0.215876	0.180177	-0.00132078	-6.14282e-05	0.000434818
3585.5156187676366	3153.790233329277	4689.325832377705	1.208584	33.838642	0.123098758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000415582	0.144994	0.182145	-0.000672948	-0.000299646	0.000434818
3569.9096263975557	3151.1353454353625	4681.54774827496	1.067392	29.885454	0.08502561699999996	-0.0906801053	-0.027669603900000003	-0.053439226500000006	0.0108375784	-0.0591625879	0.0215498935	0.059886940599999994	-0.0345090994	0.0326167595	-0.0641982967	0.0215795554	-0.032240179199999996	0.0555983083	0.0555978167	0.0555969975	0.055595850499999995	0.0555943758	0.0555925734	0.0555904434	0.0555879857	0.055585200300000005	0.055582087300000006	0.0555786467	0.0	0.0	0.0	0.000530899	0.193848	0.19396	-0.00100627	-0.000208639	0.000495315
3571.9893256401256	3157.0216539512303	4676.93293326085	1.06897	29.929646	0.10854783900000003	-0.0784322544	0.052354305999999996	0.0217317051	0.0182363748	-0.0255589948	0.00034224839999999994	-0.031184259199999998	0.0389637929	0.028245348700000002	-0.07890897320000001	0.007755137099999999	-0.014049138000000001	0.0555969975	0.0555925734	0.055585200300000005	0.055574878499999994	0.0555616085	0.0555453911	0.055526227000000004	0.055504117400000004	0.0554790634	0.0554510664	0.055420127699999995	0.0	0.0	0.0	-0.00651269	0.219426	0.155304	-0.000408887	-0.000334421	0.000517555
3550.4898033615254	3154.9074378979644	4663.968892215985	1.10913	31.054066	0.14676607600000002	-0.0203278983	-0.0463311312	-0.0004324861	0.0412001573	0.048858445599999994	0.0478392379	0.0330159612	-0.0022741792	-0.0639236652	-0.028643497999999996	-0.0146250075	0.0318648245	0.0555943758	0.055582087300000006	0.0555616085	0.0555329424	0.055496093200000006	0.0554510664	0.055397868499999996	0.0553365075	0.0552669924	0.055189333300000004	0.055103541900000004	0.0	0.0	0.0	0.000577936	0.17658	0.199086	-0.00128914	-0.00015687399999999996	0.000514406
3550.7239799791573	3149.1302883470094	4656.977992828586	0.993943	27.828993	0.14201296300000002	0.0012712380999999999	0.0184239106	0.0049120266	0.0335966532	0.020763383	0.0185066793	-0.0264017994	-0.0029972269	-0.0218164281	-0.0299144806	-0.0728580699	-0.014438989499999999	0.0555904434	0.0555663594	0.055526227000000004	0.055470057999999996	0.055397868499999996	0.055309679400000006	0.055205516100000004	0.0550854088	0.054949392	0.05479750519999999	0.0546297921	0.0	0.0	0.0	0.000771249	0.263353	0.23391	-0.00140152	-0.000278535	0.000684818
3531.130862844821	3144.7197932737295	4644.752075439409	1.100061	30.800135	0.245153511	0.0375365412	-0.0408979087	0.0364736239	0.0630211908	0.0365410861	0.0417704969	-0.013619180500000001	0.013362001100000001	-0.1008547875	0.019920837	-0.0160462907	0.0275152206	0.055585200300000005	0.0555453911	0.0554790634	0.0553862491	0.0552669924	0.055121350199999995	0.054949392	0.0547512001	0.0545268689	0.0542765056	0.0540002297	0.0	0.0	0.0	0.000747123	0.15987499999999996	0.166451	4.51117e-05	-0.000315751	0.000684818
3532.4180689587324	3140.8543048736387	4638.50213741063	1.244659	34.848675	0.21355427800000007	0.0568878901	0.030843910800000002	-0.0297502555	-0.0307981322	0.063404029	-0.0428138035	-0.0444890502	-0.049195345099999996	0.0090157807	0.047204486500000004	-0.11598223	-0.0023178757	0.0555786467	0.055519184400000005	0.055420127699999995	0.055281547300000004	0.055103541900000004	0.0548862385	0.0546297921	0.05433438559999999	0.0540002297	0.0536275626	0.0532166501	0.0	0.0	0.0	-0.00663462	0.286615	0.207052	-0.00067082	-0.00037645	0.000684818
3528.8520199426666	3144.204736352644	4647.918598229159	1.114113	31.193581	0.14875609000000004	0.0324217844	-0.0411816532	-0.0090383992	-0.0455474529	-0.0195777156	0.015331678999999999	0.0287869081	-0.0043529021	-0.0128062303	0.0719571514	0.007023387900000001	0.014181298799999999	0.055570782699999995	0.055487741900000005	0.0553494324	0.055155992	0.0549076134	0.0546045439	0.054247085599999995	0.0538355943	0.05337048	0.052852206	0.0522812884	0.0	0.0	0.0	0.00069677	0.188321	0.175774	-0.000434623	-0.000377307	0.000684818
3541.961829020373	3146.7512534330176	4656.282696200266	1.117004	31.274527	0.221665534	0.0002399798	0.0572212596	-0.030738355	-0.0290967369	0.023071490400000002	-0.0313728661	-0.0368435399	-0.029581174	0.06410593469999999	0.024619098399999997	-0.0317267765	0.043135353	0.0555616085	0.0554510664	0.0552669924	0.0550096306	0.054679322300000006	0.0542765056	0.0538017145	0.0532555787	0.0526388224	0.0519522634	0.051196812300000005	0.0	0.0	0.0	0.000956054	0.262366	0.24279	-0.00181195	-0.000410673	0.00088103
3549.4323522297636	3147.7407774795693	4666.982443507535	1.184241	33.157063	0.262513714	-0.0354950529	-0.045691277599999996	0.0218624004	-0.030439315499999998	0.0181095709	0.007495009300000001	0.0546865456	0.0422257903	0.011644898899999999	0.0255976086	0.014591533899999998	0.0550125496	0.0555511243	0.0554091614	0.055172825300000006	0.0548425184	0.0544188033	0.0539024018	0.0532941933	0.0525952139	0.0518066538	0.050929856399999994	0.0499663148	0.0	0.0	0.0	-0.00662511	0.186795	0.159381	-0.000332653	-0.00035654	0.000495409
3548.2638500222492	3145.2147523348467	4662.9100576230685	1.306003	36.566216	0.162075342	-0.0215835854	0.0935105256	-0.0321976217	0.0403561615	0.0154730415	-0.020206575600000002	-0.0668117674	-0.0352500538	0.044091216399999994	-0.0466652628	-0.0034287428999999997	0.025501403	0.0555393304	0.055362031	0.055066950999999996	0.0546547183	0.0541262099	0.0534825501	0.0527251084	0.0518554961	0.0508755633	0.0497873948	0.048593305700000006	0.0	0.0	0.0	0.000743832	0.214397	0.220372	-0.00140498	-0.000296008	0.000684818
