onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.802	10.4	NP	5	1.969	2	1
45.216	10.4	NN	8	0.655	1	1
59.614	10.4	NN	8	0.69	1	1
72.812	10.4	NP	5	0.891	2	1
87.209	10.4	NN	6	1.11	2	0
100.407	10.4	NP	8	0.671	2	1
114.805	10.4	NN	5	0.587	1	1
126.803	10.4	NP	7	0.958	2	1
138.818	10.4	NN	5	1.128	1	1
150.816	10.4	NP	5	0.948	2	1
164.014	10.4	NP	7	0.909	1	0
178.411	10.4	NP	8	0.845	2	1
191.609	10.4	NN	7	0.93	1	1
204.807	10.4	NP	6	0.739	2	1
216.805	10.4	RN	5	0.768	1	1
258.815	10.4	NN	6	0.789	1	1
270.813	10.4	NN	8	0.722	1	1
282.811	10.4	NP	7	1.129	2	1
297.209	10.4	NP	7	0.823	2	1
310.407	10.4	NP	8	0.783	2	1
324.805	10.4	NP	5	1.849	1	0
336.803	10.4	NN	7	0.752	1	1
351.217	10.4	NP	5	1.005	2	1
365.615	10.4	NN	8	0.879	1	1
378.813	10.4	RN	5	0.789	1	1
392.011	10.4	NN	5	0.801	1	1
405.209	10.4	NP	8	1.014	2	1
417.207	10.4	NP	8	0.787	1	0
431.604	10.4	NP	5	0.854	2	1
444.802	10.4	NN	5	0.655	1	1
486.812	10.4	NN	5	0.649	1	1
500.01	10.4	NP	5	0.91	2	1
512.008	10.4	NP	8	0.744	2	1
526.406	10.4	RN	5	0.702	1	1
539.604	10.4	NN	8	0.793	1	1
554.002	10.4	NP	7	0.623	2	1
567.216	10.4	NP	8	0.941	1	0
579.214	10.4	NN	5	0.727	1	1
591.212	10.4	NP	6	0.766	2	1
603.21	10.4	RN	8	0.951	1	1
617.608	10.4	NP	5	0.685	2	1
632.006	10.4	NN	8	0.688	1	1
645.204	10.4	NP	5	0.79	2	1
657.202	10.4	NN	7	0.63	1	1
671.616	10.4	NN	7	1.032	1	1
