onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.817	10.4	NP	5	0.875	2	1
42.815	10.4	NP	5	0.803	2	1
54.813	10.4	NN	5	0.77	1	1
69.227	10.4	NN	6	0.701	1	1
81.226	10.4	NN	8	0.713	1	1
94.424	10.4	NP	5	1.026	2	1
108.821	10.4	RN	5	1.326	2	0
122.019	10.4	NN	5	0.731	1	1
136.417	10.4	NN	7	0.789	1	1
148.415	10.4	NP	6	1.555	1	0
161.613	10.4	NP	8	0.965	2	1
176.027	10.4	NN	8	1.099	1	1
188.026	10.4	NP	7	0.851	2	1
201.223	10.4	NP	8	1.207	2	1
214.421	10.4	RN	7	1.44	1	1
258.814	10.4	NP	5	0.755	2	1
272.012	10.4	NN	8	0.941	1	1
286.427	10.4	RN	8	0.915	1	1
298.425	10.4	NP	5	1.129	2	1
310.423	10.4	RN	5	1.846	1	1
324.821	10.4	NN	6	0.773	1	1
338.019	10.4	NP	8	1.468	1	0
351.217	10.4	NN	7	1.808	1	1
365.614	10.4	NN	5	0.926	1	1
378.812	10.4	NP	8	0.914	2	1
390.827	10.4	NP	5	0.988	2	1
405.225	10.4	NP	7	0.818	2	1
417.223	10.4	NN	5	0.84	1	1
431.621	10.4	NN	8	0.853	1	1
444.818	10.4	NP	7	0.765	2	1
486.812	10.4	NN	7	0.732	1	1
498.827	10.4	NP	7	1.334	2	1
513.224	10.4	NP	6	0.955	1	0
526.422	10.4	NN	7	1.506	1	1
539.62	10.4	NP	8	1.267	2	1
551.618	10.4	NP	8	0.853	1	0
563.617	10.4	NP	5	1.003	2	1
578.014	10.4	NN	8	0.829	1	1
592.412	10.4	NN	5	1.76	1	1
604.427	10.4	NP	5	0.811	2	1
617.625	10.4	RN	5	1.081	1	1
630.823	10.4	NP	5	1.139	2	1
645.22	10.4	NN	6	1.119	1	1
657.218	10.4	NP	8	0.726	2	1
670.416	10.4	NN	5	1.615	1	1
