onset	duration	trial_type	response_time	response_button	response_accuracy
30.619	5.3	Ang	n/a	n/a	1
39.017	5.3	AX	1.001	2	1
48.616	5.3	BY	0.521	1	1
55.815	5.3	AX	0.755	2	1
63.014	5.3	Bng	n/a	n/a	1
71.412	5.3	AX	0.806	2	1
81.011	5.3	AX	0.813	2	1
88.21	5.3	AX	0.502	2	1
95.409	5.3	AY	1.123	1	1
105.024	5.3	BX	1.118	1	1
113.422	5.3	Bng	n/a	n/a	1
123.021	5.3	BY	0.804	1	1
131.42	5.3	Ang	n/a	n/a	1
138.619	5.3	AX	0.779	2	1
145.817	5.3	BY	0.783	1	1
153.016	5.3	BY	0.881	1	1
162.615	5.3	BY	0.798	1	1
172.213	5.3	BY	0.422	1	1
181.812	5.3	AY	0.851	1	1
189.011	5.3	BY	0.762	1	1
197.409	5.3	BX	0.894	1	1
207.024	5.3	AX	0.467	2	1
215.423	5.3	BY	0.668	1	1
223.822	5.3	AX	0.557	2	1
262.216	5.3	BY	0.499	1	1
269.415	5.3	Ang	n/a	n/a	1
276.614	5.3	AY	0.567	1	1
285.012	5.3	AX	0.789	2	1
292.211	5.3	AX	0.579	2	1
301.81	5.3	BY	0.539	1	1
311.425	5.3	BX	0.878	1	1
321.023	5.3	Bng	n/a	n/a	1
330.622	5.3	BY	0.394	1	1
339.02	5.3	Bng	n/a	n/a	1
346.219	5.3	BX	0.9	1	1
354.618	5.3	BY	0.743	1	1
363.017	5.3	AX	0.534	2	1
371.415	5.3	AY	0.502	1	1
379.814	5.3	BY	0.43	1	1
387.013	5.3	BY	0.41	1	1
396.611	5.3	AX	0.441	2	1
406.21	5.3	BY	0.407	1	1
413.409	5.3	AX	0.382	2	1
421.824	5.3	Ang	n/a	n/a	1
431.423	5.3	BY	0.576	1	1
439.821	5.3	AX	0.452	2	1
449.42	5.3	AX	0.423	2	1
456.619	5.3	AX	0.372	2	1
493.813	5.3	AX	0.404	2	1
502.211	5.3	AX	0.357	2	1
511.81	5.3	BY	0.479	1	1
521.425	5.3	AY	0.491	1	1
529.824	5.3	Ang	n/a	n/a	1
539.422	5.3	AX	0.417	2	1
546.621	5.3	BY	0.521	1	1
555.02	5.3	BY	0.425	1	1
562.219	5.3	AX	0.49	2	1
569.418	5.3	BY	0.573	1	1
576.616	5.3	AX	0.371	2	1
585.015	5.3	BY	0.461	1	1
594.614	5.3	BY	0.356	1	1
603.012	5.3	BX	0.897	1	1
610.211	5.3	AX	0.348	2	1
619.81	5.3	AX	0.377	2	1
629.425	5.3	Bng	n/a	n/a	1
637.823	5.3	BY	0.659	1	1
646.222	5.3	AX	0.35	2	1
655.821	5.3	BX	0.583	2	0
664.219	5.3	Bng	n/a	n/a	1
673.818	5.3	Ang	n/a	n/a	1
681.017	5.3	BY	0.41	1	1
688.216	5.3	AY	0.543	1	1
