onset	duration	trial_type	response_time	response_button	response_accuracy
30.618	5.3	BY	0.51	1	1
40.217	5.3	AX	0.386	2	1
47.416	5.3	BX	0.909	1	1
55.814	5.3	BY	0.481	1	1
64.213	5.3	BY	0.395	1	1
72.612	5.3	BY	0.397	1	1
79.811	5.3	AX	0.294	2	1
87.009	5.3	Ang	n/a	n/a	1
94.208	5.3	AX	0.404	2	1
103.807	5.3	BY	0.484	1	1
113.422	5.3	BY	0.354	1	1
123.02	5.3	AX	0.384	2	1
131.419	5.3	AX	0.425	2	1
138.618	5.3	AX	0.463	2	1
148.216	5.3	AX	0.399	2	1
155.415	5.3	AY	0.651	1	1
163.814	5.3	Ang	n/a	n/a	1
173.413	5.3	AY	0.696	1	1
181.811	5.3	BX	0.989	1	1
189.01	5.3	BY	0.53	1	1
196.209	5.3	AX	0.35	2	1
204.608	5.3	Bng	n/a	n/a	1
214.206	5.3	Bng	n/a	n/a	1
222.621	5.3	BY	0.409	1	1
262.215	5.3	BY	0.456	1	1
270.614	5.3	AX	0.529	2	1
279.013	5.3	BY	0.379	1	1
286.211	5.3	Ang	n/a	n/a	1
295.81	5.3	AX	0.413	2	1
305.408	5.3	AY	0.558	1	1
312.607	5.3	AX	0.617	2	1
321.006	5.3	AX	0.546	2	1
328.222	5.3	BY	0.535	1	1
337.82	5.3	Bng	n/a	n/a	1
345.019	5.3	BY	0.344	1	1
354.617	5.3	AX	0.357	2	1
363.016	5.3	Ang	n/a	n/a	1
371.415	5.3	AY	0.519	1	1
379.813	5.3	Bng	n/a	n/a	1
389.412	5.3	AX	0.461	2	1
396.611	5.3	BY	0.522	1	1
405.009	5.3	BX	0.713	1	1
412.208	5.3	BY	0.419	1	1
419.407	5.3	AX	0.356	2	1
429.006	5.3	BX	0.64	1	1
437.421	5.3	BY	0.484	1	1
447.02	5.3	AX	0.327	2	1
454.218	5.3	BY	0.496	1	1
493.812	5.3	AX	0.402	2	1
503.411	5.3	Bng	n/a	n/a	1
510.61	5.3	AY	0.595	1	1
517.808	5.3	AX	0.436	2	1
526.207	5.3	AX	0.402	2	1
534.606	5.3	BY	0.397	1	1
541.821	5.3	BY	0.432	1	1
549.02	5.3	AY	0.538	1	1
557.419	5.3	Ang	n/a	n/a	1
567.017	5.3	AX	0.5	2	1
575.416	5.3	AX	0.475	2	1
585.015	5.3	BY	0.497	1	1
594.613	5.3	BY	0.399	1	1
601.812	5.3	Ang	n/a	n/a	1
611.41	5.3	AX	0.496	2	1
618.609	5.3	BX	0.816	1	1
627.008	5.3	BY	0.459	1	1
636.606	5.3	BX	0.605	1	1
645.022	5.3	AX	0.337	2	1
654.62	5.3	BY	0.506	1	1
663.019	5.3	BY	0.358	1	1
671.418	5.3	Bng	0.39	1	0
678.617	5.3	AX	0.482	2	1
685.815	5.3	BY	0.584	1	1
