csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3283.7974287892353	2677.146892373158	3499.8463212185243	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0201294	0.0954467	0.00919592	-1.3234899999999996e-23	-0.000209358	0.000392921
3225.864384570065	2676.861473886253	3486.2122430505383	1.147709	39.556309	0.14244083	-0.0477383464	-0.0405939098	0.025456329500000003	-0.022913397599999996	0.0056289283	-0.0038513435	-0.07408279570000001	0.016649233	-0.0034017151	0.0472873932	-0.0362341517	0.0292987897	0.0573066349	0.057306063	0.057305109900000005	0.0573037755	0.0573020599	0.0572999631	0.0572974851	0.0572946259	0.0572913855	0.057287764000000005	0.0	-0.015608	0.136934	0.0493144	-0.000967128	-0.000358686	0.000383104
3206.2549816717437	2680.1927898423164	3480.9906150349584	1.128156	38.882374	0.27057353	-0.0653735986	0.0185186412	0.00767747	-0.0529196544	-0.0090836956	-0.0664832348	-0.054094919500000005	0.0096630573	-0.069573947	-0.015594915	-0.007631761700000001	-0.0674577301	0.057305109900000005	0.0572999631	0.0572913855	0.0572793776	0.0572639401	0.0572450739	0.057222780099999995	0.057197060099999995	0.0571679155	0.0571353479	0.0	-0.028901	0.0284122	0.00604062	0.000649451	-0.000783673	0.000451237
3200.7273196592137	2677.52119460804	3484.923749585491	1.023944	35.29068	0.24136338	-0.0784362515	0.0008144296000000001	-0.061011908499999996	0.0049011746000000005	-0.0208104246	-0.006261644499999999	-0.0820818966	0.014394768899999999	0.033127296800000004	-0.029204108599999997	0.049119738499999996	-0.0015441091000000001	0.0573020599	0.057287764000000005	0.0572639401	0.0572305921	0.057187725700000004	0.0571353479	0.0570734675	0.05700209480000001	0.0569212416	0.0568309213	0.0	-0.0449967	0.14472	0.0379634	-0.000479718	-0.000923514	0.0007229689999999998
3196.5161137131618	2677.571110261229	3484.496635268184	1.119389	38.580235	0.28520467000000005	-0.021461227000000003	-0.029867323900000003	0.0485003467	0.0191354852	0.034286737000000005	-0.0398706332	0.0047730376	0.0013729304	-0.036129632599999996	0.0593060006	-0.0116299621	0.0163575163	0.0572974851	0.0572694669	0.057222780099999995	0.0571574399	0.0570734675	0.0569708904	0.056849742	0.056710061799999996	0.0565518953	0.0563752941	0.0	-0.0363332	-0.0586085	0.00504666	7.17826e-05	-0.000810279	0.000581786
3190.6853611498505	2676.78588360205	3479.681688520376	1.000222	34.473076	0.22004368	-0.057637098399999996	0.0201664089	-0.0024937105	-0.0485758451	-0.0373019314	-0.0443209217	-0.0568239404	0.008631535	-0.0436920649	-0.027532004	-0.0238568862	-0.041444647599999995	0.0572913855	0.0572450739	0.0571679155	0.057059952000000004	0.0569212416	0.05675185889999999	0.0565518953	0.056321458600000006	0.0560606728	0.055769678499999996	0.0	-0.0192354	0.10432	0.00985992	0.000176452	-0.000265125	0.000636045
3185.867974102235	2672.9589299721515	3477.50876431822	0.899466	31.000494	0.20071178	-0.019353221299999997	-0.0134824055	-0.045977802699999994	0.0159338031	-0.022052972799999997	0.0209916805	-0.026972907400000003	0.009979882399999999	0.035310274100000004	-0.015504808500000002	0.0372338543	0.0144968522	0.0572837613	0.0572145874	0.0570993594	0.05693817	0.0567311491	0.0564784632	0.056180315700000004	0.0558369467	0.0554486325	0.055015685700000004	0.0	-0.0198655	0.0206636	0.0394002	-0.000710891	-0.00106495	0.000585513
3181.3017375462755	2673.162241771043	3470.783591092338	0.962787	33.182888	0.03332414999999999	-0.0614817114	0.015236817	0.056140206100000006	-0.0217796546	0.042345220700000005	-0.0076637103	-0.041214323399999996	0.0093062119	-0.07300470769999999	0.0384141058	-0.016461666200000002	0.0363003225	0.0572746128	0.0571780108	0.0570171282	0.0567921458	0.056503316500000005	0.0561509651	0.055735487699999996	0.055257351399999995	0.054717093700000004	0.054115321900000006	0.0	-0.0304059	0.0315356	0.0412956	-0.000628684	-0.00108811	0.000680473
3178.691482393845	2674.082227661025	3470.4376002909435	1.002609	34.55534	0.14665564999999997	-0.0216986064	0.0026221902	0.0055236514	-0.0571049035	-0.0806070182	0.0326332582	-0.0534138599	0.0116739978	0.026426717599999996	-0.0519632835	-0.0654375243	-0.009404271899999999	0.0572639401	0.0571353479	0.0569212416	0.056621941399999993	0.056237895499999996	0.055769678499999996	0.0552179913	0.0545836595	0.053867632699999994	0.05307098230000001	0.0	-0.0307475	0.148969	0.0520654	-0.000675942	-0.00110499	0.000978552
3168.222247431017	2671.908355349804	3467.9458680835132	1.006195	34.678936	0.26397422000000004	-0.028053787900000002	0.0676042897	-0.0370992857	-0.0034488046000000004	0.0327946432	0.0016522647	-0.010707585700000001	-0.0074484103000000005	-0.0421970544	-0.0390887578	0.054494469000000004	0.0332575352	0.057251743499999994	0.0570866034	0.0568117225	0.0564276295	0.0559350625	0.0553349685	0.054628501100000004	0.0538170184	0.0529020803	0.051885445700000005	0.0	-0.0447308	0.00203418	0.0125896	0.000276557	-0.0012462	0.000800655
