onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.812	10.4	NP	5	0.8	2	1
42.811	10.4	NN	8	1.075	1	1
57.21	10.4	NN	8	0.982	1	1
71.609	10.4	NP	5	0.645	2	1
84.808	10.4	NN	6	0.967	1	1
98.007	10.4	NP	8	0.896	1	0
111.206	10.4	NN	5	0.879	2	0
125.605	10.4	NP	7	0.838	1	0
140.004	10.4	NN	5	1.096	1	1
152.016	10.4	NP	5	1.067	2	1
164.015	10.4	NP	7	1.363	2	1
176.015	10.4	NP	8	0.885	2	1
189.214	10.4	NN	7	1.147	1	1
201.213	10.4	NP	6	1.245	2	1
215.612	10.4	RN	5	1.023	1	1
258.809	10.4	NN	6	0.774	1	1
273.207	10.4	NN	8	1.388	1	1
285.207	10.4	NP	7	0.847	2	1
299.606	10.4	NP	7	0.992	2	1
312.805	10.4	NP	8	1.108	2	1
324.804	10.4	NP	5	0.667	2	1
339.216	10.4	NN	7	0.871	1	1
352.415	10.4	NP	5	1.173	2	1
366.814	10.4	NN	8	0.725	2	0
378.813	10.4	RN	5	0.797	1	1
392.012	10.4	NN	5	1.096	1	1
405.211	10.4	NP	8	0.878	2	1
417.21	10.4	NP	8	0.936	2	1
431.609	10.4	NP	5	0.981	2	1
443.608	10.4	NN	5	0.896	1	1
486.805	10.4	NN	5	0.711	1	1
501.204	10.4	NP	5	0.678	2	1
513.217	10.4	NP	8	1.041	2	1
526.416	10.4	RN	5	1.141	2	0
538.415	10.4	NN	8	0.928	1	1
552.814	10.4	NP	7	0.915	2	1
564.813	10.4	NP	8	0.821	2	1
578.012	10.4	NN	5	0.999	1	1
591.211	10.4	NP	6	1.492	1	0
605.61	10.4	RN	8	1.121	1	1
618.809	10.4	NP	5	0.775	2	1
632.008	10.4	NN	8	0.859	1	1
644.007	10.4	NP	5	0.69	2	1
658.406	10.4	NN	7	0.964	1	1
672.805	10.4	NN	7	0.887	2	0
