onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.809	10.4	NP	5	1.042	2	1
45.208	10.4	NP	5	0.712	2	1
57.207	10.4	NN	5	0.759	1	1
69.207	10.4	NN	6	0.653	1	1
81.206	10.4	NN	8	0.631	1	1
94.405	10.4	NP	5	0.645	2	1
107.617	10.4	RN	5	0.831	2	0
122.016	10.4	NN	5	0.829	1	1
136.415	10.4	NN	7	1.185	1	1
150.814	10.4	NP	6	0.772	2	1
164.013	10.4	NP	8	0.761	2	1
177.212	10.4	NN	8	0.932	1	1
189.211	10.4	NP	7	0.797	2	1
203.61	10.4	NP	8	1.083	1	0
216.809	10.4	RN	7	1.067	2	0
258.806	10.4	NP	5	0.811	2	1
270.805	10.4	NN	8	0.834	1	1
282.818	10.4	RN	8	0.844	2	0
296.017	10.4	NP	5	1.022	2	1
310.416	10.4	RN	5	1.831	2	0
324.814	10.4	NN	6	0.697	1	1
336.814	10.4	NP	8	1.081	2	1
348.813	10.4	NN	7	0.963	1	1
362.012	10.4	NN	5	0.733	1	1
374.011	10.4	NP	8	1.213	2	1
388.41	10.4	NP	5	0.799	2	1
401.609	10.4	NP	7	0.827	2	1
414.808	10.4	NN	5	0.847	1	1
429.207	10.4	NN	8	1.071	2	0
442.406	10.4	NP	7	0.994	2	1
486.816	10.4	NN	7	1.085	1	1
501.215	10.4	NP	7	0.888	2	1
513.214	10.4	NP	6	0.936	2	1
525.213	10.4	NN	7	1.003	1	1
539.612	10.4	NP	8	0.756	2	1
551.611	10.4	NP	8	0.823	2	1
564.81	10.4	NP	5	0.524	2	1
576.809	10.4	NN	8	0.814	1	1
590.008	10.4	NN	5	0.885	1	1
604.407	10.4	NP	5	0.626	2	1
617.606	10.4	RN	5	0.671	1	1
629.605	10.4	NP	5	0.866	2	1
644.018	10.4	NN	6	0.864	1	1
657.217	10.4	NP	8	1.008	2	1
671.616	10.4	NN	5	1.159	1	1
