csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3972.8458350687897	3474.529184976864	4531.730475214055	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.59122e-08	0.10286	0.178094	-0.00204883	-0.0	0.0
3887.298009455566	3474.5216167427748	4500.264266223996	1.415072	39.795166	0.09992595408779999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.00449269	0.0550386	0.179396	-0.0013244900000000004	0.000127956	-7.390159999999998e-05
3849.427433461991	3476.5454886756797	4489.9324223543545	1.403992	39.483559	0.26991523400000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.000150076	0.203829	0.0992496	-0.00176967	-0.0	8.56788e-05
3827.671633153747	3481.6553080587896	4479.9715123396145	1.240196	34.877235	0.1609349092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-9.233200000000002e-06	0.170436	0.193124	-0.00234884	2.39568e-05	1.86416e-05
3836.630256226736	3474.414715436253	4468.15498164086	1.342643	37.758289	0.17352449020000002	0.0894837499	-0.009229728000000001	0.0281423486	0.01858067	0.0233278693	0.0827283509	-0.0546195723	0.0582587309	-0.048315837800000004	0.0345049156	-0.0172007356	0.0337423112	0.057928243399999996	0.0579276399	0.057926633899999996	0.0579252256	0.057923414900000005	0.057921201900000004	0.0579185865	0.0579155689	0.057912148899999995	0.0579083267	0.0	0.0	0.0	0.0	0.000168107	0.0769944	0.253238	-0.00216594	-8.765979999999998e-05	0.000119956
3818.078787342641	3474.1450970967962	4461.511008168349	1.30457	36.687595	0.22414783300000002	0.0287504752	-0.001561831	-0.020613243	-0.0441971025	-0.054924752699999996	0.0602811	-0.0034812442999999998	-0.016713123899999998	-0.0439368736	-0.0672731884	-0.0126519327	0.0474475674	0.057926633899999996	0.057921201900000004	0.057912148899999995	0.0578994755	0.0578831825	0.0578632709	0.057839741900000005	0.0578125971	0.057781838099999996	0.057747466799999994	0.0	0.0	0.0	0.0	0.00219814	0.18215	0.164598	-0.00264859	-1.22158e-05	0.000111606
3802.1074106164147	3473.995939816605	4454.05133269297	1.073532	30.190254	0.04032757300000001	-0.0095031038	-0.043187732	-0.0008949156	0.015388829599999999	-0.0107040626	0.0634986083	0.0267408123	-0.021342140699999998	-0.046397662	0.021648570699999998	-0.0546662366	-0.0215501664	0.057923414900000005	0.0579083267	0.0578831825	0.057847986799999994	0.0578027456	0.057747466799999994	0.0576821601	0.0576068366	0.0575215097	0.0574261939	0.0	0.0	0.0	0.0	8.0147e-05	0.158779	0.175732	-0.00263031	-1.07569e-05	5.72533e-05
3820.384969336853	3473.9700816834643	4444.392918241609	1.279266	35.975979	0.2197104769	0.0363273623	0.0418351027	-0.0087265436	-0.029728324700000003	0.060728606500000004	0.0295212646	-0.058390190999999994	0.043346617000000004	0.0170339654	-0.016058901100000002	0.0030965138000000002	0.0142722882	0.0579185865	0.057889015599999996	0.057839741900000005	0.057770782300000004	0.0576821601	0.0575739055	0.0574460554	0.0572986533	0.0571317494	0.0569454005	0.0	0.0	0.0	0.0	3.19351e-05	0.0676518	0.277563	-0.00228569	-0.000192704	6.47675e-05
3792.0669422316987	3467.758453554083	4429.4103354211165	1.24544	35.024704	0.21322517570000002	-0.0504401936	-0.001197962	-0.0136596652	0.0326538323	0.0102416328	0.0360641466	0.0085879253	-0.0445875508	0.028766034700000002	0.0160634674	-0.0330032929	0.065089707	0.057912148899999995	0.0578632709	0.057781838099999996	0.0576678963	0.0575215097	0.0573427605	0.0571317494	0.056888595099999995	0.0566134344	0.056306422	0.0	0.0	0.0	0.0	7.21908e-05	0.172024	0.211826	-0.00305975	-0.000134185	9.37029e-05
3782.964920199605	3466.147681065257	4421.47964202319	1.164189	32.739746	0.052004307100000015	-0.0425167592	0.028936803900000002	0.07096695780000001	-0.0566692659	-0.0178436574	0.030727272000000003	0.035267809	-0.0193952906	-0.0152957673	-0.0108409557	0.0638447374	-0.0406275864	0.057904102199999995	0.0578310953	0.0577094854	0.0575393747	0.057320906	0.057054263099999995	0.05673967	0.056377391	0.055967730800000004	0.0555110336	0.0	0.0	0.0	0.0	-8.090629999999998e-05	0.155919	0.215118	-0.00262759	-4.99842e-05	-3.90205e-05
