onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.802	10.4	NP	5	0.825	2	1
42.8	10.4	NP	5	0.642	2	1
56.015	10.4	NN	5	0.652	1	1
69.213	10.4	NN	6	0.695	1	1
81.212	10.4	NN	8	0.591	1	1
94.41	10.4	NP	5	0.618	2	1
108.808	10.4	RN	5	1.016	1	1
123.207	10.4	NN	5	0.715	1	1
136.405	10.4	NN	7	0.738	1	1
150.803	10.4	NP	6	0.848	2	1
162.801	10.4	NP	8	0.853	2	1
174.8	10.4	NN	8	1.047	1	1
188.015	10.4	NP	7	0.872	2	1
200.013	10.4	NP	8	1.172	1	0
214.412	10.4	RN	7	1.078	2	0
258.806	10.4	NP	5	1.134	2	1
270.804	10.4	NN	8	0.793	1	1
284.003	10.4	RN	8	1.21	1	1
296.001	10.4	NP	5	0.77	2	1
310.416	10.4	RN	5	1.143	1	1
324.814	10.4	NN	6	0.687	1	1
336.813	10.4	NP	8	0.645	2	1
350.011	10.4	NN	7	0.852	1	1
363.209	10.4	NN	5	0.682	1	1
377.607	10.4	NP	8	0.818	2	1
389.606	10.4	NP	5	0.686	2	1
402.804	10.4	NP	7	1.248	1	0
417.202	10.4	NN	5	0.586	1	1
429.201	10.4	NN	8	1.095	1	1
443.615	10.4	NP	7	0.74	2	1
486.81	10.4	NN	7	0.684	1	1
500.008	10.4	NP	7	1.475	2	1
513.207	10.4	NP	6	1.284	1	0
526.405	10.4	NN	7	0.853	1	1
540.803	10.4	NP	8	0.532	2	1
552.801	10.4	NP	8	0.861	2	1
567.2	10.4	NP	5	0.73	2	1
581.614	10.4	NN	8	0.56	1	1
593.613	10.4	NN	5	0.801	1	1
608.011	10.4	NP	5	1.616	2	1
620.01	10.4	RN	5	1.244	1	1
634.408	10.4	NP	5	0.782	2	1
646.406	10.4	NN	6	0.77	1	1
659.604	10.4	NP	8	1.068	2	1
671.603	10.4	NN	5	0.895	1	1
