onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.809	10.4	NP	5	0.932	2	1
42.808	10.4	NN	8	0.656	1	1
57.206	10.4	NN	8	0.664	1	1
71.604	10.4	NP	5	0.734	2	1
84.802	10.4	NN	6	0.431	1	1
96.801	10.4	NP	8	0.624	2	1
110.016	10.4	NN	5	0.803	1	1
123.214	10.4	NP	7	0.449	2	1
137.612	10.4	NN	5	0.555	1	1
150.81	10.4	NP	5	1.017	2	1
162.809	10.4	NP	7	0.806	2	1
177.207	10.4	NP	8	0.99	1	0
190.405	10.4	NN	7	0.698	1	1
204.803	10.4	NP	6	0.597	2	1
216.802	10.4	RN	5	0.644	1	1
258.813	10.4	NN	6	0.539	1	1
273.211	10.4	NN	8	0.668	1	1
287.61	10.4	NP	7	0.924	1	0
300.808	10.4	NP	7	0.989	1	0
314.006	10.4	NP	8	0.615	2	1
326.005	10.4	NP	5	0.627	1	0
339.203	10.4	NN	7	0.656	1	1
353.601	10.4	NP	5	0.683	2	1
365.6	10.4	NN	8	0.705	1	1
377.615	10.4	RN	5	0.617	1	1
392.013	10.4	NN	5	1.378	1	1
406.411	10.4	NP	8	1.156	2	1
418.409	10.4	NP	8	1.259	2	1
431.608	10.4	NP	5	0.57	1	0
444.806	10.4	NN	5	1.19	1	1
486.801	10.4	NN	5	0.727	1	1
500.016	10.4	NP	5	0.653	2	1
514.414	10.4	NP	8	0.868	2	1
526.412	10.4	RN	5	0.903	1	1
539.611	10.4	NN	8	0.894	1	1
551.609	10.4	NP	7	1.027	2	1
566.007	10.4	NP	8	0.743	2	1
580.405	10.4	NN	5	0.623	1	1
594.803	10.4	NP	6	1.036	2	1
606.802	10.4	RN	8	1.116	1	1
620	10.4	NP	5	0.722	2	1
633.215	10.4	NN	8	0.694	1	1
645.214	10.4	NP	5	0.765	2	1
658.412	10.4	NN	7	0.946	1	1
672.81	10.4	NN	7	0.735	1	1
