onset	duration	trial_type	response_time	response_button	response_accuracy
30.621	5.3	BY	0.832	1	1
39.02	5.3	AY	0.595	2	0
48.618	5.3	AX	0.395	2	1
58.217	5.3	AX	0.444	2	1
65.416	5.3	AX	0.321	2	1
72.615	5.3	BY	0.322	1	1
79.814	5.3	BY	0.551	1	1
88.23	5.3	BY	0.319	1	1
96.629	5.3	BX	0.302	1	1
106.228	5.3	Ang	n/a	n/a	1
114.627	5.3	AY	0.481	1	1
124.225	5.3	BY	0.274	1	1
131.424	5.3	AX	0.291	2	1
138.624	5.3	Bng	0.324	1	0
148.222	5.3	BX	0.777	1	1
156.621	5.3	BY	0.356	1	1
166.22	5.3	BY	0.339	1	1
175.819	5.3	AX	0.485	2	1
183.018	5.3	Ang	n/a	n/a	1
190.217	5.3	AX	0.44	2	1
198.616	5.3	AX	0.318	2	1
205.815	5.3	AX	0.285	2	1
215.414	5.3	Bng	n/a	n/a	1
223.829	5.3	BY	0.318	1	1
262.224	5.3	BY	0.331	1	1
271.823	5.3	BY	0.318	1	1
281.422	5.3	Ang	0.39	1	0
288.621	5.3	AX	0.277	1	0
295.82	5.3	AX	0.309	2	1
305.419	5.3	BY	0.335	1	1
313.818	5.3	AX	0.279	2	1
321.017	5.3	AY	0.512	1	1
330.616	5.3	Bng	n/a	n/a	1
339.015	5.3	AY	0.476	2	0
347.43	5.3	AX	0.503	2	1
354.629	5.3	AX	0.354	2	1
363.028	5.3	Bng	n/a	n/a	1
370.227	5.3	BX	0.921	1	1
379.826	5.3	AX	0.279	2	1
387.025	5.3	BY	0.361	1	1
396.624	5.3	BY	0.323	1	1
405.023	5.3	BX	0.342	1	1
414.621	5.3	BY	0.392	1	1
421.821	5.3	BY	0.405	1	1
430.219	5.3	BY	0.409	1	1
437.419	5.3	Ang	0.418	1	0
447.017	5.3	AX	0.414	2	1
455.416	5.3	AX	0.334	2	1
493.828	5.3	AX	0.394	2	1
503.427	5.3	BY	0.306	1	1
511.826	5.3	Bng	n/a	n/a	1
521.424	5.3	BX	0.336	1	1
529.823	5.3	BY	0.324	1	1
537.022	5.3	BY	0.361	1	1
544.222	5.3	AX	0.339	2	1
551.421	5.3	Bng	n/a	n/a	1
561.019	5.3	AX	0.298	2	1
568.218	5.3	AX	0.316	2	1
577.817	5.3	Ang	n/a	n/a	1
586.216	5.3	AX	0.341	2	1
594.615	5.3	AY	0.515	1	1
601.814	5.3	BY	0.326	1	1
610.23	5.3	AX	0.298	2	1
617.429	5.3	BX	0.469	2	0
624.628	5.3	BY	0.338	1	1
633.027	5.3	BY	0.307	1	1
642.626	5.3	Ang	n/a	n/a	1
649.825	5.3	AX	0.539	2	1
659.423	5.3	AX	0.34	2	1
669.022	5.3	BY	0.396	1	1
677.421	5.3	BY	0.309	1	1
685.82	5.3	AY	0.503	1	1
