onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.821	10.4	NP	5	1.016	2	1
42.819	10.4	NN	8	0.964	1	1
54.817	10.4	NN	8	0.821	1	1
69.214	10.4	NP	5	0.895	2	1
83.612	10.4	NN	6	0.794	1	1
96.81	10.4	NP	8	0.829	2	1
110.008	10.4	NN	5	0.725	1	1
122.006	10.4	NP	7	0.982	2	1
135.221	10.4	NN	5	0.838	1	1
148.419	10.4	NP	5	0.9	2	1
160.417	10.4	NP	7	0.881	2	1
173.615	10.4	NP	8	0.989	2	1
188.012	10.4	NN	7	0.927	1	1
202.41	10.4	NP	6	0.891	2	1
214.408	10.4	RN	5	1.38	1	1
258.818	10.4	NN	6	0.792	1	1
270.816	10.4	NN	8	1.107	1	1
282.814	10.4	NP	7	1.15	1	0
296.012	10.4	NP	7	0.871	2	1
309.21	10.4	NP	8	0.73	2	1
323.607	10.4	NP	5	0.881	2	1
336.822	10.4	NN	7	1.014	1	1
348.82	10.4	NP	5	0.879	2	1
363.218	10.4	NN	8	0.909	1	1
375.216	10.4	RN	5	0.761	1	1
387.214	10.4	NN	5	1.205	1	1
401.612	10.4	NP	8	0.872	2	1
416.009	10.4	NP	8	0.98	2	1
429.207	10.4	NP	5	0.681	2	1
443.622	10.4	NN	5	0.842	1	1
486.815	10.4	NN	5	0.792	1	1
500.013	10.4	NP	5	0.554	2	1
513.211	10.4	NP	8	0.951	2	1
527.608	10.4	RN	5	1.02	2	0
542.006	10.4	NN	8	1.331	1	1
556.421	10.4	NP	7	0.715	2	1
569.618	10.4	NP	8	0.653	2	1
581.617	10.4	NN	5	0.937	1	1
593.615	10.4	NP	6	1.123	2	1
605.613	10.4	RN	8	1.076	1	1
620.01	10.4	NP	5	0.814	2	1
632.009	10.4	NN	8	0.928	1	1
645.206	10.4	NP	5	0.76	2	1
657.221	10.4	NN	7	0.721	1	1
670.419	10.4	NN	7	1.07	1	1
