onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.816	10.4	NP	5	0.942	2	1
45.214	10.4	NP	5	0.672	2	1
57.229	10.4	NN	5	0.653	1	1
71.627	10.4	NN	6	1.022	1	1
86.024	10.4	NN	8	0.894	1	1
99.222	10.4	NP	5	1.131	2	1
112.42	10.4	RN	5	0.747	2	0
126.818	10.4	NN	5	0.926	1	1
138.816	10.4	NN	7	0.641	1	1
150.814	10.4	NP	6	0.777	2	1
164.029	10.4	NP	8	0.841	2	1
176.027	10.4	NN	8	1.116	1	1
189.225	10.4	NP	7	0.684	2	1
202.423	10.4	NP	8	1.128	2	1
216.82	10.4	RN	7	1.344	1	1
258.814	10.4	NP	5	0.605	2	1
272.028	10.4	NN	8	0.769	1	1
284.026	10.4	RN	8	1.233	1	1
297.224	10.4	NP	5	0.911	2	1
311.622	10.4	RN	5	1.314	1	1
326.02	10.4	NN	6	0.817	2	0
340.417	10.4	NP	8	0.912	2	1
353.615	10.4	NN	7	0.796	1	1
365.63	10.4	NN	5	0.707	1	1
380.028	10.4	NP	8	n/a	n/a	0
392.026	10.4	NP	5	0.804	2	1
405.224	10.4	NP	7	1.12	1	0
417.222	10.4	NN	5	0.745	1	1
429.22	10.4	NN	8	0.839	1	1
443.618	10.4	NP	7	0.831	2	1
486.828	10.4	NN	7	0.689	1	1
501.225	10.4	NP	7	1.214	1	0
513.223	10.4	NP	6	0.99	1	0
525.221	10.4	NN	7	1.005	1	1
539.619	10.4	NP	8	0.784	2	1
552.817	10.4	NP	8	0.683	2	1
566.015	10.4	NP	5	0.632	2	1
578.03	10.4	NN	8	0.778	1	1
591.228	10.4	NN	5	1.024	1	1
603.226	10.4	NP	5	0.612	2	1
615.224	10.4	RN	5	0.648	1	1
628.422	10.4	NP	5	0.731	2	1
642.819	10.4	NN	6	0.703	1	1
657.217	10.4	NP	8	0.872	2	1
671.615	10.4	NN	5	0.73	1	1
