csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3273.025566440541	3033.028895462778	4115.327694606481	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0289514	0.443192	-0.133961	0.0160758	-0.000227297	0.00214599
3226.6007700641712	3039.5211229058946	4105.373312849369	1.213058	43.103134	0.24886294999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0274946	0.388724	-0.27333	0.0168763	-0.00042193	0.00222224
3185.220322149053	3029.468014151535	4083.387917763201	1.252577	44.50737	0.29051515000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0142799	0.319442	-0.402456	0.016196	-0.000247481	0.00149914
3180.354918663244	3035.797216106298	4091.0333360197533	1.846049	65.594986	0.5222477000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.114805	0.494394	-0.541968	0.017817099999999995	8.1511e-05	0.00169422
3165.6234083463323	3025.7067554500727	4048.0014053385903	2.632126	93.526367	1.1228892	-0.0126606476	-0.0577012804	0.039212303500000004	-0.0727632839	0.013018125	-0.0658147853	-0.025197335699999997	0.0716111102	-0.0511743776	0.057472623	-0.0157849753	-0.0316978028	0.057928243399999996	0.0579276399	0.057926633899999996	0.0579252256	0.057923414900000005	0.057921201900000004	0.0579185865	0.0579155689	0.057912148899999995	0.0579083267	0.0	0.0	0.0	0.0	0.0991262	0.303417	0.158989	0.015993799999999996	-0.00156424	0.000857743
3171.6205040154277	3031.1706383449355	4043.649653543524	1.823697	64.800758	0.5073321900000002	-0.0184321481	0.042854879400000004	0.006852486	-0.0179168625	0.084416084	-0.0399845614	-0.010549933999999999	0.0170377426	-0.0133083192	0.0796572957	0.055974998899999996	-0.036224548599999996	0.057926633899999996	0.057921201900000004	0.057912148899999995	0.0578994755	0.0578831825	0.0578632709	0.057839741900000005	0.0578125971	0.057781838099999996	0.057747466799999994	0.0	0.0	0.0	0.0	0.111001	0.54751	0.00522776	0.0172576	-0.00132061	0.00041311
3155.002497745072	3021.0027503087995	4035.1937675970753	1.334649	47.423599	0.2422432899999998	-0.0096454648	0.0378563964	0.0224623169	-0.0844217871	-0.0280898453	-0.0393351648	-0.0183055479	-0.0079382996	-0.07480858900000001	0.0486036857	0.0102930726	-0.0438473305	0.057923414900000005	0.0579083267	0.0578831825	0.057847986799999994	0.0578027456	0.057747466799999994	0.0576821601	0.0576068366	0.0575215097	0.0574261939	0.0	0.0	0.0	0.0	0.0491543	0.643905	0.0175598	0.0177854	-0.00146733	-0.000345761
3154.165795198491	3017.4951732741774	4017.6365426247166	1.143924	40.646633	0.4636390500000001	0.0014346889999999998	0.002850004	0.0353514176	-0.0415512419	0.0103686499	-0.1015795858	-0.02291917	0.0503754308	-0.0626420342	0.0419518415	0.0231383888	-0.0055655222	0.0579185865	0.057889015599999996	0.057839741900000005	0.057770782300000004	0.0576821601	0.0575739055	0.0574460554	0.0572986533	0.0571317494	0.0569454005	0.0	0.0	0.0	0.0	-0.0213203	0.450642	0.0862103	0.0189062	-0.00117414	-0.00155679
3160.164944755397	3022.830269924065	4006.428448467165	1.2549	44.589897	0.5637615999999999	0.005822310799999999	0.0756457387	-0.0207569916	0.028154593399999997	0.0811242889	-0.0716092279	-0.014434503400000001	0.007921309	0.0315842599	0.0990240999	0.08864992210000001	0.0346451991	0.057912148899999995	0.0578632709	0.057781838099999996	0.0576678963	0.0575215097	0.0573427605	0.0571317494	0.056888595099999995	0.0566134344	0.056306422	0.0	0.0	0.0	0.0	0.07210479999999998	0.370969	-0.06505320000000002	0.0215072	-0.00140536	0.00039899
3147.2521520942023	3020.1366530842765	4005.298645744885	1.161366	41.266396	0.23346625	-0.0017139214000000001	0.0425933034	-0.0074950586999999996	-0.0774982543	-0.0637098753	-0.0857211581	-0.0024371716	0.0009229684	-0.0711114062	0.0109627367	0.0217552927	-0.0224921699	0.057904102199999995	0.0578310953	0.0577094854	0.0575393747	0.057320906	0.057054263099999995	0.05673967	0.056377391	0.055967730800000004	0.0555110336	0.0	0.0	0.0	0.0	0.0822216	0.57573	-0.0682058	0.0216088	-0.00132568	0.000271553
