onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.824	10.4	NP	5	1.377	2	1
42.824	10.4	NN	8	0.924	2	0
56.024	10.4	NN	8	1.41	1	1
70.423	10.4	NP	5	1.167	2	1
84.823	10.4	NN	6	1.294	1	1
99.223	10.4	NP	8	1.206	2	1
113.623	10.4	NN	5	1.421	1	1
125.622	10.4	NP	7	1.219	2	1
137.622	10.4	NN	5	1.148	1	1
149.622	10.4	NP	5	n/a	n/a	0
162.822	10.4	NP	7	0.964	2	1
176.021	10.4	NP	8	n/a	n/a	0
188.021	10.4	NN	7	1.269	1	1
202.421	10.4	NP	6	1.141	2	1
215.621	10.4	RN	5	1.209	1	1
258.82	10.4	NN	6	1.115	1	1
272.02	10.4	NN	8	1.228	1	1
284.02	10.4	NP	7	1.639	1	0
296.019	10.4	NP	7	1.048	2	1
308.019	10.4	NP	8	1.28	2	1
321.219	10.4	NP	5	1.572	2	1
334.419	10.4	NN	7	0.85	1	1
348.818	10.4	NP	5	1.076	2	1
363.218	10.4	NN	8	1.147	1	1
375.218	10.4	RN	5	0.97	1	1
389.618	10.4	NN	5	1.068	1	1
404.017	10.4	NP	8	1.05	2	1
418.417	10.4	NP	8	1.21	2	1
430.417	10.4	NP	5	0.915	2	1
443.617	10.4	NN	5	1.003	1	1
486.816	10.4	NN	5	1.037	1	1
498.816	10.4	NP	5	1.181	2	1
510.816	10.4	NP	8	1.589	1	0
522.815	10.4	RN	5	1.388	2	0
534.815	10.4	NN	8	0.911	1	1
548.015	10.4	NP	7	1.069	2	1
562.415	10.4	NP	8	1.139	2	1
576.814	10.4	NN	5	0.986	1	1
591.214	10.4	NP	6	1.615	2	1
605.614	10.4	RN	8	1.192	2	0
618.814	10.4	NP	5	0.973	2	1
633.227	10.4	NN	8	0.593	1	1
646.427	10.4	NP	5	0.907	2	1
659.626	10.4	NN	7	0.935	1	1
671.626	10.4	NN	7	0.896	1	1
