onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.811	10.4	NP	5	0.88	2	1
44.01	10.4	NP	5	0.859	2	1
57.21	10.4	NN	5	0.49	1	1
71.609	10.4	NN	6	0.419	1	1
84.809	10.4	NN	8	1.06	1	1
96.808	10.4	NP	5	0.896	2	1
108.808	10.4	RN	5	0.756	1	1
123.208	10.4	NN	5	0.427	1	1
137.607	10.4	NN	7	0.73	1	1
150.807	10.4	NP	6	0.976	2	1
164.006	10.4	NP	8	0.926	2	1
178.406	10.4	NN	8	0.638	1	1
192.805	10.4	NP	7	1.232	2	1
204.805	10.4	NP	8	1.128	2	1
216.805	10.4	RN	7	1.045	1	1
258.803	10.4	NP	5	0.556	2	1
273.203	10.4	NN	8	0.837	1	1
285.202	10.4	RN	8	0.876	1	1
297.202	10.4	NP	5	0.865	2	1
311.601	10.4	RN	5	0.568	1	1
326.001	10.4	NN	6	0.519	1	1
339.201	10.4	NP	8	0.977	2	1
353.613	10.4	NN	7	0.872	1	1
365.613	10.4	NN	5	0.797	1	1
378.813	10.4	NP	8	0.843	2	1
390.812	10.4	NP	5	0.97	2	1
404.012	10.4	NP	7	0.886	2	1
417.211	10.4	NN	5	0.559	1	1
431.611	10.4	NN	8	1.123	1	1
443.611	10.4	NP	7	0.809	2	1
486.809	10.4	NN	7	0.56	1	1
501.209	10.4	NP	7	1.004	1	0
514.408	10.4	NP	6	0.913	1	0
527.608	10.4	NN	7	0.969	1	1
539.608	10.4	NP	8	1.417	2	1
552.807	10.4	NP	8	0.816	2	1
566.007	10.4	NP	5	0.798	2	1
579.206	10.4	NN	8	1.08	1	1
593.606	10.4	NN	5	0.578	1	1
605.606	10.4	NP	5	1	2	1
620.005	10.4	RN	5	0.689	1	1
632.005	10.4	NP	5	1.185	2	1
644.004	10.4	NN	6	0.525	1	1
656.004	10.4	NP	8	1.466	2	1
670.403	10.4	NN	5	0.539	1	1
