onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.813	10.4	NP	5	0.723	2	1
44.013	10.4	NP	5	0.675	2	1
58.412	10.4	NN	5	0.62	1	1
70.411	10.4	NN	6	0.614	1	1
82.41	10.4	NN	8	0.63	1	1
96.81	10.4	NP	5	0.988	2	1
110.009	10.4	RN	5	0.724	2	0
122.008	10.4	NN	5	0.645	1	1
136.407	10.4	NN	7	0.629	1	1
149.607	10.4	NP	6	1.122	2	1
164.006	10.4	NP	8	0.733	2	1
177.218	10.4	NN	8	0.839	1	1
191.618	10.4	NP	7	0.816	2	1
203.617	10.4	NP	8	1.852	2	1
216.816	10.4	RN	7	0.915	1	1
258.814	10.4	NP	5	0.66	2	1
273.213	10.4	NN	8	0.819	1	1
285.212	10.4	RN	8	0.608	1	1
299.612	10.4	NP	5	0.807	2	1
312.811	10.4	RN	5	0.712	1	1
326.01	10.4	NN	6	0.662	1	1
338.01	10.4	NP	8	0.658	2	1
350.009	10.4	NN	7	0.822	1	1
363.208	10.4	NN	5	0.615	1	1
377.607	10.4	NP	8	0.884	1	0
390.807	10.4	NP	5	0.91	2	1
402.806	10.4	NP	7	0.588	2	1
417.218	10.4	NN	5	0.66	1	1
431.618	10.4	NN	8	0.701	1	1
443.617	10.4	NP	7	0.895	2	1
486.815	10.4	NN	7	0.682	1	1
500.014	10.4	NP	7	0.941	2	1
512.013	10.4	NP	6	0.826	1	0
526.412	10.4	NN	7	0.692	1	1
538.412	10.4	NP	8	1.458	1	0
552.811	10.4	NP	8	0.729	2	1
567.21	10.4	NP	5	0.578	2	1
579.209	10.4	NN	8	0.644	1	1
592.409	10.4	NN	5	0.591	1	1
606.808	10.4	NP	5	0.723	2	1
618.807	10.4	RN	5	1.389	2	0
632.007	10.4	NP	5	0.919	2	1
646.406	10.4	NN	6	0.626	1	1
659.618	10.4	NP	8	0.766	2	1
672.818	10.4	NN	5	0.602	1	1
