onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.819	10.4	NP	5	0.831	2	1
42.819	10.4	NN	8	0.678	1	1
57.218	10.4	NN	8	0.705	1	1
69.217	10.4	NP	5	0.605	2	1
83.616	10.4	NN	6	0.762	1	1
96.816	10.4	NP	8	0.758	1	0
110.015	10.4	NN	5	1.293	1	1
124.414	10.4	NP	7	1.23	2	1
137.613	10.4	NN	5	0.584	1	1
150.813	10.4	NP	5	0.998	2	1
165.212	10.4	NP	7	0.757	2	1
177.211	10.4	NP	8	0.775	2	1
189.211	10.4	NN	7	0.915	1	1
203.61	10.4	NP	6	1.831	1	0
215.609	10.4	RN	5	0.551	1	1
258.807	10.4	NN	6	0.619	1	1
273.219	10.4	NN	8	0.858	1	1
287.618	10.4	NP	7	1.307	1	0
302.018	10.4	NP	7	0.932	2	1
315.217	10.4	NP	8	0.905	2	1
327.216	10.4	NP	5	1.344	1	0
339.216	10.4	NN	7	0.906	1	1
352.415	10.4	NP	5	0.901	2	1
365.614	10.4	NN	8	0.933	1	1
377.613	10.4	RN	5	1.112	1	1
389.613	10.4	NN	5	0.674	1	1
401.612	10.4	NP	8	1.447	2	1
416.011	10.4	NP	8	1.035	2	1
429.211	10.4	NP	5	1.055	2	1
443.61	10.4	NN	5	0.897	1	1
486.807	10.4	NN	5	0.625	1	1
498.807	10.4	NP	5	0.73	2	1
512.019	10.4	NP	8	0.968	2	1
524.019	10.4	RN	5	1.044	1	1
538.418	10.4	NN	8	1.748	1	1
551.617	10.4	NP	7	0.96	2	1
563.616	10.4	NP	8	0.869	2	1
576.816	10.4	NN	5	0.676	1	1
591.215	10.4	NP	6	1.054	1	0
603.214	10.4	RN	8	0.748	1	1
617.613	10.4	NP	5	0.897	2	1
632.013	10.4	NN	8	0.691	1	1
646.412	10.4	NP	5	1.439	1	0
659.611	10.4	NN	7	0.626	1	1
671.61	10.4	NN	7	0.81	1	1
