csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3608.893729715835	2993.832030733772	3926.5530693852284	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0519682	0.164033	7.43219e-08	0.0	-0.0	0.0013616600000000004
3542.2332215715887	2989.389871267651	3901.371680053565	1.180296	31.988697	0.05427343379119999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0638355	0.190211	-5.94693e-08	0.0	-0.0	0.00168622
3517.7623219220973	2988.826438903809	3887.4768721903365	1.133162	30.711246	0.06669904056929997	-0.038704149300000004	-0.017485645	-0.0031313711	-0.00376266	-0.0338556561	0.0063725434	0.027964826499999998	-0.0479655978	0.0033734578	-0.0757046728	0.0605897949	-0.015669893799999998	0.0573537421	0.0573531678	0.0573522108	0.057350870899999996	0.0573491483	0.057347042800000005	0.0573445546	0.057341683600000005	0.0573384299	0.057334793499999995	0.0	0.0	0.0702588	0.13406	5.71811e-05	0.0	-0.0	0.00160487
3499.17611037183	2987.949838790686	3879.434034630425	1.096555	29.71912	0.2030788189	0.0069848183	0.0278318146	-0.0457417716	0.023275361600000002	0.0068097402	-0.0395344271	0.0118314766	0.050694133499999995	0.0386737051	0.008620736300000001	0.0091369376	-0.032842511899999996	0.0573522108	0.057347042800000005	0.0573384299	0.057326372599999995	0.057310871500000006	0.0572919276	0.0572695421	0.0572437163	0.057214451799999996	0.05718175019999999	0.0	0.0	0.0745388	0.291967	0.0135915	0.0	-0.00031064	0.00184138
3500.97689047886	2985.354934714152	3877.636774810556	1.044572	28.310263	0.15468554999999992	0.0433651036	0.0090776776	0.046340180599999996	-0.0355713281	-0.0029259001	-0.0034248198	-0.052353509699999995	-0.002174958	-0.0501340799	0.0127408597	-0.0053573706	-0.014185661399999999	0.0573491483	0.057334793499999995	0.057310871500000006	0.0572773863	0.05723434349999999	0.05718175019999999	0.0571196153	0.0570479491	0.056966763499999996	0.056876072199999995	0.0	0.0	0.0897704	0.222278	0.0393774	0.000363392	-0.000619289	0.00204892
3496.0978093453905	2986.895612206666	3874.066147491954	1.033232	28.002932	0.08402700000000002	-0.0452151492	-0.039296067000000004	-0.0034785167	0.0031161510999999998	-0.0230435742	0.0369941482	0.028827402400000004	-0.0526810935	0.0087133119	-0.0216323238	0.0348237624	0.0173685064	0.0573445546	0.0573164211	0.0572695421	0.057203933	0.0571196153	0.057016616500000006	0.0568949702	0.056754716399999995	0.0565959008	0.0564185754	0.0	0.0	0.0853454	0.178721	0.043404	0.000345837	-0.000945682	0.0017525
3487.2532598803364	2983.06645876532	3872.251495103925	1.096302	29.712276	0.14484205	0.021754864199999998	0.0222292325	-0.046844070300000006	0.0238030475	0.0107573464	-0.0292432572	0.0082788612	0.0607507704	0.0352486106	0.0393152498	-0.0139464454	-0.0153469493	0.0573384299	0.0572919276	0.057214451799999996	0.0571060442	0.056966763499999996	0.0567966851	0.0565959008	0.0563645192	0.0561026654	0.055810480999999995	0.0	0.0	0.0866189	0.290469	0.043742	0.000538766	-0.00081795	0.00206149
3497.6537990851666	2985.6657061535384	3874.989992589414	1.064862	28.860163	0.14752031	0.0390165102	0.0027776433000000003	0.048802930999999994	-0.0396833589	0.0064579927	0.0045742051	-0.0475537061	-0.0042457383	-0.053848744299999994	-0.0048080595000000005	-0.0142937184	0.0022050567	0.057330774400000006	0.0572613157	0.057145613600000006	0.0569837616	0.0567758902	0.0565221675	0.0562227982	0.0558780242	0.0554881239	0.0550534122	0.0	0.0	0.08929349999999998	0.183953	0.0326067	7.51178e-05	-0.00082359	0.00198689
3493.35606682019	2987.632777037828	3873.346659211214	0.986982	26.749453	0.05964489000000001	-0.048189234299999995	-0.0340925362	-0.0056730967000000005	0.0109082677	-0.0197694154	0.028469776000000002	0.0329560881	-0.0447377581	0.0153311352	-0.0269931947	-0.0052426006	0.0088534121	0.057321588099999994	0.0572245886	0.0570630443	0.0568371374	0.056547122699999994	0.0561933274	0.055776150499999996	0.0552960625	0.054753605	0.054149389699999995	0.0	0.0	0.08525929999999998	0.17814	0.0154412	1.0587899999999999e-22	-0.000455394	0.00177756
3493.3782177490825	2982.822484464231	3873.955084004605	1.060253	28.735252	0.16736625	0.0021536336	0.0330601881	-0.03010971	0.024261917	0.0164163153	-0.0196407615	0.0184874623	0.0543208674	0.028065728199999997	0.0218947907	-0.0327050402	-0.0102766264	0.057310871500000006	0.05718175019999999	0.056966763499999996	0.0566662343	0.0562806138	0.055810480999999995	0.055256542	0.0546196284	0.0539006969	0.053100826799999994	0.0	0.0	0.0740702	0.267803	0.0403555	0.000346037	-0.0008747139999999999	0.0018442
3502.3025557641276	2984.8069285952533	3876.5952909548073	1.048691	28.421911	0.142095835	0.0241922096	0.0218246736	0.070466433	-0.0205576937	0.0036237257	-0.0027845238	-0.043310006	-0.0118320068	-0.0578455543	-0.0148158785	-0.004183320999999999	0.0121452951	0.057298624699999995	0.057132805099999996	0.056856794599999996	0.0564711253	0.0559765412	0.0553739961	0.054664652300000005	0.0538498776	0.0529312437	0.051910522300000005	0.0	0.0	0.09773	0.167176	0.0406467	5.43013e-05	-0.0008645429999999998	0.00189265
3497.4774957735713	2986.5852900753853	3874.5530352377114	1.007895	27.316235	0.076862935	-0.048563992300000004	-0.013014981	0.010517393100000001	0.0321316226	-0.0227107579	0.047675327	0.0291782512	-0.042532186500000006	0.0200845072	-0.009561966	0.0016676592000000002	-0.0106837399	0.057284848099999994	0.0570777586	0.0567331637	0.0562518937	0.055635107999999996	0.054884292300000005	0.0540012557	0.05298812519999999	0.051847341799999995	0.0505816535	0.0	0.0	0.0895113	0.216691	0.0284024	8.1724e-05	-0.000847277	0.00198566
3496.642993432017	2985.012711707405	3872.1366322818044	1.008974	27.345484	0.054145800000000015	0.0368854463	0.0395792761	-0.0244275787	0.011407949099999998	0.0060673025	0.0072618458	-0.0155812665	0.0618194019	0.008134971500000001	0.0275314188	0.001583866	-0.0284102996	0.0572695421	0.057016616500000006	0.0565959008	0.056008633200000005	0.055256542	0.0543418403	0.05326722	0.0520358435	0.0506513346	0.0491177676	0.0	0.0	0.08652419999999998	0.253457	0.0323482	0.000233456	-0.000794711	0.00198102
3489.985057090524	2985.683378939006	3869.514609536341	1.034674	28.042007	0.13037479999999999	0.0168212566	-0.0397773378	0.0188649165	-0.0392211239	-0.0132984086	-0.0378909303	-0.030389445600000002	-0.0409953096	-0.026869047099999998	-0.0035613366	0.0365686438	0.002452078	0.0572527071	0.0569493853	0.0564450387	0.055741447699999995	0.0548410958	0.053747161200000004	0.0524635054	0.0509946594	0.0493458082	0.047522772000000005	0.0	0.0	0.10042	0.174632	0.0493286	0.000369205	-0.000926434	0.00183502
3483.272647546345	2987.025012940946	3864.906909652671	1.051588	28.500404	0.11904390000000002	-0.0174817006	-0.0299138223	-0.0682595178	0.019713756699999998	-0.008085537	0.0066003851	0.0344099617	0.0142947723	0.0629677226	0.0232712485	0.0111580975	-0.0346107873	0.05723434349999999	0.056876072199999995	0.0562806138	0.0554504513	0.0543890469	0.053100826799999994	0.051591163200000005	0.0498663518	0.0479335854	0.0458009243	0.0	0.0	0.08836919999999998	0.26951	0.0411821	0.000432136	-0.000940645	0.00183725
3487.710292311165	2983.4649950545772	3867.778764049077	1.021109	27.67437	0.07896745000000002	0.052046536500000004	0.0047654393	0.007972836700000001	-0.0198802796	0.0288882264	0.0725820233	-0.0430799605	0.0218565407	-0.028489191	0.040801153799999997	0.0034961661	-0.0143188638	0.057214451799999996	0.0567966851	0.0561026654	0.0551357684	0.0539006969	0.052403458099999994	0.0506513346	0.0486528484	0.0464177199	0.043956820599999995	0.0	0.0	0.07957559999999998	0.227938	0.0374947	0.000234763	-0.0007441989999999999	0.00194172
3493.416642829815	2986.190198481601	3872.433930878759	1.071595	29.04266	0.13881320000000003	-0.0371254102	-0.0360742812	0.025413448999999998	0.0042789049	-0.0078659063	-0.0001733647	0.0133917477	-0.0639741376	-0.005962217	-0.0183665248	0.028200512599999998	0.0321107456	0.0571930325	0.056711232400000006	0.0559112365	0.0547975333	0.0533763717	0.0516557255	0.049645248899999994	0.04735622230000001	0.0448014891	0.0419953833	0.0	0.0	0.084523	0.156105	0.0181703	1.0587899999999999e-22	-0.000451864	0.00161465
3497.708046257965	2986.678296853149	3875.143869553797	1.091895	29.592834	0.2089848	-0.0078943171	0.0310018872	-0.025088099300000003	0.0452907991	0.007175724200000001	-0.0426389333	0.014249657399999999	0.039020301800000004	0.0332394227	0.0124017048	-0.0300439565	-0.013022593	0.0571700863	0.0566197233	0.0557063729	0.0544358905	0.0528164212	0.050858347400000004	0.048574222199999996	0.045978689	0.0430883878	0.0399218481	0.0	0.0	0.0753863	0.271717	0.0444433	0.000639085	-0.000925561	0.00166113
3507.407666784259	2985.0869973141216	3878.061774283387	1.031773	27.963373	0.1241393	0.0315378551	0.031442130299999996	0.053818686500000004	-0.0264391439	-0.005936227099999999	-0.000708874	-0.0342425616	0.0039123129	-0.045386373099999995	-0.0004867484	-0.0150809672	-0.0191386193	0.057145613600000006	0.0565221675	0.0554881239	0.0540509946	0.052221219299999996	0.0500120903	0.0474396555	0.04452260190000001	0.04128212	0.0377417499	0.0	0.0	0.0736729	0.197461	0.0345371	0.000449949	-0.000457013	0.00155354
3496.8877837992713	2988.1800343098853	3874.825350409165	0.989343	26.813429	0.07979845	-0.0349374226	-0.023897743	0.0058422367000000005	0.0039215864000000005	-0.037379402	0.0162553088	0.021613687200000002	-0.052570472699999996	0.0187241823	-0.018489157	0.0323417742	-0.014052320600000001	0.0571196153	0.0564185754	0.055256542	0.053643009900000004	0.051591163200000005	0.0491177676	0.0462430329	0.0429904486	0.039386591299999996	0.035460908	0.0	0.0	0.0820655	0.163853	0.0293759	0.000162234	-0.0008220309999999998	0.00155354
3491.593711793892	2984.285581423925	3872.786607579394	1.044198	28.300138	0.16996415000000004	0.013895093700000001	0.0294071041	-0.054458988099999994	0.0072298491000000005	-0.0022006877	-0.0442794374	0.0141757935	0.055570410199999996	0.0413542673	0.02726466	-0.0137462266	-0.0288979943	0.0570920919	0.0563089582	0.055011682699999995	0.053212110599999994	0.0509266734	0.048176238600000004	0.0449859198	0.0413848469	0.0374059002	0.033085410600000004	0.0	0.0	0.0678283	0.27144	0.0370759	0.000449949	-0.000550947	0.00180354
3496.230940948634	2987.5267403250155	3873.385800952793	1.06182	28.777723	0.173313965	0.0337897287	-0.0010828073	0.0547018621	-0.0408217669	0.0052969453000000005	-0.0353168981	-0.0370511187	-0.014178043100000001	-0.056277298499999996	-0.0184591949	0.0157247379	0.0150909899	0.0570630443	0.0561933274	0.054753605	0.052758480999999996	0.0502281933	0.0471884083	0.0436699605	0.0397085398	0.0353443295	0.030621598599999997	0.0	0.0	0.0712858	0.16625	0.0456958	9.20507e-05	-0.00116354	0.0016531
3489.091108888779	2987.0414875714673	3871.0404994613305	1.002881	27.180347	0.083487065	-0.043860332099999996	-0.0216379397	-0.0286560523	0.0204625028	-0.0104840504	0.045261718	0.0468793133	-0.023008727799999996	0.0427601958	-0.00010714930000000001	0.0183544379	-0.0084391036	0.057032473099999995	0.0560716955	0.0544823708	0.0522823147	0.0494961893	0.0461552262	0.042296876500000004	0.0379643914	0.033206336600000004	0.0280760486	0.0	0.0	0.0686427	0.216097	0.0386111	0.000292291	-0.000985095	0.00155354
3491.0939597144843	2984.168611547221	3874.1108489180688	1.060139	28.732172	0.05008279999999997	0.0309532735	0.0477623425	-0.016215388100000002	-0.0074661197	0.0397253191	0.0298650353	-0.007741000400000001	0.0620032946	-0.0174558023	0.0335418876	-0.030033927999999998	-0.0229331929	0.057000379299999994	0.055944075499999996	0.054198045300000004	0.05178381519999999	0.048731149800000005	0.045077685	0.040868464	0.0361553815	0.0309965444	0.025455555499999998	0.0	0.0	0.0694462	0.255042	0.0414175	0.000318794	-0.0010270600000000002	0.0016356299999999997
3495.330211850289	2986.4350713989006	3876.120144950303	1.08459	29.394842	0.15926875	-0.0159380326	-0.020334138300000002	0.0498068023	-0.0168748864	0.0011593928	-0.029971295099999996	-0.0010397549	-0.0430546147	-0.0282700755	-0.0091339023	0.0110324264	0.0130266121	0.056966763499999996	0.055810480999999995	0.0539006969	0.0512631953	0.0479335854	0.043956820599999995	0.039386591299999996	0.0342846006	0.028719731000000002	0.022767113999999998	0.0	0.0	0.071017	0.164324	0.0704723	0.000600507	-0.00148621	0.00165327
3490.4954325746053	2985.0375734225568	3874.3339758547627	1.091646	29.586088	0.14629914999999996	-0.0307091478	0.0206204376	-0.0437384025	0.0026025387	0.0371210948	-0.0311756671	0.045567120499999995	0.0395273275	0.008310331899999999	0.0093719094	-0.0223821442	0.0315166692	0.056931626900000004	0.0556709262	0.053590396900000004	0.0507206776	0.0471040286	0.04279371	0.037853197000000005	0.0323552452	0.0263808192	0.0200179006	0.0	0.0	0.0634937	0.223627	0.100523	0.00116082	-0.00169238	0.0014313100000000003
3491.0030957000463	2985.528217873366	3877.871247670213	1.064773	28.857754	0.14796244999999997	0.0243815059	0.0096218075	0.0273598509	-0.0485514901	0.0160276886	0.0262757067	-0.019862803999999998	0.008916584200000001	-0.0530081783	0.0122332037	-0.0230600452	-0.00823424	0.0568949702	0.055525426100000004	0.05326722	0.050156493600000004	0.0462430329	0.0415894712	0.0362702869	0.0303706113	0.023984866400000002	0.0172152535	0.0	0.0	0.0476101	0.21722	0.0580632	0.000449949	-0.00130403	0.00199633
3491.5259028278942	2990.0214486941054	3877.606072852389	1.120628	30.371571	0.1463334	-0.0537183972	-0.0302074714	-0.0015981297	0.0025038039	-0.0169120559	0.027729371200000002	0.0399503898	-0.0439166951	0.0081412897	-0.0477348183	0.011687451299999999	0.032523429	0.056856794599999996	0.0553739961	0.0529312437	0.0495708845	0.045351173	0.0403452615	0.0346399316	0.0283340898	0.021537053100000002	0.014366653899999998	0.0	0.0	0.0506673	0.101796	0.0656649	0.000449949	-0.00151625	0.00180354
3493.1822498373467	2988.970067728084	3879.523885382301	1.1364820000000002	30.801229	0.1963317	0.0058658138	0.0494217282	-0.031752203	0.0100265885	0.0121587452	-0.0146557242	0.009044866300000001	0.060023152999999996	0.00814236	3.99223e-05	-0.037062552	-0.003853526	0.0568171009	0.0552166526	0.0525825489	0.0489641004	0.0444290443	0.0390622767	0.0329642637	0.026249159900000003	0.019042672	0.011479705500000001	0.0	0.0	0.0508945	0.241516	0.0534196	0.000886453	-0.0012362400000000004	0.00196981
3505.155731023453	2985.1777575513593	3885.113769292085	1.038367	28.142107	0.06593715000000003	0.0075023227	0.0195769409	0.0732804319	-0.028934528199999997	-0.0326333532	-0.0326595518	-0.0239312027	-0.0256128365	-0.0486605471	-0.028986965099999998	-0.0359602437	-0.0029434726	0.0567758902	0.0550534122	0.052221219299999996	0.0483364005	0.043477262	0.0377417499	0.0312454753	0.024119383799999998	0.0165071165	0.0085621144	0.0	0.0	0.0478479	0.185356	0.0519447	0.00086488	-0.00120029	0.0020174
3502.1651295930383	2988.967371879453	3882.7401902294832	1.021526	27.685673	0.07797334999999998	-0.0463209093	0.0134535937	-0.023988889700000002	0.0170667615	-0.0583795458	0.0385505499	0.0400552785	-0.0062035334	0.028787278	-0.049493666299999996	-0.007759954	-0.0014928331	0.0567331637	0.054884292300000005	0.051847341799999995	0.047688052800000005	0.042496461500000006	0.0363849502	0.0294858146	0.021948400099999998	0.0139358691	0.0056216684999999995	0.0	0.0	0.0601602	0.15039	0.0504815	0.000613613	-0.00151414	0.00199788
3494.5863474932867	2986.1575487592945	3878.586579858905	1.031872	27.966061	0.09759514999999998	0.0492909766	0.0251196606	-0.007355153299999999	-0.0410417114	-0.005736217900000001	0.0820950888	-0.0431787041	0.0358146612	-0.021991727200000002	0.0055576768	-0.0078596405	-0.0400144074	0.0566889225	0.0547093112	0.051461006100000005	0.0470193345	0.0414872975	0.0349931816	0.0276875835	0.019739918000000002	0.011334489199999999	0.0026662167999999997	0.0	0.0	0.0535558	0.209541	0.0470701	0.00088509	-0.00146545	0.00224628
3492.536934510929	2988.239792287868	3878.258647009543	1.091803	29.590324	0.16290225	-0.0130209792	-0.0488015863	0.0024667648	-0.0586322001	-0.0418809095	-0.019160962900000002	0.0079915504	-0.0560325895	-0.019617988700000002	-0.0424814304	0.043020347599999995	0.0192141526	0.056643167800000005	0.0545284874	0.0510623051	0.046330530999999994	0.0404504434	0.0335677816	0.0258531342	0.0174977105	0.0087086018	-0.0002963518	0.0	0.0	0.0588865	0.108298	0.0586212	0.000597701	-0.00130003	0.00180354
3483.49234859618	2987.555196505008	3874.673496805384	1.092823	29.617975	0.16620285	-0.005688700400000001	-0.0025913410999999996	-0.0653791488	0.0100159979	-0.0055085866	-0.0161959215	0.0270430763	0.0405445441	0.0382421464	0.0036733653	0.002101192	-0.005789322800000001	0.0565959008	0.0543418403	0.0506513346	0.0456219367	0.039386591299999996	0.032110120299999996	0.023984866400000002	0.015225608500000001	0.0060638843999999996	-0.0032581294	0.0	0.0	0.0601817	0.231469	0.0532952	0.000955564	-0.00145443	0.00201949
3487.9948639384725	2983.235847920957	3878.3753300749854	1.012783	27.448708	0.08504340000000002	0.0305417246	0.0141967407	0.011784431000000001	-0.0424712645	0.032098837799999995	0.0779568593	-0.022660307400000003	0.019187483300000002	-0.0415263876	0.0221307043	-0.0212061449	-0.0018867464999999999	0.056547122699999994	0.054149389699999995	0.0502281933	0.044893854299999994	0.0382964512	0.030621598599999997	0.022085224	0.012927493799999999	0.0034060556	-0.0062112101000000005	0.0	0.0	0.0600807	0.191798	0.0635555	0.000695352	-0.00123037	0.00180354
3497.3751042349127	2986.1219036496204	3883.977867149718	1.0316900000000002	27.961124	0.06756760000000002	-0.0427869834	-0.0205636568	0.0373402358	-0.0027057154999999998	-0.007170223199999999	-0.0268462532	0.019933316	-0.0579479421	-0.0176850843	-0.029359598100000002	0.0045596141	0.0404943375	0.0564968349	0.0539511563	0.049792983	0.0441465947	0.0371807508	0.0291036469	0.0201566919	0.0106072927	0.0007408622	-0.0091477112	0.0	0.0	0.0642485	0.139364	0.0588858	0.00065374	-0.00114606	0.00180354
3493.0032341671117	2988.577072905457	3886.670686683705	1.098194	29.763544	0.16915225000000003	-0.0306676759	0.0321973228	-0.0402647685	0.039854727	-0.0134190514	-0.0171284066	0.0344929364	0.0406612301	0.0435058655	0.001155686	-0.047605395	-0.020371092	0.0564450387	0.053747161200000004	0.0493458082	0.0433804771	0.0360402347	0.027557724300000003	0.0182017928	0.0082689692	-0.0019259331	-0.0120597945	0.0	0.0	0.0565635	0.247986	0.0425134	0.000911937	-0.00100433	0.00213307
