onset	duration	trial_type	response_time	response_button	response_accuracy
30.611	5.3	BY	0.338	1	1
39.011	5.3	BY	0.352	1	1
47.411	5.3	AX	0.331	2	1
55.811	5.3	AX	0.341	2	1
65.411	5.3	AX	0.325	2	1
73.811	5.3	BY	0.392	1	1
83.411	5.3	Bng	n/a	n/a	1
90.611	5.3	AX	0.315	2	1
100.211	5.3	Bng	n/a	n/a	1
107.411	5.3	AX	0.34	2	1
114.611	5.3	BX	0.487	1	1
124.21	5.3	BX	0.363	1	1
131.41	5.3	BY	0.32	1	1
141.01	5.3	AX	0.288	2	1
150.61	5.3	Ang	0.282	2	0
157.81	5.3	BY	0.63	1	1
166.21	5.3	BY	0.26	1	1
174.61	5.3	BY	0.307	1	1
181.81	5.3	AX	0.317	2	1
191.41	5.3	AY	0.477	1	1
199.81	5.3	BY	0.347	1	1
208.21	5.3	AY	0.545	1	1
215.41	5.3	Ang	n/a	n/a	1
225.01	5.3	AX	0.277	2	1
262.223	5.3	BY	0.329	1	1
269.422	5.3	Ang	n/a	n/a	1
276.622	5.3	AX	0.351	2	1
286.222	5.3	BY	0.408	1	1
294.622	5.3	BX	0.314	1	1
304.222	5.3	Ang	n/a	n/a	1
312.622	5.3	BY	0.722	1	1
321.022	5.3	BY	0.409	1	1
329.422	5.3	AY	0.629	1	1
336.622	5.3	BX	0.274	1	1
346.222	5.3	AX	0.325	2	1
353.422	5.3	BY	0.315	1	1
363.022	5.3	AX	0.26	2	1
372.622	5.3	Bng	0.315	1	0
382.222	5.3	BY	0.703	2	0
391.821	5.3	BY	0.332	1	1
399.021	5.3	AX	0.359	2	1
407.421	5.3	BY	0.352	1	1
417.021	5.3	AX	0.359	2	1
424.221	5.3	AX	0.339	2	1
431.421	5.3	AX	0.293	2	1
438.621	5.3	AX	0.341	2	1
447.021	5.3	Bng	0.34	1	0
455.421	5.3	AY	0.803	1	1
493.821	5.3	Bng	n/a	n/a	1
503.42	5.3	AX	0.417	2	1
510.62	5.3	AY	0.542	1	1
519.02	5.3	Ang	n/a	n/a	1
526.22	5.3	Ang	n/a	n/a	1
534.62	5.3	BY	0.389	1	1
543.02	5.3	AX	0.366	2	1
552.62	5.3	BX	0.358	1	1
559.82	5.3	AX	0.308	2	1
569.42	5.3	BY	0.36	1	1
576.62	5.3	BY	0.33	1	1
586.22	5.3	BY	0.266	1	1
594.62	5.3	AX	0.259	2	1
604.22	5.3	Bng	n/a	n/a	1
612.62	5.3	AY	0.66	1	1
622.219	5.3	BY	0.357	1	1
629.419	5.3	BY	0.373	1	1
636.619	5.3	AX	0.324	2	1
643.819	5.3	AX	0.412	2	1
653.419	5.3	BY	0.478	1	1
660.619	5.3	AX	0.309	2	1
669.019	5.3	BX	0.348	1	1
677.419	5.3	BY	0.266	1	1
687.019	5.3	AX	0.497	2	1
