onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.814	10.4	NP	5	1.045	2	1
44.014	10.4	NP	5	0.611	2	1
57.213	10.4	NN	5	0.683	1	1
70.413	10.4	NN	6	1.142	1	1
84.813	10.4	NN	8	0.786	1	1
96.813	10.4	NP	5	0.852	2	1
110.013	10.4	RN	5	0.822	2	0
122.013	10.4	NN	5	0.696	1	1
136.413	10.4	NN	7	0.856	2	0
148.413	10.4	NP	6	0.814	2	1
162.813	10.4	NP	8	0.659	2	1
176.012	10.4	NN	8	0.76	1	1
190.412	10.4	NP	7	0.746	2	1
202.412	10.4	NP	8	0.93	2	1
216.812	10.4	RN	7	1.336	1	1
258.812	10.4	NP	5	0.671	2	1
272.012	10.4	NN	8	0.928	1	1
286.411	10.4	RN	8	0.978	2	0
298.411	10.4	NP	5	0.746	2	1
310.411	10.4	RN	5	0.723	2	0
323.611	10.4	NN	6	0.62	1	1
336.811	10.4	NP	8	0.9	2	1
348.811	10.4	NN	7	0.973	2	0
362.011	10.4	NN	5	0.783	1	1
376.411	10.4	NP	8	0.731	2	1
389.611	10.4	NP	5	1.338	2	1
401.61	10.4	NP	7	0.615	2	1
416.01	10.4	NN	5	0.54	1	1
428.01	10.4	NN	8	1.013	1	1
442.41	10.4	NP	7	0.601	2	1
486.81	10.4	NN	7	0.704	1	1
501.21	10.4	NP	7	0.66	2	1
514.409	10.4	NP	6	0.683	2	1
526.409	10.4	NN	7	0.669	1	1
538.409	10.4	NP	8	0.699	2	1
552.809	10.4	NP	8	0.639	2	1
566.009	10.4	NP	5	0.473	2	1
579.209	10.4	NN	8	1.027	1	1
593.609	10.4	NN	5	1.123	1	1
606.809	10.4	NP	5	0.674	2	1
618.809	10.4	RN	5	0.972	2	0
633.208	10.4	NP	5	0.578	2	1
645.208	10.4	NN	6	0.553	1	1
658.408	10.4	NP	8	0.717	2	1
670.408	10.4	NN	5	0.743	1	1
