onset	duration	trial_type	response_time	response_button	response_accuracy
30.616	5.3	BX	0.735	1	1
40.228	5.3	AX	0.447	2	1
47.428	5.3	BY	0.439	1	1
57.027	5.3	AX	0.402	2	1
65.427	5.3	Ang	n/a	n/a	1
72.626	5.3	AX	0.461	2	1
81.025	5.3	BY	0.468	1	1
88.225	5.3	AX	0.483	2	1
96.624	5.3	BY	0.508	1	1
106.224	5.3	BY	0.561	1	1
114.623	5.3	BY	0.399	1	1
124.222	5.3	BX	0.443	1	1
131.422	5.3	AX	0.475	2	1
141.021	5.3	AY	0.557	1	1
148.221	5.3	AX	0.513	2	1
155.42	5.3	Bng	n/a	n/a	1
165.02	5.3	AX	0.529	2	1
173.419	5.3	BY	0.519	1	1
180.618	5.3	Ang	n/a	n/a	1
190.218	5.3	BY	0.638	1	1
198.617	5.3	AY	0.536	1	1
207.017	5.3	Bng	n/a	n/a	1
216.616	5.3	BY	0.338	1	1
225.029	5.3	AX	0.416	2	1
262.226	5.3	AX	0.423	2	1
270.625	5.3	BY	0.624	1	1
277.825	5.3	AX	0.444	2	1
286.224	5.3	BX	0.794	1	1
294.624	5.3	Bng	n/a	n/a	1
304.223	5.3	BY	0.458	1	1
311.423	5.3	Ang	n/a	n/a	1
321.022	5.3	Bng	n/a	n/a	1
329.421	5.3	BY	0.628	1	1
336.621	5.3	BY	0.549	1	1
346.22	5.3	AX	0.698	2	1
355.819	5.3	Ang	n/a	n/a	1
363.019	5.3	BY	0.545	1	1
371.418	5.3	AX	0.54	2	1
381.018	5.3	AY	0.931	1	1
390.617	5.3	AX	0.373	2	1
400.216	5.3	BX	0.744	1	1
408.616	5.3	BY	0.432	1	1
418.228	5.3	BY	0.449	1	1
425.428	5.3	AX	0.535	2	1
432.627	5.3	BY	0.481	1	1
441.027	5.3	AY	0.499	1	1
448.226	5.3	AX	0.628	2	1
456.626	5.3	AX	0.396	2	1
493.823	5.3	BY	0.463	1	1
503.422	5.3	AX	0.573	2	1
513.022	5.3	AX	0.797	2	1
521.421	5.3	BX	0.689	2	0
531.02	5.3	AX	0.456	2	1
538.22	5.3	BY	0.653	1	1
546.619	5.3	BY	0.656	1	1
555.019	5.3	Bng	n/a	n/a	1
562.218	5.3	AX	0.416	2	1
569.418	5.3	AX	0.384	2	1
579.017	5.3	BY	1.218	1	1
587.417	5.3	BY	0.589	1	1
594.616	5.3	AX	1.215	2	1
603.029	5.3	AX	0.395	2	1
611.428	5.3	BY	0.483	1	1
621.028	5.3	Ang	n/a	n/a	1
628.227	5.3	AX	0.49	2	1
637.826	5.3	Bng	n/a	n/a	1
645.026	5.3	Ang	n/a	n/a	1
652.225	5.3	BY	0.526	1	1
660.625	5.3	AY	0.59	1	1
670.224	5.3	BX	0.861	1	1
677.424	5.3	AY	0.464	1	1
687.023	5.3	BY	0.527	1	1
