onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.822	10.4	NP	5	0.672	2	1
45.221	10.4	NN	8	0.889	1	1
58.421	10.4	NN	8	0.74	1	1
72.821	10.4	NP	5	1	2	1
84.821	10.4	NN	6	0.724	1	1
96.821	10.4	NP	8	0.906	2	1
110.021	10.4	NN	5	1.057	1	1
123.22	10.4	NP	7	1.727	2	1
135.22	10.4	NN	5	0.635	1	1
149.62	10.4	NP	5	1.055	2	1
162.82	10.4	NP	7	0.847	2	1
177.22	10.4	NP	8	1.27	2	1
191.619	10.4	NN	7	0.662	1	1
203.619	10.4	NP	6	0.955	2	1
215.619	10.4	RN	5	0.789	1	1
258.818	10.4	NN	6	0.663	1	1
273.218	10.4	NN	8	0.665	1	1
287.618	10.4	NP	7	1.593	1	0
299.618	10.4	NP	7	0.862	2	1
311.618	10.4	NP	8	0.876	2	1
323.617	10.4	NP	5	0.751	2	1
336.817	10.4	NN	7	0.868	1	1
351.217	10.4	NP	5	0.911	2	1
364.417	10.4	NN	8	0.771	1	1
376.417	10.4	RN	5	1.38	1	1
390.817	10.4	NN	5	0.866	1	1
404.016	10.4	NP	8	1.323	1	0
418.416	10.4	NP	8	0.811	2	1
430.416	10.4	NP	5	1.32	2	1
443.616	10.4	NN	5	0.674	1	1
486.815	10.4	NN	5	0.872	1	1
501.215	10.4	NP	5	0.946	2	1
515.615	10.4	NP	8	0.884	2	1
527.615	10.4	RN	5	0.774	1	1
539.614	10.4	NN	8	1.216	1	1
551.614	10.4	NP	7	1.035	2	1
564.814	10.4	NP	8	0.793	2	1
578.014	10.4	NN	5	0.797	1	1
591.214	10.4	NP	6	1.428	2	1
603.213	10.4	RN	8	0.97	2	0
615.213	10.4	NP	5	0.82	2	1
629.613	10.4	NN	8	0.858	1	1
644.013	10.4	NP	5	1.468	2	1
657.213	10.4	NN	7	0.763	1	1
670.412	10.4	NN	7	n/a	n/a	0
