csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3090.811462327311	3058.5420962365033	3772.1719468922693	1.112882	33.291798	0.1622786	-0.0183756409	-0.011820928799999998	0.06478945	-0.0209468415	0.012841371200000002	-0.0316720084	0.061535325300000006	-0.0302337472	-0.0285978874	-0.0086004306	-0.030071163799999998	0.0264289086	0.0556250034	0.05544632730000001	0.055148958899999996	0.0547335346	0.0542009438	0.0535523266	0.0527890714	0.0519128122	0.0509254247	0.049829022599999995	0.048625953	0.0	0.0	0.0	0.0	0.0	0.0682936	-0.019836	0.143488	0.000760729	0.00129252	0.000206938
3101.6631663766216	3066.426506312588	3778.7076016816704	1.271901	38.048843	0.20190835	0.0029071119	0.036226355099999996	-0.049057438499999995	-0.0456028875	-0.0146599972	-0.0191476116	-0.041975335700000005	0.0105421481	0.04678219769999999	0.0306060989	-0.059467386799999994	-0.0163692665	0.0556117983	0.0553935695	0.0550304891	0.0545235064	0.053873947199999994	0.05308351	0.0521542618	0.0510886325	0.0498894088	0.048559726500000004	0.0471030627	0.0	0.0	0.0	0.0	0.0	0.0622101	0.0911764	0.221963	0.000760729	0.00124637	0.000287537
3102.9229109214693	3063.430841927937	3781.4080901678144	1.052055	31.47217	0.1117955	0.016707368400000002	-0.057136623899999996	-0.0419779554	0.0073794286	0.0246602767	0.029102959900000003	-0.0414380848	0.025338005499999997	-0.0626522534	-0.040584889	0.0006738222999999999	-0.0292526591	0.0555972738	0.0553355552	0.054900269800000005	0.054292783	0.053515	0.052569360700000005	0.051458831	0.0501868943	0.0487575402	0.0471752521	0.0454449929	0.0	0.0	0.0	0.0	0.0	0.0619478	0.0997536	0.26272	-0.000363677	0.00118153	0.000342271
3096.6453323194514	3058.6235096753608	3777.570404487661	1.247487	37.31852	0.25943590000000005	-0.043180534000000007	0.014244346100000001	0.0445338806	-0.0165555507	-0.054145909699999994	0.0408714003	0.040603215	-0.046722647199999995	0.0105865	0.0377619181	0.04684678230000001	-0.044101800499999996	0.0555814304	0.05527229	0.0547583289	0.0540414519	0.0531243153	0.052010317699999996	0.0507035874	0.049208966500000006	0.047531993700000004	0.045678883200000006	0.0436565021	0.0	0.0	0.0	0.0	0.0	0.0658855	-0.018393	0.190754	0.000473586	0.00146135	0.000151642
3096.8559786498304	3056.9308980191004	3779.5554012133703	1.118033	33.445904	0.06837446999999999	0.0584871425	-0.0258531668	0.0094269602	-0.0194301816	-0.0465404104	0.0242150912	0.0039950223	0.061315040599999995	-0.0284640223	0.0578161961	0.0407843061	0.0006598296000000001	0.0555642684	0.0552037797	0.0546046966	0.053769608499999996	0.0527021246	0.0514068586	0.0498894088	0.0481563337	0.0462151238	0.044074169	0.0417427228	0.0	0.0	0.0	0.0	0.0	0.0613625	0.0138291	0.193138	-4.00394e-05	0.00142386	0.000185434
3103.547536907929	3058.225634320941	3781.9572378263233	1.177961	35.23864	0.2661229799999999	-0.0390795365	-0.0252507217	-0.0259204394	0.012399893300000001	0.043353958399999996	0.030567066400000002	-0.0569648241	-0.027840452999999998	-0.0218457709	-0.04011533	0.0241374431	0.0432391672	0.0555457882	0.0551300309	0.0544394058	0.053477356100000005	0.0522486784	0.0507594986	0.049017241600000004	0.047030594	0.044809460599999996	0.0423649158	0.0397091475	0.0	0.0	0.0	0.0	0.0	0.0690856	0.155021	0.243975	-0.00108991	0.00135646	0.000395583
3103.8530933207503	3063.3060955296864	3783.0639798039892	1.09523	32.763744	0.2441098	0.028955778300000002	0.0567520875	-0.007258765699999999	-0.013145341000000001	0.042696200499999996	-0.0190327199	0.0069418828	0.0218285024	0.05706830190000001	-0.0207546441	-0.013219661	0.0111280535	0.0555259903	0.0550510507	0.0542624917	0.053164805499999995	0.0517642455	0.050068790599999996	0.048088099599999996	0.045833456200000004	0.043317704900000004	0.0405551777	0.037561612200000004	0.0	0.0	0.0	0.0	0.0	0.067789	0.0151061	0.189503	-0.000420445	0.00146655	0.000206612
3097.7952228157765	3056.0235321118266	3779.855263287143	1.146927	34.310249	0.06924119999999999	-0.0153795489	-0.029863435499999997	0.0618316652	-0.0318146838	-0.0161693379	-0.0663232404	0.0486926721	-0.024141639700000002	-0.0481269197	0.0269877007	-0.0643781617	0.0229363028	0.055504875	0.054966846500000006	0.054073992	0.0528320754	0.0512491134	0.0493353245	0.0471030627	0.0445667379	0.0417427228	0.0386492472	0.0353062801	0.0	0.0	0.0	0.0	0.0	0.066364	-0.0069035	0.199401	0.000175878	0.00134533	0.000207241
3100.4142323604274	3062.580377886532	3785.312980223594	1.2043100000000002	36.026855	0.1608654	-0.0034482175	0.053190200599999994	-0.029205862000000003	-0.0390965071	-0.0123108172	-0.0221872387	-0.0307863104	-0.0010835564	0.05074673389999999	0.0236094014	-0.0396380856	-0.0352339291	0.055482443099999994	0.0548774262	0.053873947199999994	0.052479292000000004	0.0507035874	0.048559726500000004	0.0460632759	0.0432323621	0.040087540299999995	0.0366516449	0.0329496237	0.0	0.0	0.0	0.0	0.0	0.0682732	0.0507774	0.234718	-0.00093743	0.00144646	0.000311969
3103.1016026009747	3060.6422127937153	3786.268138948141	1.03083	30.837227	0.08125045000000002	0.011431601699999999	-0.048812228	-0.0330001347	0.023754405699999998	0.0298917654	0.0073887276000000005	-0.0448411266	0.0215870779	-0.056260686799999994	-0.0331432703	-0.0072207834999999995	-0.0215028073	0.0554586949	0.05478279849999999	0.053662399699999995	0.05210658940000001	0.050127991100000005	0.0477426591	0.0449699477	0.0418323545	0.0383553375	0.034567109	0.0304984062	0.0	0.0	0.0	0.0	0.0	0.0590537	0.0983887	0.221988	-0.000931693	0.00123171	0.000325275
3104.679780806011	3060.3327541847216	3782.3958680733394	1.171665	35.050308	0.19427412	-0.039169327000000004	0.0289209234	0.0332701773	-0.0013872414000000001	-0.028924752999999997	0.0447651875	0.018824506	-0.0487786312	0.020365023899999998	0.0230967492	0.0356200195	-0.06172668	0.055433631	0.0546829722	0.0534393949	0.0517141089	0.0495226659	0.046884820099999995	0.0438243491	0.0403688404	0.0365494425	0.0324005837	0.0279596623	0.0	0.0	0.0	0.0	0.0	0.0615136	0.00203768	0.192822	1.2044e-05	0.0014029200000000004	0.000114278
3097.5511910292616	3060.218950452985	3778.201179954143	1.103091	32.99892	0.03933322	0.0594203779	-0.0319998094	0.013842303899999998	-0.0271645019	-0.0496590261	0.015875981100000002	0.0040298508	0.0599558278	-0.028586219500000003	0.06320171320000001	0.017028923600000002	0.0020223371	0.055407252000000004	0.0545779569	0.0532049804	0.0513019995	0.0488879708	0.0459869419	0.0426278115	0.0388440418	0.034673324900000004	0.0301572078	0.0253406779	0.0	0.0	0.0	0.0	0.0	0.0660385	0.0141278	0.190517	0.000225798	0.00145082	-3.2332e-05
3099.802960556422	3061.1219392936528	3779.3870146168547	1.093879	32.723343	0.18792335	-0.0358712689	-0.0291038208	-0.0176882791	-0.0255361742	0.0245569362	0.000422886	-0.0421426598	-0.0296953029	-0.0148008887	-0.0071910739	-0.011329172700000001	0.049699709800000005	0.055379558499999995	0.0544677624	0.0529592061	0.050870417599999995	0.048224282199999996	0.045049791500000005	0.0413817258	0.0372602733	0.0327305894	0.0278423023	0.0226489692	0.0	0.0	0.0	0.0	0.0	0.0747749	0.120724	0.238906	-0.000124376	0.00145	0.000100709
3096.95947356385	3058.0855681895728	3777.567250767785	1.053962	31.529217	0.18386661	0.023532734399999998	0.059294767699999994	0.0081609243	-0.057971964400000006	0.0175183231	-0.021514422400000004	0.0211760217	0.0223709892	0.053572389299999995	0.0066736501	-0.030602448900000002	-0.026568208	0.0553505513	0.0543523993	0.0527021246	0.0504195271	0.047531993700000004	0.044074169	0.040087540299999995	0.0356199393	0.0307249685	0.025461357999999996	0.0198922609	0.0	0.0	0.0	0.0	0.0	0.0670914	0.00396971	0.194785	-5.66996e-05	0.00128331	0.000172499
3091.9693017417635	3057.439075451973	3780.8842599964537	1.0122350000000002	30.280949	0.09222855999999997	-0.0003776451	-0.0402812015	0.0021809348999999997	-0.0628719628	0.0067670907	-0.0715628948	-0.0042388902000000004	0.0071113215	-0.0464136338	0.017440820200000002	-0.06958882400000001	-0.020996825400000002	0.055320231	0.054231878600000005	0.0524337907	0.0499494991	0.0468115158	0.0430609078	0.0387467594	0.0339255301	0.0286603156	0.0230200221	0.0170784644	0.0	0.0	0.0	0.0	0.0	0.066012	0.0351775	0.236841	-0.000392022	0.00126418	0.000175754
3111.4983627757865	3061.6248642466	3790.714913209347	1.060415	31.722254	0.16103235	-0.044952749199999996	-0.007720129300000001	-0.0699389482	-0.0210019177	0.0048728344	-0.0038821948999999997	-0.0740048418	-0.029591382599999997	0.0079526514	0.0042462113	0.0001323253	-0.0619628719	0.055288598200000004	0.0541062115	0.0521542618	0.049460512000000005	0.0460632759	0.042010873	0.0373609414	0.0321796179	0.026540597599999997	0.0205240853	0.014215655	0.0	0.0	0.0	0.0	0.0	0.063152	0.140594	0.2673	-0.000769578	0.00120291	0.000182865
3111.0646698027504	3066.939498518727	3792.4188329643684	1.172401	35.072311	0.2806152499999999	0.0474036394	0.0063688329	0.0091506415	0.022740936099999998	-0.0211826364	0.012546154399999999	0.019134335500000002	0.050859975599999996	0.014748503400000001	0.0075356388	0.025041528799999997	-0.0152075986	0.0552556539	0.0539754102	0.0518635975	0.048952751399999994	0.045287717699999994	0.0409249614	0.0359316972	0.030384853399999998	0.0243698871	0.0179794677	0.011312048600000001	0.0	0.0	0.0	0.0	0.0	0.0572208	-0.0022176	0.195625	9.69424e-05	0.00109655	-4.82036e-05
3101.514680586	3056.6744019160315	3786.322001874157	1.174358	35.130852	0.06463155000000001	-0.036677194100000005	-0.0345287363	0.0359079499	0.011146871200000002	-0.0351766165	-0.0750633188	0.033439001	-0.051463254699999995	-0.051746412900000004	0.0342733925	-0.0429238184	0.047246095700000004	0.055221398600000006	0.053839486900000004	0.0515618599	0.04842641	0.044485301100000006	0.0398041004	0.034460687999999996	0.028543961	0.0221523547	0.0153922047	0.0083759782	0.0	0.0	0.0	0.0	0.0	0.0502009	-0.0192324	0.185937	0.000460745	0.000951608	-0.000157636
3109.0842763404626	3059.2441777199892	3788.1554513378364	1.311819	39.242985	0.250155903	-0.006143414200000001	0.0650394093	-0.046955849699999996	-0.005530074	0.0146774778	-0.0011322953	-0.0328584423	0.0011007247	0.072846041	-0.0125770845	-0.015574312199999999	-0.0406098434	0.0551858333	0.0536984545	0.0512491134	0.047881687699999995	0.0436565021	0.0386492472	0.0329496237	0.0266597356	0.0198922609	0.0127684331	0.0054158697	0.0	0.0	0.0	0.0	0.0	0.0605753	0.101458	0.229373	-0.00056278	0.00128793	-4.38094e-06
3099.094076037811	3064.806553961975	3786.491463704786	1.116482	33.399498	0.2170679771	0.0132596075	-0.043931843899999996	0.0169455817	-0.0060874807999999996	0.0148638772	0.0175554138	0.0065470983	0.0092061321	-0.0365116856	-0.0057675681	0.0244460095	-0.0330423136	0.055148958899999996	0.0535523266	0.0509254247	0.0473187911	0.0428018121	0.0374613879	0.0314002606	0.0247350375	0.017593948	0.0101143762	0.0024402185000000002	0.0	0.0	0.0	0.0	0.0	0.0546195	6.73309e-05	0.162712	1.74018e-05	0.00103994	-3.74193e-05
3096.863132676145	3059.369799531561	3786.0482918312105	1.060917	31.73727	0.04952221410000001	-0.038793307	-0.009813012099999999	0.0283185186	-0.0654038904	-0.0680747792	0.0107739915	0.0136977577	-0.047469097300000006	-0.006345809799999999	0.0887066009	0.02152373	-0.0176701067	0.0551107761	0.053401116900000004	0.050590863099999994	0.046737933899999994	0.0419217381	0.0362415371	0.0298143996	0.0227727888	0.015261831799999999	0.0074363292	-0.0005424359	0.0	0.0	0.0	0.0	0.0	0.0541845	0.00296175	0.200884	-4.59042e-05	0.00107516	2.44706e-05
3103.381086562338	3057.6124072895423	3794.8069862122693	1.161802	34.755257	0.17724193	0.0366679124	-0.0554246071	-0.0634924321	-0.0355105557	-0.024564700499999998	0.0643003588	-0.0634886143	0.0530086059	-0.0371633678	0.0343935878	0.055383004699999995	0.0069609823	0.0550712858	0.0532448397	0.050245499900000004	0.0461393367	0.0410168019	0.0349907364	0.0281938841	0.0207759683	0.012900393000000001	0.0047406439	-0.0035235335	0.0	0.0	0.0	0.0	0.0	0.063114	0.115793	0.221347	-0.000476755	0.0013263900000000004	4.27534e-05
3105.0784985392866	3062.679299591811	3796.9068350272773	1.201514	35.943214	0.27692773000000004	-0.0389476199	-0.0333909155	0.030061552000000002	0.0141183537	-0.052609347300000005	0.027815001000000002	0.013002926000000001	-0.043884237400000005	-0.0195130407	0.0382101761	0.0448498875	0.0438153921	0.0550304891	0.05308351	0.0498894088	0.04552322650000001	0.040087540299999995	0.033710053999999996	0.026540597599999997	0.0187476074	0.010514168700000001	0.0020337144	-0.0064945191	0.0	0.0	0.0	0.0	0.0	0.0550766	-0.00819881	0.139558	0.000307846	0.00103803	-0.000146476
3105.3357255298924	3062.754585137421	3796.8509948402602	1.051098	31.443539	0.06139227000000001	0.0404837488	0.0246742931	-0.037873152599999994	-0.0039995595	-0.0804083361	-0.0383610865	-0.0007616541	0.049290308	0.0285826319	0.0753924983	-0.0311715752	0.0624858268	0.054988386900000005	0.052917143	0.0495226659	0.044889837300000006	0.0391345044	0.0324005837	0.024856461899999998	0.0166907855	0.0081077435	-0.0006780388	-0.0094468663	0.0	0.0	0.0	0.0	0.0	0.0575897	0.00521206	0.17637	0.000413586	0.00106221	-0.00010327
3115.2801400641297	3065.7922693614837	3799.784629153564	1.144834	34.247635	0.23328109	-0.0159388751	-0.0197721001	-0.0608494512	0.0570451839	0.027018799	-0.0386950148	-0.0571480862	-0.0012987669000000001	-0.0240859562	-0.0304054005	-0.042552700199999995	0.0293510012	0.0549449801	0.052745754400000004	0.0491453496	0.0442394095	0.0381582594	0.031063443599999997	0.0231434344	0.014608625	0.005685740799999999	-0.0033881839	-0.0123721022	0.0	0.0	0.0	0.0	0.0	0.0553003	0.142091	0.234498	-0.000163847	0.000945405	-0.000128727
3113.610072365541	3066.367853620077	3798.31161927881	1.113809	33.31953	0.25310056000000003	-0.0111084445	0.0642084755	-0.044096488499999996	0.0306739059	0.0180636289	-0.0400399277	-0.018591165700000002	-0.0109849267	0.0591697968	-0.016242053700000002	-0.0286460064	-0.028297878199999998	0.054900269800000005	0.052569360700000005	0.0487575402	0.0435721899	0.0371593842	0.029699775699999997	0.0214035063	0.0125042869	0.0032528140999999997	-0.0060902925	-0.015261831799999999	0.0	0.0	0.0	0.0	0.0	0.0567386	-0.00593866	0.165619	0.000427906	0.00102939	-0.000148061
3112.5439634662794	3065.3335527812505	3793.070678968697	1.2503860000000002	37.405224	0.06293608999999999	0.025558434900000003	-0.0185277675	0.0489484438	0.0516816795	-0.0075888586	-0.071908385	0.057227474	0.0203617743	-0.048287124699999996	-0.007652335	-0.0448112027	-0.0522646897	0.0548542572	0.0523879784	0.0483593208	0.042888431799999994	0.0361384712	0.0283107446	0.0196387	0.0103809658	0.0008136378	-0.0087779556	-0.018107762	0.0	0.0	0.0	0.0	0.0	0.058245	-0.0365087	0.162657	0.000928063	0.000986845	-0.000163312
3111.9822929113893	3062.8193657231795	3789.002965190199	1.23667	36.994919	0.08522265000000001	-0.052534249500000005	0.0037437901	-0.0194725597	0.0067942370999999994	-0.0418499381	0.0106184995	-0.0273428994	-0.0540162979	0.0139000653	0.0500014762	0.017682568	-0.0630725109	0.0548069432	0.0522016249	0.0479507762	0.04218839480000001	0.035096126	0.0268975364	0.017851066699999998	0.0082418852	-0.0016271018	-0.011444798400000001	-0.0209017253	0.0	0.0	0.0	0.0	0.0	0.0609633	0.0214036	0.157218	0.000670318	0.000915732	-0.000217515
3111.5710158874717	3071.8435639432787	3793.3957370597795	1.194378	35.729763	0.11590441000000003	0.0663236708	-0.0036868125	0.0228664769	0.0608408812	0.0178811751	0.0447439015	0.034453868	0.056005719	0.0008169061	-0.0383034717	0.059443739	0.0190417515	0.0547583289	0.052010317699999996	0.047531993700000004	0.0414723445	0.0340329666	0.025461357999999996	0.0160426844	0.0060902925	-0.0040647152	-0.0140844954	-0.0236357035	0.0	0.0	0.0	0.0	0.0	0.0487526	-0.00410546	0.0845734	0.000735947	0.000894354	-0.000241309
3109.200807480212	3065.537961791717	3788.733382876148	1.134575	33.94075	0.03379301	-0.047531076799999995	0.0042864548	0.039258228	0.0035922946999999996	0.024831512099999998	-0.0140857572	0.0369125743	-0.0689909826	-0.0080092189	-0.0160388851	-0.006586039	0.0647309345	0.0547084156	0.0518140752	0.0471030627	0.040740552799999996	0.0329496237	0.024003435899999998	0.014215655	0.003929454000000001	-0.0064945191	-0.0166907855	-0.0263018503	0.0	0.0	0.0	0.0	0.0	0.0473208	0.00231685	0.0703026	0.000600964	0.000846498	-0.000291832
3111.494547295085	3063.362121982234	3788.7931573399305	1.150791	34.425854	0.1856176	0.0301194115	0.0404499109	-0.043159059400000005	-0.0022836085999999997	0.058175477	-0.0063760269	-0.023801992200000004	0.028212926800000003	0.041190455	-0.0367490021	-0.0309951481	0.059824058	0.0546572045	0.0516129158	0.046664074800000004	0.0399932974	0.0318467396	0.0225250152	0.0123721022	0.0017626501000000002	-0.0089118451	-0.0192574869	-0.0288925143	0.0	0.0	0.0	0.0	0.0	0.0511212	0.11434200000000003	0.0980075	0.00114875	0.000967375	-0.000118752
3103.7426033587776	3060.201879893224	3786.331663234248	1.064205	31.835621	0.1694559	-0.01215082	0.00030568209999999997	0.0435946401	0.0030227569	0.022449983700000002	-0.008370679	0.0350194965	-0.0178241757	-0.013653283200000001	-0.033930060299999995	-0.0108049409	0.0078293326	0.0546046966	0.0514068586	0.0462151238	0.0392308618	0.0307249685	0.021027358399999998	0.010514168700000001	-0.0004068297	-0.011312048600000001	-0.0217785117	-0.0314002606	0.0	0.0	0.0	0.0	0.0	0.047109	-0.012737900000000003	0.102663	0.0007659649999999999	0.0008882459999999998	-0.000331004
3106.676231082916	3061.388064943254	3787.1865732570777	0.995073	29.767542	0.08611486000000002	0.0343978849	0.027430991600000003	-0.0176924876	-0.0365982643	-0.025361397799999998	-0.0195437237	0.0007484222	0.028818490699999998	0.0327967204	0.0385346758	-0.0437457605	0.0165769607	0.0545508934	0.0511959233	0.0457563054	0.0384535356	0.0295849756	0.0195117444	0.0086440141	-0.0025756919	-0.0136905184	-0.024247880299999997	-0.0338178923	0.0	0.0	0.0	0.0	0.0	0.0487838	0.00794911	0.123267	0.00114875	0.000684484	-0.000607438
3107.7148367254554	3055.0014870594946	3788.7855519712184	1.000702	29.935944	0.14002533999999997	-0.0145756889	-0.017297648500000002	-0.009548513599999999	0.0290427625	0.0625620046	-0.0113529216	-0.0183689512	-0.0092203943	-0.0275730283	-0.059060424900000005	-0.0183013319	0.0337953531	0.054495796	0.0509801298	0.045287717699999994	0.0376616138	0.0284274371	0.0179794677	0.0067638123	-0.0047406439	-0.0160426844	-0.0266597356	-0.0361384712	0.0	0.0	0.0	0.0	0.0	0.0510481	0.0567069	0.147609	0.000466661	0.000929695	-0.000241513
3105.949699966061	3062.045500347367	3785.2786402183697	1.140384	34.114529	0.13748695000000002	0.0252348122	0.0809276625	0.0192265159	-0.0150040944	-0.0070287974	-0.0272333116	0.0481655206	0.015757236100000002	0.0647894205	-0.0044382878	-0.039467545699999995	-0.0156342254	0.0544394058	0.0507594986	0.044809460599999996	0.036855397000000005	0.027253039399999998	0.0164318367	0.0048757485	-0.0068983991	-0.0183640277	-0.0290083569	-0.0383553375	0.0	0.0	0.0	0.0	0.0	0.0526246	-0.0306486	0.128448	0.000923065	0.000945245	-0.000357438
