onset	duration	trial_type	trial_cue	trial_switch	response_time	response_button	response_accuracy
31.122	8.5	Congruent	AttendNumber	n/a	1.585	1	1
41.921	8.5	Incongruent	AttendNumber	repeat	1.16	1	1
52.719	8.5	Incongruent	AttendLetter	switch	1.253	1	1
64.717	8.5	Congruent	AttendLetter	repeat	0.979	2	1
76.715	8.5	Congruent	AttendNumber	switch	0.772	2	1
89.913	8.5	Incongruent	AttendLetter	switch	0.702	2	1
101.928	8.5	Congruent	AttendLetter	repeat	1.061	2	1
112.726	8.5	Congruent	AttendLetter	repeat	0.813	1	1
125.924	8.5	Congruent	AttendNumber	switch	0.762	1	1
139.122	8.5	Congruent	AttendNumber	repeat	0.693	2	1
152.32	8.5	Congruent	AttendLetter	switch	1.572	2	1
164.318	8.5	Incongruent	AttendNumber	switch	0.895	1	1
175.116	8.5	Congruent	AttendLetter	switch	1.153	1	1
185.914	8.5	Congruent	AttendNumber	switch	0.991	1	1
199.112	8.5	Incongruent	AttendNumber	repeat	0.797	1	1
209.927	8.5	Congruent	AttendNumber	repeat	0.632	1	1
221.925	8.5	Congruent	AttendLetter	switch	1.076	2	1
235.123	8.5	Incongruent	AttendLetter	repeat	0.544	1	1
277.117	8.5	Congruent	AttendLetter	n/a	0.842	2	1
287.915	8.5	Congruent	AttendLetter	repeat	0.559	1	1
301.113	8.5	Incongruent	AttendNumber	switch	0.688	2	1
311.928	8.5	Congruent	AttendNumber	repeat	0.887	1	1
323.926	8.5	Incongruent	AttendNumber	repeat	1.148	2	1
335.924	8.5	Congruent	AttendNumber	repeat	0.662	1	1
346.722	8.5	Congruent	AttendNumber	repeat	0.532	1	1
359.92	8.5	Congruent	AttendLetter	switch	1.465	2	1
373.118	8.5	Incongruent	AttendNumber	switch	1.372	2	1
385.116	8.5	Incongruent	AttendLetter	switch	0.711	2	1
395.915	8.5	Congruent	AttendNumber	switch	1.135	2	1
409.113	8.5	Incongruent	AttendNumber	repeat	0.776	2	1
421.127	8.5	Congruent	AttendLetter	switch	1.332	2	1
431.926	8.5	Congruent	AttendLetter	repeat	0.903	1	1
443.924	8.5	Incongruent	AttendLetter	repeat	1.469	1	1
457.122	8.5	Congruent	AttendNumber	switch	1.155	2	1
467.92	8.5	Incongruent	AttendLetter	switch	1.246	2	1
479.918	8.5	Congruent	AttendLetter	repeat	0.762	1	1
523.128	8.5	Congruent	AttendLetter	n/a	0.61	1	1
536.326	8.5	Congruent	AttendLetter	repeat	0.733	2	1
549.524	8.5	Incongruent	AttendNumber	switch	0.972	2	1
561.522	8.5	Incongruent	AttendNumber	repeat	1.007	2	1
574.72	8.5	Incongruent	AttendLetter	switch	0.907	2	1
585.518	8.5	Congruent	AttendNumber	switch	1.282	2	1
596.316	8.5	Incongruent	AttendLetter	switch	1.41	1	1
608.314	8.5	Congruent	AttendNumber	switch	0.693	2	0
619.113	8.5	Congruent	AttendNumber	repeat	0.787	1	1
631.128	8.5	Incongruent	AttendNumber	repeat	0.903	1	1
643.126	8.5	Congruent	AttendLetter	switch	0.675	1	1
653.924	8.5	Congruent	AttendNumber	switch	0.84	2	1
667.122	8.5	Incongruent	AttendLetter	switch	0.883	1	1
677.92	8.5	Congruent	AttendNumber	switch	1.146	2	1
689.918	8.5	Congruent	AttendNumber	repeat	0.878	1	1
703.116	8.5	Congruent	AttendLetter	switch	0.723	2	1
716.314	8.5	Congruent	AttendLetter	repeat	1.096	2	1
728.312	8.5	Congruent	AttendLetter	repeat	0.711	1	1
