onset	duration	trial_type	response_time	response_button	response_accuracy
30.621	5.3	AX	0.416	2	1
40.219	5.3	AX	0.364	2	1
47.418	5.3	AX	0.529	2	1
55.817	5.3	AX	0.41	2	1
65.415	5.3	BX	0.535	1	1
75.014	5.3	BY	0.396	1	1
82.213	5.3	AX	0.422	2	1
89.412	5.3	Bng	n/a	n/a	1
99.01	5.3	AY	0.661	1	1
107.409	5.3	BY	0.475	1	1
114.608	5.3	Ang	n/a	n/a	1
123.006	5.3	BY	0.434	1	1
131.422	5.3	BY	1.124	1	1
141.02	5.3	BY	0.431	1	1
149.419	5.3	AX	0.382	2	1
156.618	5.3	AY	0.498	1	1
165.016	5.3	BY	0.551	1	1
174.615	5.3	AX	0.453	2	1
181.814	5.3	BY	0.524	1	1
189.013	5.3	AX	0.585	2	1
196.211	5.3	BX	0.707	1	1
205.81	5.3	Bng	n/a	n/a	1
215.408	5.3	BY	0.425	1	1
223.807	5.3	Ang	n/a	n/a	1
262.218	5.3	AX	0.458	2	1
269.417	5.3	AX	0.422	2	1
279.015	5.3	BY	0.462	1	1
286.214	5.3	BY	0.411	1	1
295.812	5.3	BY	0.429	1	1
304.211	5.3	BX	0.591	1	1
312.61	5.3	AY	0.513	1	1
319.809	5.3	Bng	n/a	n/a	1
328.207	5.3	Ang	n/a	n/a	1
337.806	5.3	BY	0.435	1	1
347.421	5.3	AX	0.609	2	1
354.62	5.3	BX	0.505	1	1
363.018	5.3	AX	0.416	2	1
372.617	5.3	BY	0.536	1	1
382.215	5.3	BY	0.613	1	1
389.414	5.3	AY	0.575	1	1
399.013	5.3	AX	0.499	2	1
406.212	5.3	Bng	n/a	n/a	1
414.61	5.3	AX	0.406	2	1
421.809	5.3	BY	0.465	1	1
430.208	5.3	AX	0.572	2	1
438.607	5.3	BY	0.496	1	1
445.822	5.3	AX	0.779	2	1
454.221	5.3	Ang	n/a	n/a	1
493.815	5.3	BY	0.614	1	1
503.413	5.3	BY	0.434	1	1
511.812	5.3	AX	0.555	2	1
519.011	5.3	Bng	n/a	n/a	1
527.409	5.3	AX	0.443	2	1
537.008	5.3	AX	0.479	2	1
545.406	5.3	BY	0.56	1	1
552.622	5.3	AX	0.561	2	1
561.021	5.3	AX	0.369	2	1
568.219	5.3	AX	0.357	2	1
575.418	5.3	Ang	n/a	n/a	1
585.017	5.3	BY	0.556	1	1
594.615	5.3	BY	0.54	1	1
601.814	5.3	AY	0.551	1	1
611.413	5.3	BY	0.455	1	1
619.811	5.3	BX	0.845	1	1
629.41	5.3	BY	0.365	1	1
639.008	5.3	AX	0.361	2	1
648.607	5.3	BX	0.582	1	1
655.806	5.3	AX	0.446	2	1
663.021	5.3	AY	0.498	1	1
671.42	5.3	Bng	n/a	n/a	1
679.819	5.3	Ang	n/a	n/a	1
688.217	5.3	BY	0.438	1	1
