onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.803	10.4	NP	5	0.836	2	1
45.217	10.4	NP	5	0.717	2	1
59.615	10.4	NN	5	0.673	1	1
72.813	10.4	NN	6	0.689	1	1
84.811	10.4	NN	8	0.936	1	1
98.009	10.4	NP	5	1.4	1	0
112.406	10.4	RN	5	0.501	2	0
126.804	10.4	NN	5	1.787	1	1
138.802	10.4	NN	7	0.631	1	1
152.017	10.4	NP	6	0.787	2	1
164.015	10.4	NP	8	0.706	2	1
177.213	10.4	NN	8	0.556	1	1
190.41	10.4	NP	7	1.343	1	0
204.808	10.4	NP	8	0.751	2	1
216.806	10.4	RN	7	0.939	2	0
258.816	10.4	NP	5	0.78	2	1
272.014	10.4	NN	8	0.705	1	1
286.412	10.4	RN	8	0.988	1	1
298.41	10.4	NP	5	0.551	2	1
312.808	10.4	RN	5	0.875	1	1
324.806	10.4	NN	6	0.702	1	1
336.804	10.4	NP	8	0.731	2	1
351.202	10.4	NN	7	0.818	1	1
364.416	10.4	NN	5	0.578	1	1
378.814	10.4	NP	8	1.087	2	1
392.012	10.4	NP	5	1.004	2	1
404.01	10.4	NP	7	1.463	1	0
417.208	10.4	NN	5	0.74	1	1
431.605	10.4	NN	8	0.673	1	1
444.803	10.4	NP	7	0.722	2	1
486.813	10.4	NN	7	0.688	1	1
501.211	10.4	NP	7	1.217	2	1
515.609	10.4	NP	6	0.924	2	1
530.006	10.4	NN	7	0.601	1	1
542.005	10.4	NP	8	0.65	2	1
555.202	10.4	NP	8	1.083	1	0
569.617	10.4	NP	5	0.92	2	1
582.815	10.4	NN	8	0.601	1	1
597.212	10.4	NN	5	0.654	1	1
610.41	10.4	NP	5	0.557	2	1
622.408	10.4	RN	5	0.698	1	1
634.406	10.4	NP	5	1.117	1	0
646.405	10.4	NN	6	1.069	1	1
659.602	10.4	NP	8	1.175	2	1
672.817	10.4	NN	5	0.668	1	1
