onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.819	10.4	NP	5	0.901	2	1
45.218	10.4	NN	8	1.233	2	0
58.417	10.4	NN	8	0.771	1	1
72.816	10.4	NP	5	1.321	2	1
87.215	10.4	NN	6	0.992	1	1
99.214	10.4	NP	8	1.268	2	1
113.626	10.4	NN	5	1.498	2	0
125.625	10.4	NP	7	1.103	2	1
138.824	10.4	NN	5	0.958	1	1
152.023	10.4	NP	5	1.422	2	1
164.023	10.4	NP	7	1.138	2	1
178.421	10.4	NP	8	0.973	2	1
190.421	10.4	NN	7	0.863	1	1
203.619	10.4	NP	6	1.035	2	1
216.818	10.4	RN	5	1.286	1	1
258.815	10.4	NN	6	0.95	1	1
272.014	10.4	NN	8	0.726	1	1
286.427	10.4	NP	7	n/a	n/a	0
298.426	10.4	NP	7	0.97	2	1
312.825	10.4	NP	8	1.428	2	1
326.024	10.4	NP	5	1.191	2	1
338.023	10.4	NN	7	1.104	1	1
350.022	10.4	NP	5	1.056	2	1
364.421	10.4	NN	8	0.906	1	1
378.82	10.4	RN	5	1.248	1	1
390.819	10.4	NN	5	1.586	1	1
404.018	10.4	NP	8	1.085	2	1
416.017	10.4	NP	8	0.981	2	1
430.416	10.4	NP	5	0.819	2	1
443.615	10.4	NN	5	0.643	1	1
486.825	10.4	NN	5	0.751	1	1
500.024	10.4	NP	5	0.887	2	1
514.423	10.4	NP	8	0.994	2	1
528.821	10.4	RN	5	0.796	1	1
542.02	10.4	NN	8	1.035	1	1
556.419	10.4	NP	7	0.663	2	1
570.818	10.4	NP	8	1.06	2	1
582.817	10.4	NN	5	0.918	1	1
597.216	10.4	NP	6	0.858	2	1
609.215	10.4	RN	8	0.816	2	0
622.414	10.4	NP	5	0.874	2	1
634.427	10.4	NN	8	0.988	2	0
647.626	10.4	NP	5	1.111	2	1
659.625	10.4	NN	7	0.998	1	1
671.624	10.4	NN	7	0.774	1	1
