onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.819	10.4	NP	5	0.846	2	1
44.018	10.4	NP	5	0.831	2	1
56.017	10.4	NN	5	0.736	1	1
69.216	10.4	NN	6	0.709	1	1
83.615	10.4	NN	8	0.718	1	1
96.814	10.4	NP	5	0.927	2	1
111.226	10.4	RN	5	1.596	2	0
123.226	10.4	NN	5	0.651	1	1
135.225	10.4	NN	7	0.659	1	1
147.224	10.4	NP	6	0.893	2	1
161.623	10.4	NP	8	0.701	2	1
176.022	10.4	NN	8	0.758	1	1
188.021	10.4	NP	7	1.09	2	1
201.22	10.4	NP	8	0.748	2	1
215.619	10.4	RN	7	1.275	1	1
258.815	10.4	NP	5	0.672	2	1
272.014	10.4	NN	8	0.849	1	1
284.027	10.4	RN	8	1.185	2	0
298.426	10.4	NP	5	0.825	2	1
311.625	10.4	RN	5	1.269	2	0
323.624	10.4	NN	6	0.687	1	1
338.023	10.4	NP	8	0.888	2	1
352.421	10.4	NN	7	1.594	2	0
364.421	10.4	NN	5	0.635	1	1
378.819	10.4	NP	8	0.851	1	0
392.018	10.4	NP	5	0.967	2	1
405.217	10.4	NP	7	1.231	2	1
419.616	10.4	NN	5	0.698	1	1
431.615	10.4	NN	8	0.688	1	1
443.615	10.4	NP	7	0.918	2	1
486.825	10.4	NN	7	0.624	1	1
501.223	10.4	NP	7	0.721	2	1
515.622	10.4	NP	6	0.747	2	1
528.821	10.4	NN	7	0.718	1	1
543.22	10.4	NP	8	0.685	2	1
555.219	10.4	NP	8	0.676	2	1
569.618	10.4	NP	5	0.63	2	1
581.617	10.4	NN	8	0.694	1	1
593.616	10.4	NN	5	1.868	2	0
606.815	10.4	NP	5	0.784	2	1
620.014	10.4	RN	5	1.209	1	1
634.427	10.4	NP	5	0.779	2	1
646.426	10.4	NN	6	0.631	1	1
658.425	10.4	NP	8	1.542	2	1
671.624	10.4	NN	5	0.681	1	1
