onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.811	10.4	NP	5	0.936	2	1
42.811	10.4	NN	8	0.858	1	1
57.21	10.4	NN	8	0.874	1	1
71.61	10.4	NP	5	0.929	2	1
86.009	10.4	NN	6	0.975	1	1
98.009	10.4	NP	8	1.122	2	1
110.009	10.4	NN	5	0.832	1	1
122.009	10.4	NP	7	1.049	2	1
135.208	10.4	NN	5	1.027	1	1
149.608	10.4	NP	5	1.027	2	1
161.608	10.4	NP	7	1.311	1	0
176.007	10.4	NP	8	1.076	2	1
189.207	10.4	NN	7	0.888	1	1
202.406	10.4	NP	6	0.973	2	1
215.606	10.4	RN	5	0.943	1	1
258.805	10.4	NN	6	1.053	1	1
272.005	10.4	NN	8	0.979	1	1
284.004	10.4	NP	7	1.884	1	0
298.404	10.4	NP	7	0.908	2	1
311.604	10.4	NP	8	1.136	2	1
324.803	10.4	NP	5	1.037	2	1
339.203	10.4	NN	7	0.92	1	1
351.203	10.4	NP	5	1.064	2	1
363.202	10.4	NN	8	0.871	1	1
376.402	10.4	RN	5	0.955	1	1
389.602	10.4	NN	5	1.099	1	1
401.615	10.4	NP	8	0.975	2	1
416.014	10.4	NP	8	1.156	2	1
428.014	10.4	NP	5	1.502	2	1
442.414	10.4	NN	5	0.797	1	1
486.812	10.4	NN	5	0.913	1	1
500.012	10.4	NP	5	1.042	2	1
512.012	10.4	NP	8	1.243	2	1
524.011	10.4	RN	5	0.958	1	1
538.411	10.4	NN	8	0.905	1	1
552.811	10.4	NP	7	1.06	2	1
566.01	10.4	NP	8	1.016	2	1
580.41	10.4	NN	5	0.873	1	1
592.41	10.4	NP	6	0.967	2	1
605.609	10.4	RN	8	1.531	2	0
617.609	10.4	NP	5	1.025	2	1
632.009	10.4	NN	8	0.815	1	1
645.208	10.4	NP	5	0.747	2	1
659.608	10.4	NN	7	0.853	1	1
672.807	10.4	NN	7	0.793	1	1
