onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.806	10.4	NP	5	0.981	2	1
42.806	10.4	NP	5	0.805	2	1
56.006	10.4	NN	5	0.933	1	1
69.219	10.4	NN	6	0.798	1	1
83.618	10.4	NN	8	0.852	1	1
95.618	10.4	NP	5	0.984	2	1
108.818	10.4	RN	5	1.096	1	1
122.017	10.4	NN	5	1.035	1	1
136.417	10.4	NN	7	0.75	1	1
150.816	10.4	NP	6	0.971	2	1
162.816	10.4	NP	8	0.853	2	1
177.216	10.4	NN	8	1.176	1	1
190.415	10.4	NP	7	1.298	1	0
204.815	10.4	NP	8	0.941	2	1
216.815	10.4	RN	7	1.044	1	1
258.814	10.4	NP	5	0.778	2	1
272.013	10.4	NN	8	0.796	1	1
285.213	10.4	RN	8	0.97	1	1
298.413	10.4	NP	5	0.916	2	1
310.412	10.4	RN	5	n/a	n/a	0
324.812	10.4	NN	6	0.766	1	1
339.212	10.4	NP	8	0.948	2	1
353.611	10.4	NN	7	0.846	1	1
368.011	10.4	NN	5	0.866	1	1
380.01	10.4	NP	8	0.794	2	1
393.21	10.4	NP	5	1.036	2	1
406.41	10.4	NP	7	0.96	1	0
420.809	10.4	NN	5	0.855	1	1
432.809	10.4	NN	8	0.816	1	1
444.809	10.4	NP	7	0.797	2	1
486.808	10.4	NN	7	0.76	1	1
498.807	10.4	NP	7	1.157	1	0
510.807	10.4	NP	6	0.912	2	1
522.807	10.4	NN	7	0.793	1	1
537.206	10.4	NP	8	0.921	2	1
551.606	10.4	NP	8	0.902	2	1
564.806	10.4	NP	5	1.044	2	1
576.819	10.4	NN	8	0.998	1	1
591.218	10.4	NN	5	1	1	1
605.618	10.4	NP	5	0.988	2	1
617.618	10.4	RN	5	0.907	1	1
630.817	10.4	NP	5	1.417	2	1
645.217	10.4	NN	6	0.988	1	1
658.417	10.4	NP	8	0.888	1	0
671.616	10.4	NN	5	0.849	1	1
