onset	duration	trial_type	response_time	response_button	response_accuracy
30.606	5.3	Ang	n/a	n/a	1
39.006	5.3	BY	0.589	1	1
47.405	5.3	AX	0.64	2	1
57.005	5.3	Ang	n/a	n/a	1
64.205	5.3	AX	0.431	2	1
72.605	5.3	AX	0.422	2	1
82.205	5.3	BY	0.426	1	1
91.804	5.3	BY	0.481	1	1
100.204	5.3	BX	0.838	1	1
107.404	5.3	AX	0.361	2	1
114.604	5.3	BX	0.665	1	1
124.203	5.3	AX	0.514	2	1
131.403	5.3	BY	0.636	1	1
138.603	5.3	Bng	n/a	n/a	1
147.003	5.3	BY	0.502	1	1
156.603	5.3	AX	0.45	2	1
163.802	5.3	BY	0.512	1	1
173.402	5.3	AY	0.599	1	1
183.002	5.3	BY	0.479	1	1
191.402	5.3	AY	0.451	1	1
201.001	5.3	AX	0.622	2	1
208.201	5.3	BY	0.35	1	1
215.401	5.3	AX	0.383	2	1
223.801	5.3	Bng	n/a	n/a	1
262.213	5.3	BY	0.527	1	1
270.613	5.3	Ang	n/a	n/a	1
277.813	5.3	AX	0.468	2	1
287.413	5.3	AY	0.655	1	1
295.812	5.3	AX	0.618	2	1
304.212	5.3	BY	0.382	1	1
313.812	5.3	Bng	n/a	n/a	1
322.212	5.3	AX	0.418	2	1
331.811	5.3	AX	0.544	2	1
339.011	5.3	BY	0.424	1	1
346.211	5.3	AX	0.335	2	1
355.811	5.3	AY	0.519	1	1
363.011	5.3	AX	0.366	2	1
372.61	5.3	BY	0.414	1	1
379.81	5.3	BX	0.783	1	1
388.21	5.3	AX	0.363	2	1
396.61	5.3	BX	0.569	1	1
403.81	5.3	BY	0.406	1	1
411.009	5.3	BY	0.353	1	1
420.609	5.3	BY	0.352	1	1
429.009	5.3	Ang	n/a	n/a	1
437.409	5.3	AX	0.35	2	1
447.008	5.3	BY	0.714	1	1
456.608	5.3	Bng	n/a	n/a	1
493.807	5.3	Bng	n/a	n/a	1
501.007	5.3	AX	0.799	2	1
510.607	5.3	AX	0.411	2	1
519.006	5.3	AY	0.669	1	1
528.606	5.3	AX	0.511	2	1
535.806	5.3	BX	1.014	1	1
544.206	5.3	BY	0.438	1	1
553.806	5.3	BY	0.491	1	1
563.405	5.3	AX	0.487	2	1
570.605	5.3	Ang	n/a	n/a	1
579.005	5.3	BY	0.62	1	1
586.205	5.3	AY	0.622	1	1
594.605	5.3	BY	0.403	1	1
604.204	5.3	AX	0.323	2	1
612.604	5.3	BY	0.3	1	1
622.204	5.3	AX	0.336	2	1
629.404	5.3	BY	0.371	1	1
637.803	5.3	Ang	n/a	n/a	1
646.203	5.3	BX	0.603	1	1
655.803	5.3	BY	0.392	1	1
663.003	5.3	Bng	n/a	n/a	1
672.602	5.3	AX	0.415	2	1
681.002	5.3	AX	0.352	2	1
688.202	5.3	BY	0.828	1	1
