onset	duration	trial_type	trial_lwpc	response_time	response_accuracy
30.724	2	Con	PC50	0.7795	1
36.724	2	Con	MC	0.7245	1
40.324	2	Con	MC	0.7575	1
46.323	2	Con	MC	0.678	1
49.923	2	Con	MC	0.743	1
53.523	2	InCon	MC	0.961	1
57.122	2	Con	MC	0.735	1
61.922	2	InCon	MC	0.7685	1
67.922	2	InCon	PC50	0.7855	1
72.721	2	Con	MC	0.7965	1
78.721	2	Con	MC	0.6685	1
83.52	2	Con	MC	1.286	1
88.32	2	Con	MC	0.684	1
91.92	2	InCon	PC50	1.415	0
95.519	2	InCon	MC	0.82	1
100.319	2	Con	PC50	0.5855	1
106.318	2	InCon	MC	0.634	1
111.118	2	InCon	PC50	0.715	1
114.718	2	Con	MC	0.694	1
119.517	2	InCon	PC50	0.7965	1
123.117	2	Con	PC50	0.6235	1
129.117	2	InCon	PC50	0.8245	0
133.916	2	Con	PC50	0.7125	1
139.916	2	Con	MC	0.657	1
145.915	2	Con	MC	0.6985	1
149.515	2	Con	MC	0.5895	1
153.115	2	Con	MC	0.7085	1
157.914	2	InCon	MC	0.811	1
163.914	2	Con	MC	0.7275	1
167.514	2	Con	PC50	0.603	1
171.113	2	Con	PC50	0.916	1
175.913	2	InCon	MC	1.2495	1
181.913	2	Con	MC	0.7955	1
187.912	2	InCon	PC50	0.652	1
193.912	2	Con	MC	0.7045	1
198.725	2	Con	MC	0.665	1
233.522	2	InCon	PC50	1.053	1
237.121	2	Con	MC	0.671	1
243.121	2	Con	MC	0.682	1
246.721	2	InCon	PC50	0.757	1
250.32	2	InCon	PC50	0.754	1
255.12	2	InCon	PC50	0.6035	1
261.12	2	InCon	MC	0.7505	1
265.919	2	Con	MC	0.7455	1
270.719	2	Con	MC	0.6265	1
275.518	2	InCon	PC50	1.0925	1
279.118	2	Con	MC	0.759	1
285.118	2	Con	PC50	0.6365	1
291.117	2	Con	PC50	0.578	1
294.717	2	InCon	MC	0.8835	1
299.517	2	Con	MC	0.667	1
304.316	2	Con	MC	0.6885	1
307.916	2	InCon	MC	0.799	1
313.915	2	Con	MC	0.702	1
319.915	2	Con	MC	0.668	1
323.515	2	Con	MC	0.6195	1
328.314	2	Con	MC	0.6175	1
333.114	2	Con	PC50	0.631	1
339.113	2	Con	PC50	0.6795	1
342.713	2	InCon	PC50	0.8505	1
348.713	2	InCon	MC	0.7385	1
352.312	2	Con	MC	0.6055	1
358.312	2	Con	MC	0.564	1
363.112	2	InCon	MC	0.793	1
367.924	2	Con	MC	0.6445	1
373.924	2	Con	MC	0.6845	1
377.524	2	Con	MC	0.7075	1
381.123	2	Con	PC50	0.694	1
384.723	2	Con	MC	0.753	1
389.523	2	InCon	MC	0.7155	1
394.322	2	Con	MC	0.5835	1
400.322	2	Con	PC50	0.7955	1
436.319	2	InCon	MC	0.625	1
442.319	2	Con	MC	0.6605	1
447.118	2	InCon	MC	0.773	1
450.718	2	Con	MC	0.613	1
456.717	2	InCon	PC50	0.79	1
461.517	2	Con	PC50	0.777	1
465.117	2	Con	MC	0.7755	1
469.916	2	Con	PC50	0.694	1
473.516	2	Con	MC	0.6635	1
479.516	2	Con	MC	0.6695	1
485.515	2	InCon	PC50	0.816	1
490.315	2	Con	MC	0.602	1
493.915	2	InCon	MC	0.7535	1
499.914	2	Con	MC	0.5775	1
504.714	2	Con	MC	0.721	1
509.513	2	Con	PC50	0.67	1
513.113	2	Con	MC	0.705	1
516.713	2	Con	MC	0.742	1
522.712	2	Con	PC50	0.69	1
526.312	2	Con	MC	0.7405	1
531.112	2	Con	MC	0.6405	1
535.925	2	Con	MC	0.6925	1
539.524	2	InCon	PC50	0.9725	1
545.524	2	Con	PC50	0.8405	1
551.523	2	Con	MC	0.662	1
556.323	2	InCon	PC50	1.0905	1
562.322	2	InCon	PC50	0.919	1
567.122	2	InCon	PC50	0.7775	1
570.722	2	Con	MC	0.7535	1
574.321	2	InCon	MC	1.199	1
577.921	2	Con	MC	0.8255	1
583.921	2	InCon	MC	0.6595	1
588.72	2	InCon	MC	0.84	1
593.52	2	Con	MC	0.731	1
599.52	2	Con	MC	0.6265	1
603.119	2	Con	PC50	0.9255	1
