onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.814	10.4	NP	5	1.321	2	1
44.027	10.4	NN	8	1.031	1	1
58.426	10.4	NN	8	0.997	1	1
70.425	10.4	NP	5	1.181	2	1
83.624	10.4	NN	6	0.789	1	1
95.623	10.4	NP	8	1.056	2	1
108.822	10.4	NN	5	0.845	1	1
120.821	10.4	NP	7	1.024	1	0
134.02	10.4	NN	5	0.791	1	1
148.418	10.4	NP	5	1.181	2	1
162.817	10.4	NP	7	0.946	2	1
176.016	10.4	NP	8	1.204	2	1
188.015	10.4	NN	7	1.179	1	1
202.414	10.4	NP	6	1.444	2	1
214.427	10.4	RN	5	0.842	1	1
258.823	10.4	NN	6	0.799	1	1
270.822	10.4	NN	8	0.78	1	1
284.021	10.4	NP	7	1.204	2	1
296.02	10.4	NP	7	0.756	2	1
309.219	10.4	NP	8	1.126	1	0
322.418	10.4	NP	5	0.614	2	1
336.817	10.4	NN	7	0.793	1	1
348.816	10.4	NP	5	1.103	2	1
362.015	10.4	NN	8	1.3	1	1
374.014	10.4	RN	5	1.093	1	1
388.426	10.4	NN	5	n/a	n/a	0
401.625	10.4	NP	8	0.916	2	1
416.024	10.4	NP	8	0.846	2	1
428.023	10.4	NP	5	0.831	2	1
442.422	10.4	NN	5	0.809	1	1
486.818	10.4	NN	5	1.47	1	1
501.217	10.4	NP	5	1.051	2	1
513.216	10.4	NP	8	0.891	2	1
525.215	10.4	RN	5	1.557	1	1
537.214	10.4	NN	8	0.842	1	1
551.627	10.4	NP	7	1.263	1	0
564.826	10.4	NP	8	1.254	2	1
578.025	10.4	NN	5	1.174	1	1
591.223	10.4	NP	6	1.317	2	1
604.422	10.4	RN	8	0.781	2	0
618.821	10.4	NP	5	1.116	2	1
632.02	10.4	NN	8	1.404	1	1
644.019	10.4	NP	5	0.793	2	1
656.018	10.4	NN	7	1.05	1	1
670.417	10.4	NN	7	0.878	1	1
