onset	duration	trial_type	response_time	response_button	response_accuracy
30.601	5.3	AY	0.487	1	1
37.814	5.3	AY	0.456	1	1
45.013	5.3	AX	0.474	2	1
52.213	5.3	AX	0.361	2	1
60.612	5.3	AX	0.339	2	1
69.011	5.3	AX	0.331	2	1
78.61	5.3	BY	0.583	1	1
88.21	5.3	AX	0.512	2	1
97.809	5.3	BY	0.413	1	1
106.208	5.3	BY	0.42	1	1
114.608	5.3	Bng	n/a	n/a	1
121.807	5.3	Ang	0.461	1	0
131.406	5.3	AX	0.45	2	1
138.606	5.3	BY	0.321	1	1
148.205	5.3	AX	0.304	2	1
157.804	5.3	BY	0.679	1	1
166.204	5.3	BY	0.255	1	1
175.803	5.3	BX	0.532	2	0
184.202	5.3	Ang	0.296	2	0
192.601	5.3	AX	0.336	2	1
199.801	5.3	BY	0.678	1	1
209.413	5.3	Bng	0.292	2	0
216.613	5.3	BY	0.32	1	1
225.012	5.3	BX	0.508	1	1
262.209	5.3	Bng	n/a	n/a	1
269.409	5.3	AX	0.304	2	1
277.808	5.3	BY	0.125	1	1
287.407	5.3	AX	0.349	2	1
294.607	5.3	BX	0.303	1	1
303.006	5.3	AX	0.244	2	1
312.605	5.3	BY	0.041	1	1
321.005	5.3	AY	0.413	1	1
328.204	5.3	AX	0.385	2	1
336.603	5.3	AX	0.03	2	1
346.203	5.3	Ang	n/a	n/a	1
355.802	5.3	Ang	0.426	2	0
363.001	5.3	BY	0.428	1	1
371.401	5.3	BY	0.423	1	1
378.613	5.3	BY	0.311	1	1
385.813	5.3	BY	0.525	1	1
394.212	5.3	BY	0.383	1	1
402.612	5.3	AY	0.232	2	0
412.211	5.3	BX	0.387	1	1
421.81	5.3	AX	0.261	2	1
429.009	5.3	Bng	0.356	1	0
437.409	5.3	BY	0.313	1	1
444.608	5.3	AX	0.265	2	1
454.207	5.3	AX	0.027	2	1
493.804	5.3	AY	0.536	1	1
503.404	5.3	Bng	0.333	1	0
510.603	5.3	BX	0.489	1	1
519.002	5.3	BY	0.411	1	1
527.402	5.3	AX	0.546	1	0
535.801	5.3	BY	0.207	1	1
544.214	5.3	AX	0.357	2	1
553.813	5.3	AX	0.312	2	1
561.012	5.3	AX	0.259	2	1
568.212	5.3	BY	0.011	1	1
575.411	5.3	BY	0.445	1	1
585.01	5.3	Bng	0.34	1	0
594.61	5.3	AX	0.333	1	0
603.009	5.3	BY	0.238	1	1
610.208	5.3	BX	0.313	1	1
618.608	5.3	BY	0.315	1	1
627.007	5.3	AX	0.147	2	1
636.606	5.3	Ang	0.644	1	0
646.206	5.3	BY	0.048	1	1
653.405	5.3	BY	0.403	1	1
663.004	5.3	AX	0.312	2	1
671.404	5.3	Ang	0.26	1	0
678.603	5.3	AX	0.323	2	1
685.802	5.3	AY	0.522	1	1
