onset	duration	trial_type	response_time	response_button	response_accuracy
30.616	5.3	AX	0.419	2	1
40.215	5.3	Bng	0.308	1	0
49.815	5.3	Bng	n/a	n/a	1
57.014	5.3	AX	0.341	2	1
64.227	5.3	BY	0.511	2	0
72.626	5.3	AX	0.465	2	1
81.025	5.3	AY	0.496	1	1
90.625	5.3	BY	0.386	1	1
100.224	5.3	BY	0.335	1	1
108.623	5.3	BY	0.304	1	1
115.823	5.3	BY	0.405	1	1
123.022	5.3	AX	0.297	2	1
131.421	5.3	BX	0.354	1	1
138.621	5.3	BY	0.518	1	1
147.02	5.3	BX	0.369	1	1
154.22	5.3	AX	0.254	2	1
163.819	5.3	BY	0.223	1	1
171.018	5.3	AY	0.229	2	0
178.218	5.3	AX	0.229	2	1
186.617	5.3	Ang	n/a	n/a	1
196.216	5.3	AX	0.225	2	1
204.616	5.3	AX	0.35	2	1
213.015	5.3	BY	0.451	1	1
222.614	5.3	Ang	0.335	1	0
262.224	5.3	BY	0.528	1	1
271.824	5.3	AX	0.32	2	1
281.423	5.3	Ang	0.422	1	0
288.622	5.3	BX	0.375	1	1
297.022	5.3	BX	0.337	1	1
304.221	5.3	BY	0.421	2	0
312.621	5.3	Bng	n/a	n/a	1
321.02	5.3	AX	0.228	2	1
330.619	5.3	BY	0.438	1	1
337.819	5.3	BY	0.386	1	1
346.218	5.3	AX	0.26	2	1
353.417	5.3	AX	0.338	2	1
363.017	5.3	AX	0.291	2	1
372.616	5.3	AX	0.395	1	0
381.015	5.3	BY	0.398	1	1
389.414	5.3	BY	0.341	1	1
396.614	5.3	BY	0.275	1	1
405.026	5.3	BY	0.243	1	1
413.426	5.3	AY	0.44	1	1
423.025	5.3	AX	0.281	2	1
430.224	5.3	Ang	0.268	2	0
437.424	5.3	Bng	n/a	n/a	1
447.023	5.3	AX	0.462	2	1
456.622	5.3	AY	0.415	1	1
493.819	5.3	BY	0.436	1	1
501.019	5.3	AX	0.321	2	1
509.418	5.3	BY	0.373	1	1
519.017	5.3	BY	0.582	1	1
527.417	5.3	BX	0.445	2	0
537.016	5.3	BY	0.352	1	1
546.615	5.3	BY	0.099	1	1
553.815	5.3	BX	0.317	1	1
561.014	5.3	AY	0.305	2	0
568.214	5.3	AX	n/a	n/a	0
577.826	5.3	Ang	0.358	1	0
586.225	5.3	AX	0.365	2	1
594.625	5.3	BY	0.511	1	1
603.024	5.3	AX	0.282	2	1
610.224	5.3	AY	0.504	1	1
618.623	5.3	Ang	n/a	n/a	1
627.022	5.3	AX	0.525	2	1
636.622	5.3	AX	0.373	2	1
643.821	5.3	BY	0.211	1	1
651.02	5.3	AX	0.311	2	1
658.22	5.3	BY	0.375	1	1
667.819	5.3	AX	0.335	2	1
677.418	5.3	Bng	n/a	n/a	1
687.018	5.3	Bng	n/a	n/a	1
