onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.815	10.4	NP	5	0.89	2	1
45.214	10.4	NP	5	1.04	2	1
59.614	10.4	NN	5	1.009	1	1
71.627	10.4	NN	6	1.028	1	1
86.026	10.4	NN	8	0.899	1	1
99.225	10.4	NP	5	1.211	2	1
112.425	10.4	RN	5	1.059	1	1
124.424	10.4	NN	5	0.848	1	1
137.624	10.4	NN	7	0.799	1	1
150.823	10.4	NP	6	1.173	2	1
162.823	10.4	NP	8	0.978	2	1
177.222	10.4	NN	8	0.951	1	1
189.221	10.4	NP	7	1.546	2	1
203.621	10.4	NP	8	0.924	2	1
216.82	10.4	RN	7	0.977	2	0
258.818	10.4	NP	5	0.868	2	1
272.018	10.4	NN	8	1.175	1	1
285.217	10.4	RN	8	0.959	1	1
298.417	10.4	NP	5	1.039	2	1
311.616	10.4	RN	5	1.122	1	1
323.616	10.4	NN	6	0.968	1	1
338.015	10.4	NP	8	1.134	2	1
352.414	10.4	NN	7	0.994	1	1
364.414	10.4	NN	5	1.172	1	1
376.427	10.4	NP	8	0.993	2	1
390.826	10.4	NP	5	1.822	2	1
404.025	10.4	NP	7	1.065	2	1
418.425	10.4	NN	5	0.901	1	1
430.424	10.4	NN	8	0.839	1	1
442.424	10.4	NP	7	1.07	2	1
486.822	10.4	NN	7	0.818	1	1
498.821	10.4	NP	7	0.914	2	1
512.021	10.4	NP	6	0.923	2	1
525.22	10.4	NN	7	0.862	1	1
539.619	10.4	NP	8	n/a	n/a	0
554.019	10.4	NP	8	1	2	1
568.418	10.4	NP	5	0.891	2	1
580.418	10.4	NN	8	0.919	1	1
594.817	10.4	NN	5	0.776	1	1
608.016	10.4	NP	5	1.252	2	1
620.016	10.4	RN	5	0.845	1	1
634.415	10.4	NP	5	0.923	2	1
646.415	10.4	NN	6	1.132	2	0
659.614	10.4	NP	8	0.876	2	1
671.614	10.4	NN	5	0.943	1	1
