onset	duration	trial_type	response_time	response_button	response_accuracy
30.615	5.3	AX	0.573	2	1
40.214	5.3	BY	0.491	1	1
49.814	5.3	AX	0.394	2	1
57.013	5.3	Bng	n/a	n/a	1
65.412	5.3	AY	0.523	1	1
75.012	5.3	BX	0.683	1	1
83.424	5.3	AX	0.387	2	1
90.624	5.3	BX	0.613	1	1
100.223	5.3	BY	0.364	1	1
107.422	5.3	BY	0.417	1	1
114.622	5.3	Bng	0.405	1	0
123.021	5.3	AX	0.396	2	1
131.42	5.3	AX	0.332	2	1
141.02	5.3	BY	0.44	1	1
149.419	5.3	BY	0.392	1	1
157.818	5.3	BY	0.41	1	1
165.018	5.3	BY	0.384	1	1
174.617	5.3	AX	0.351	2	1
181.816	5.3	AX	0.406	2	1
191.416	5.3	BY	0.355	1	1
201.015	5.3	Ang	n/a	n/a	1
209.414	5.3	AX	0.439	2	1
216.614	5.3	Ang	n/a	n/a	1
225.013	5.3	AY	0.53	1	1
262.223	5.3	AY	0.572	1	1
271.823	5.3	AX	0.369	2	1
280.222	5.3	AX	0.368	2	1
288.621	5.3	AY	0.482	1	1
298.221	5.3	AX	0.475	2	1
305.42	5.3	BY	0.469	1	1
312.619	5.3	AX	0.382	2	1
321.019	5.3	BX	0.475	1	1
328.218	5.3	AX	0.322	2	1
336.618	5.3	Bng	n/a	n/a	1
343.817	5.3	Ang	0.475	1	0
353.416	5.3	BY	0.401	1	1
363.015	5.3	BY	0.852	1	1
372.615	5.3	BY	0.478	1	1
381.014	5.3	AX	0.336	2	1
389.413	5.3	AX	0.394	2	1
396.613	5.3	BY	0.481	1	1
403.812	5.3	Ang	n/a	n/a	1
413.412	5.3	BY	0.341	1	1
423.024	5.3	AX	0.458	2	1
430.224	5.3	BY	0.361	1	1
439.823	5.3	BX	0.315	1	1
448.222	5.3	Bng	n/a	n/a	1
455.422	5.3	BY	0.387	1	1
493.818	5.3	AX	0.33	2	1
503.418	5.3	Ang	0.417	1	0
510.617	5.3	Bng	n/a	n/a	1
520.216	5.3	BY	0.398	1	1
528.616	5.3	BX	0.606	1	1
537.015	5.3	AX	0.381	2	1
544.215	5.3	AX	0.382	2	1
553.814	5.3	BY	0.421	1	1
561.013	5.3	BY	0.388	1	1
569.413	5.3	BY	0.526	1	1
577.812	5.3	AX	0.318	2	1
587.424	5.3	Bng	0.316	1	0
594.624	5.3	Ang	n/a	n/a	1
604.223	5.3	BY	0.35	1	1
612.622	5.3	BX	0.653	1	1
619.822	5.3	AX	0.47	2	1
628.221	5.3	BY	0.369	1	1
636.621	5.3	AY	0.513	1	1
646.22	5.3	AX	0.335	2	1
655.819	5.3	BY	0.303	1	1
663.018	5.3	BY	0.399	1	1
671.418	5.3	AY	0.615	1	1
681.017	5.3	AX	0.362	2	1
688.216	5.3	AX	0.467	2	1
