onset	duration	trial_type	trial_cue	trial_switch	response_time	response_button	response_accuracy
31.117	8.5	Congruent	AttendNumber	n/a	0.814	1	1
41.908	8.5	Incongruent	AttendLetter	switch	0.963	2	1
53.917	8.5	Congruent	AttendLetter	repeat	1.074	1	1
67.111	8.5	Congruent	AttendNumber	switch	0.934	2	1
77.902	8.5	Congruent	AttendNumber	repeat	0.867	2	1
88.71	8.5	Congruent	AttendNumber	repeat	0.774	1	1
100.702	8.5	Congruent	AttendLetter	switch	0.954	2	1
113.912	8.5	Incongruent	AttendLetter	repeat	1.321	2	1
127.106	8.5	Congruent	AttendLetter	repeat	1.459	1	1
139.115	8.5	Congruent	AttendLetter	repeat	0.892	2	1
151.107	8.5	Congruent	AttendNumber	switch	1.123	1	1
161.915	8.5	Incongruent	AttendNumber	repeat	0.808	2	1
173.907	8.5	Incongruent	AttendNumber	repeat	0.955	2	1
184.715	8.5	Incongruent	AttendNumber	repeat	0.81	1	1
197.909	8.5	Congruent	AttendLetter	switch	0.96	1	1
209.918	8.5	Incongruent	AttendLetter	repeat	1.307	1	1
220.709	8.5	Congruent	AttendNumber	switch	0.962	2	1
233.902	8.5	Congruent	AttendLetter	switch	0.925	2	1
277.118	8.5	Congruent	AttendNumber	n/a	1.079	1	1
287.909	8.5	Incongruent	AttendNumber	repeat	1.134	2	1
301.103	8.5	Incongruent	AttendNumber	repeat	0.646	1	1
311.911	8.5	Congruent	AttendNumber	repeat	0.961	1	1
323.903	8.5	Congruent	AttendLetter	switch	0.745	2	1
337.113	8.5	Incongruent	AttendNumber	switch	0.83	1	1
349.105	8.5	Incongruent	AttendLetter	switch	1.207	1	1
362.315	8.5	Congruent	AttendNumber	switch	0.857	1	1
374.308	8.5	Congruent	AttendLetter	switch	0.904	1	1
385.116	8.5	Congruent	AttendLetter	repeat	1.841	1	1
397.108	8.5	Congruent	AttendLetter	repeat	1.101	2	1
407.916	8.5	Congruent	AttendNumber	switch	0.704	1	1
421.109	8.5	Incongruent	AttendNumber	repeat	0.92	1	1
434.302	8.5	Congruent	AttendNumber	repeat	0.93	2	1
446.311	8.5	Congruent	AttendLetter	switch	1.051	1	1
457.103	8.5	Congruent	AttendLetter	repeat	1.366	2	1
470.313	8.5	Congruent	AttendLetter	repeat	0.9	2	1
482.305	8.5	Incongruent	AttendLetter	repeat	1.501	2	1
523.102	8.5	Congruent	AttendNumber	n/a	0.973	1	1
533.91	8.5	Incongruent	AttendLetter	switch	0.944	1	1
544.702	8.5	Congruent	AttendNumber	switch	0.819	1	1
556.711	8.5	Congruent	AttendLetter	switch	1.123	2	1
569.904	8.5	Congruent	AttendLetter	repeat	0.753	2	1
583.114	8.5	Congruent	AttendNumber	switch	1.367	2	1
595.106	8.5	Incongruent	AttendLetter	switch	1.506	2	1
608.316	8.5	Congruent	AttendLetter	repeat	0.977	2	1
620.309	8.5	Congruent	AttendNumber	switch	1.005	2	1
631.117	8.5	Congruent	AttendLetter	switch	0.825	1	1
641.908	8.5	Incongruent	AttendLetter	repeat	1.751	1	1
653.917	8.5	Congruent	AttendNumber	switch	1.355	2	1
664.708	8.5	Incongruent	AttendLetter	switch	0.91	2	1
676.717	8.5	Incongruent	AttendLetter	repeat	1.081	2	1
687.509	8.5	Congruent	AttendNumber	switch	1.622	2	1
699.518	8.5	Incongruent	AttendNumber	repeat	0.924	2	1
712.711	8.5	Incongruent	AttendNumber	repeat	0.794	1	1
725.904	8.5	Congruent	AttendNumber	repeat	0.894	1	1
