onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.811	10.4	NP	5	0.87	2	1
45.205	10.4	NP	5	1.897	2	1
58.415	10.4	NN	5	0.933	1	1
70.407	10.4	NN	6	0.82	1	1
83.617	10.4	NN	8	1.224	1	1
96.811	10.4	NP	5	0.602	2	1
111.205	10.4	RN	5	1.242	2	0
125.615	10.4	NN	5	0.962	1	1
140.01	10.4	NN	7	1.048	1	1
153.219	10.4	NP	6	0.991	2	1
165.212	10.4	NP	8	1.088	2	1
178.405	10.4	NN	8	1.07	1	1
190.414	10.4	NP	7	1.467	2	1
204.808	10.4	NP	8	0.984	2	1
216.817	10.4	RN	7	1.136	2	0
258.815	10.4	NP	5	0.982	2	1
273.209	10.4	NN	8	1.026	1	1
286.419	10.4	RN	8	1.113	1	1
298.412	10.4	NP	5	1.01	2	1
310.404	10.4	RN	5	0.923	1	1
323.614	10.4	NN	6	1.683	2	0
336.807	10.4	NP	8	0.931	1	0
350.017	10.4	NN	7	0.858	1	1
362.009	10.4	NN	5	1.598	1	1
376.42	10.4	NP	8	1.146	1	0
389.613	10.4	NP	5	1.775	1	0
404.007	10.4	NP	7	1.185	2	1
416.016	10.4	NN	5	1.719	2	0
430.411	10.4	NN	8	0.927	1	1
444.805	10.4	NP	7	0.915	2	1
486.819	10.4	NN	7	0.823	1	1
500.013	10.4	NP	7	1.367	2	1
512.005	10.4	NP	6	0.932	1	0
526.416	10.4	NN	7	0.821	1	1
538.408	10.4	NP	8	1.518	2	1
551.618	10.4	NP	8	0.896	2	1
564.811	10.4	NP	5	0.653	2	1
579.205	10.4	NN	8	1.365	1	1
591.214	10.4	NN	5	1.174	1	1
604.408	10.4	NP	5	0.886	2	1
618.818	10.4	RN	5	0.851	1	1
630.811	10.4	NP	5	0.76	2	1
642.82	10.4	NN	6	1.152	1	1
657.214	10.4	NP	8	0.943	1	0
670.407	10.4	NN	5	0.857	1	1
