onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.805	10.4	NP	5	0.94	2	1
44.015	10.4	NN	8	0.912	1	1
56.007	10.4	NN	8	0.918	1	1
69.217	10.4	NP	5	1.502	1	0
82.41	10.4	NN	6	0.814	1	1
96.804	10.4	NP	8	1.073	2	1
111.215	10.4	NN	5	1.225	1	1
124.408	10.4	NP	7	1.24	2	1
138.803	10.4	NN	5	0.968	1	1
150.812	10.4	NP	5	1.179	2	1
162.804	10.4	NP	7	1.042	2	1
174.813	10.4	NP	8	0.893	2	1
189.207	10.4	NN	7	0.856	1	1
202.417	10.4	NP	6	0.982	2	1
216.811	10.4	RN	5	1.017	1	1
258.809	10.4	NN	6	1.176	1	1
270.801	10.4	NN	8	1.081	1	1
282.81	10.4	NP	7	1.088	1	0
294.803	10.4	NP	7	1.393	2	1
308.013	10.4	NP	8	1.763	2	1
322.407	10.4	NP	5	1.016	2	1
335.617	10.4	NN	7	0.912	1	1
348.81	10.4	NP	5	1.288	2	1
362.003	10.4	NN	8	1.033	1	1
376.414	10.4	RN	5	0.986	1	1
389.607	10.4	NN	5	0.96	1	1
401.616	10.4	NP	8	0.993	1	0
416.01	10.4	NP	8	1.216	1	0
430.404	10.4	NP	5	0.789	2	1
444.815	10.4	NN	5	1.036	1	1
486.813	10.4	NN	5	0.809	1	1
501.207	10.4	NP	5	0.824	2	1
514.401	10.4	NP	8	0.985	2	1
527.611	10.4	RN	5	1.179	1	1
539.603	10.4	NN	8	1.065	1	1
554.014	10.4	NP	7	1.546	1	0
566.006	10.4	NP	8	1.035	2	1
579.216	10.4	NN	5	0.853	1	1
593.61	10.4	NP	6	1.092	2	1
605.602	10.4	RN	8	0.919	1	1
618.812	10.4	NP	5	0.84	2	1
630.805	10.4	NN	8	1.424	1	1
644.014	10.4	NP	5	1.203	1	0
658.409	10.4	NN	7	0.93	1	1
670.401	10.4	NN	7	1.487	1	1
