onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.813	10.4	NP	5	0.894	2	1
45.211	10.4	NP	5	0.874	2	1
57.209	10.4	NN	5	0.989	1	1
69.207	10.4	NN	6	0.901	1	1
82.422	10.4	NN	8	1.044	1	1
94.42	10.4	NP	5	0.703	2	1
106.418	10.4	RN	5	1.466	1	1
120.816	10.4	NN	5	0.846	1	1
134.013	10.4	NN	7	0.908	1	1
147.211	10.4	NP	6	0.987	1	0
160.409	10.4	NP	8	1.059	2	1
172.407	10.4	NN	8	1.274	1	1
185.622	10.4	NP	7	1.013	2	1
200.02	10.4	NP	8	0.906	2	1
214.417	10.4	RN	7	1.09	2	0
258.81	10.4	NP	5	0.878	2	1
273.208	10.4	NN	8	1.266	1	1
287.622	10.4	RN	8	1.391	1	1
299.621	10.4	NP	5	0.965	2	1
311.619	10.4	RN	5	0.902	1	1
323.617	10.4	NN	6	0.849	1	1
338.014	10.4	NP	8	1.212	2	1
351.212	10.4	NN	7	0.821	1	1
365.61	10.4	NN	5	0.84	1	1
380.008	10.4	NP	8	0.902	2	1
393.222	10.4	NP	5	0.871	2	1
406.42	10.4	NP	7	0.937	1	0
418.418	10.4	NN	5	0.985	1	1
431.616	10.4	NN	8	0.814	1	1
443.614	10.4	NP	7	1.258	2	1
486.808	10.4	NN	7	0.977	1	1
500.022	10.4	NP	7	1.158	2	1
512.02	10.4	NP	6	1.205	2	1
525.218	10.4	NN	7	1.111	1	1
539.616	10.4	NP	8	0.743	2	1
552.814	10.4	NP	8	0.801	2	1
564.812	10.4	NP	5	1.354	1	0
576.81	10.4	NN	8	1.544	1	1
590.008	10.4	NN	5	0.972	1	1
604.422	10.4	NP	5	0.716	2	1
618.82	10.4	RN	5	0.675	2	0
632.018	10.4	NP	5	0.837	2	1
646.416	10.4	NN	6	0.747	1	1
660.813	10.4	NP	8	1.03	1	0
672.812	10.4	NN	5	1.612	1	1
