onset	duration	trial_type	response_time	response_button	response_accuracy
30.607	5.3	AX	0.652	2	1
40.206	5.3	BX	0.367	2	0
47.405	5.3	BY	0.61	1	1
54.603	5.3	BY	0.443	1	1
64.202	5.3	BY	0.45	1	1
73.817	5.3	BY	0.558	1	1
81.016	5.3	AX	0.25	2	1
89.415	5.3	Ang	n/a	n/a	1
99.013	5.3	AY	0.571	1	1
107.412	5.3	Bng	n/a	n/a	1
115.81	5.3	Ang	n/a	n/a	1
123.009	5.3	BY	0.557	1	1
131.408	5.3	AX	0.359	2	1
139.807	5.3	AX	0.472	2	1
147.005	5.3	BY	0.537	1	1
154.204	5.3	AX	0.359	2	1
163.803	5.3	AY	0.688	1	1
173.418	5.3	BX	0.631	2	0
180.617	5.3	AX	0.479	2	1
189.015	5.3	Bng	n/a	n/a	1
197.414	5.3	BY	0.665	1	1
204.613	5.3	AX	0.441	2	1
213.012	5.3	AX	0.323	2	1
222.61	5.3	BY	0.886	1	1
262.204	5.3	AX	0.496	2	1
270.603	5.3	BY	0.442	1	1
279.018	5.3	BY	0.391	1	1
288.616	5.3	AY	0.532	1	1
295.815	5.3	Ang	n/a	n/a	1
303.014	5.3	BX	0.56	2	0
311.413	5.3	AX	0.552	2	1
321.011	5.3	BX	n/a	n/a	0
328.21	5.3	AX	0.399	2	1
337.809	5.3	BY	0.621	1	1
345.007	5.3	BY	0.486	1	1
353.406	5.3	BY	0.45	1	1
363.005	5.3	AX	0.56	2	1
370.203	5.3	BY	0.53	1	1
378.602	5.3	Ang	n/a	n/a	1
388.217	5.3	AX	0.551	2	1
395.416	5.3	Bng	n/a	n/a	1
403.815	5.3	AY	0.581	1	1
413.413	5.3	AX	0.292	2	1
423.012	5.3	AX	0.358	2	1
431.41	5.3	Bng	n/a	n/a	1
438.609	5.3	BY	0.549	1	1
445.808	5.3	AX	0.471	2	1
455.407	5.3	BY	0.544	1	1
493.817	5.3	AY	0.587	1	1
503.416	5.3	AY	0.516	1	1
510.615	5.3	AX	0.608	2	1
517.813	5.3	AX	0.432	2	1
526.212	5.3	BY	0.496	1	1
533.411	5.3	BY	0.492	1	1
541.81	5.3	Bng	n/a	n/a	1
549.009	5.3	AX	0.507	2	1
558.607	5.3	BY	0.489	1	1
567.006	5.3	BY	0.438	1	1
575.404	5.3	Ang	n/a	n/a	1
585.003	5.3	AX	0.286	2	1
594.618	5.3	BY	0.523	1	1
603.017	5.3	AX	0.329	2	1
610.216	5.3	BX	0.398	1	1
619.814	5.3	BY	0.493	1	1
629.412	5.3	BX	0.336	1	1
639.011	5.3	AX	0.324	2	1
647.41	5.3	AX	0.305	2	1
654.608	5.3	BY	0.425	1	1
664.207	5.3	BY	0.435	1	1
672.606	5.3	Bng	n/a	n/a	1
679.805	5.3	Ang	n/a	n/a	1
687.003	5.3	AX	0.378	2	1
