csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3924.451742386876	3297.6959409324786	4184.790876131279	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.000340876	0.166141	-0.000295069	-0.0	0.0
3853.0671222803558	3293.99490449018	4164.965916175778	1.044467	29.708454	0.06460270072475999	-0.0039132136	-0.0081899	0.0110041549	-0.0070360271	0.0302965976	-0.0352577688	-0.0045381452000000004	0.0024728701	-0.0262471521	0.015876722	-0.0106891085	0.008830644	0.0609142317	0.0609134557	0.0609121623	0.0609103516	0.0609080237	0.060905178399999996	0.0609018158	0.060897936	0.060893539	0.0	-6.72476e-09	0.00140152	0.182607	-0.00123659	-0.0	0.0
3827.6505063900786	3294.031458360263	4158.985088525166	0.90788	25.823441	0.03827748011254998	-0.0206962252	0.015081118000000001	0.0171736272	-0.0017339454000000001	-0.034503513900000005	-0.016906092299999998	0.0152487885	-0.0037050922999999998	-0.0058540858	-0.0080400708	0.0175736635	0.0508550992	0.0609121623	0.060905178399999996	0.060893539	0.0608772451	0.060856297999999996	0.0608306992	0.0608004507	0.060765554900000004	0.0607260143	0.0	-6.83731e-09	0.0176285	0.163726	-0.00129998	-0.0	0.0
3812.8012080753333	3293.695265724148	4156.5159854529065	0.923518	26.26824	0.12603686337027997	0.005787389	-0.0383634683	0.0171762269	0.0193000804	0.0263186829	0.0002590022	-0.0334264982	-0.0175528618	-0.0036204760999999997	-0.0198285894	-0.035794599100000005	-0.048049861900000004	0.0609080237	0.060888624800000006	0.060856297999999996	0.0608110501	0.0607528906	0.060681832000000005	0.0605978893	0.0605010804	0.0603914258	0.0	6.53297e-09	-0.0225105	0.216634	-0.000640183	-0.0	0.0
3813.8658869164033	3296.627126364981	4160.784415065845	0.898663	25.561264	0.06519017905783	0.0032936925	-0.0033235077	0.0428239654	0.0029232769	-0.038290250299999995	-0.0038515396999999995	-0.0088600238	0.0003894088	0.025300537999999997	0.0062893676	0.0041937985	0.015596228500000002	0.0609018158	0.0608637973	0.0608004507	0.0607118024	0.0605978893	0.0604587588	0.0602944687	0.0601050875	0.0598906939	0.0	1.55908e-08	0.008376319999999998	0.205306	-0.00109969	-0.0	0.0
3812.765273436819	3300.042081579917	4159.013057215496	0.8635129999999999	24.56146	0.04979366023517998	-0.0113250428	0.0257311673	0.0180784994	-0.0395118196	0.0128056725	0.0167714344	0.021102023199999997	-0.0015616901000000002	0.0100743377	0.0197785913	0.042047376399999996	0.0333710415	0.060893539	0.0608306992	0.0607260143	0.0605795562	0.0603914258	0.0601617523	0.0598906939	0.059578436900000004	0.0592251963	0.0	-4.64438e-09	0.00681503	0.168932	-0.000862523	-0.0	0.0
3804.455618630941	3298.7096672732305	4146.592728266185	0.9590820000000002	27.279793	0.09875256464438001	-0.0182155011	-0.019120476799999998	-0.0210455794	0.0312325678	-0.0356198906	0.019931783	-0.0099507802	-0.0165678735	-0.0006197915	-0.0594492725	-0.0039391449	-0.0115411345	0.060883193499999995	0.060789335	0.0606330114	0.0604143833	0.0601336753	0.0597911758	0.0593872369	0.058922273600000005	0.0583967637	0.0	0.00235808	-0.0163687	0.227927	-0.000578208	-0.0	0.0
3808.144217134199	3299.7520532210433	4143.7067254742515	0.931318	26.490095	0.10068158786403	-0.0437652239	-0.0045222756	0.0014520285000000001	-0.008451261600000001	0.0265448869	-0.0069280494	0.0140233766	-0.0233470391	-0.0093539229	0.0370809238	0.0033408409999999998	0.0088679154	0.060870779699999995	0.0607397104	0.0605214705	0.060216373399999995	0.0598248567	0.0593474825	0.0587849358	0.058138023899999995	0.057407675400000004	0.0	-7.864029999999998e-09	0.0166477	0.204296	-0.00141173	-0.0	0.0
3807.062262024613	3296.352028460085	4142.923235535207	0.859889	24.458376	0.035084214731400006	-0.054876708499999996	-0.0017994870999999998	-0.0185878111	-0.0365832988	-0.0599883166	0.0052220024	0.0133460526	-0.0173906437	-0.019427250400000002	-0.0216635527	0.054566501399999995	0.0427499009	0.060856297999999996	0.060681832000000005	0.0603914258	0.059985634100000004	0.059465232400000005	0.058831214800000003	0.0580847929	0.0572273927	0.056260652300000005	0.0	6.86737e-09	0.0297364	0.184328	-0.00137118	-0.0	0.0
3794.9193487604357	3289.553351853477	4140.657491763678	0.945002	26.879326	0.131000761661284	-0.0406875715	-0.0512981008	-0.0317348485	0.04850645730000001	0.0413923181	-0.0332368195	-0.0198947078	-0.0483391337	-0.0196736136	0.0082244277	-0.06687520820000001	-0.0446750222	0.0608397489	0.0606157078	0.060242916900000006	0.059722291	0.0590551077	0.0582430043	0.0572879736	0.0561923594	0.0549588501	0.0	2.06086e-10	0.000472295	0.237835	-0.000406587	-0.0	0.0
3805.734062501114	3292.021510348939	4150.843527025703	0.942153	26.798264	0.120059861480706	-0.027276373	-0.0270293043	0.0372696504	-0.015727457900000002	-0.018536101699999998	0.0102035	-0.0027755701000000002	-0.0414076502	-0.01053191	-0.0043206806	0.0312316382	-0.0051653658	0.0608211329	0.0605413467	0.0600759892	0.059426487	0.0585948309	0.05758357	0.056395804199999996	0.055035174000000006	0.053505850199999996	0.0	-6.27462e-09	0.0298455	0.20565	-0.00157662	-0.0	0.0
