onset	duration	trial_type	trial_length	response_time	response_button	response_accuracy
30.815	10.4	NP	5	0.958	2	1
45.214	10.4	NP	5	0.948	2	1
58.414	10.4	NN	5	0.8	1	1
70.414	10.4	NN	6	1.227	1	1
82.414	10.4	NN	8	0.643	1	1
95.614	10.4	NP	5	0.885	2	1
110.013	10.4	RN	5	1.029	1	1
122.013	10.4	NN	5	0.969	1	1
136.413	10.4	NN	7	0.793	1	1
149.613	10.4	NP	6	1.06	2	1
162.812	10.4	NP	8	0.722	2	1
177.212	10.4	NN	8	0.738	1	1
191.612	10.4	NP	7	1.323	1	0
204.812	10.4	NP	8	1.514	2	1
216.811	10.4	RN	7	0.957	2	0
258.811	10.4	NP	5	0.638	2	1
273.21	10.4	NN	8	0.839	1	1
286.41	10.4	RN	8	0.975	1	1
299.61	10.4	NP	5	1.259	2	1
311.61	10.4	RN	5	1.068	2	0
324.81	10.4	NN	6	0.688	1	1
339.223	10.4	NP	8	0.762	2	1
351.222	10.4	NN	7	1.147	1	1
365.622	10.4	NN	5	0.812	1	1
380.022	10.4	NP	8	1.034	2	1
393.222	10.4	NP	5	0.689	2	1
405.221	10.4	NP	7	1.263	1	0
418.421	10.4	NN	5	0.981	1	1
430.421	10.4	NN	8	0.756	1	1
444.821	10.4	NP	7	0.791	2	1
486.82	10.4	NN	7	0.638	1	1
500.02	10.4	NP	7	0.848	2	1
513.22	10.4	NP	6	1.047	2	1
527.619	10.4	NN	7	1.086	2	0
539.619	10.4	NP	8	0.815	2	1
552.819	10.4	NP	8	0.752	2	1
564.819	10.4	NP	5	1.558	1	0
579.218	10.4	NN	8	0.81	1	1
592.418	10.4	NN	5	0.892	1	1
604.418	10.4	NP	5	1.223	2	1
616.418	10.4	RN	5	1.078	1	1
630.818	10.4	NP	5	0.773	2	1
644.017	10.4	NN	6	0.872	1	1
658.417	10.4	NP	8	0.829	2	1
670.417	10.4	NN	5	1.066	1	1
