csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3329.567588160095	2969.1861571144022	4030.428421728318	n/a	n/a	n/a	0.08003153019999999	-0.1447939176	-0.0050645914	0.038090321499999996	-0.0050356057	0.0135548929	0.0209440071	-0.2573646557	0.0108377852	-0.0616092339	0.1680416756	-0.12222317349999999	0.0577348291	0.0577342355	0.0577332462	0.0577318613	0.0577300806	0.057727904299999994	0.0577253323	0.0577223647	0.0577190014	0.0577152426	0.0271129	-0.430025	-0.602736	0.00369005	-0.000318089	-0.000409623
3313.000700281783	2971.067397667431	4015.594505641529	2.665994	82.4161	0.4929682	0.1324143987	-0.1665944544	0.0006567039	-0.0147702546	-0.0182625501	0.0042880698	0.0509995713	-0.2712418054	-0.0049217767999999995	0.0010764884	0.0888229106	-0.0687377118	0.0577332462	0.057727904299999994	0.0577190014	0.057706538200000004	0.0576905153	0.0576709338	0.0576477949	0.0576211	0.0575908508	0.0575570491	0.0188073	-0.375519	-0.826156	0.00745565	-0.00032739	-0.000769454
3318.5347708594704	2981.9336506447908	4027.6124919674708	1.892109	58.492355	0.901490595	0.225834507	-0.1073547767	-0.045337318499999994	-0.0072914131000000005	-0.027276652000000002	0.022354798500000002	0.1350965511	-0.2411722388	0.0232282062	-0.0336263605	0.0149962429	-0.0626086109	0.0577300806	0.0577152426	0.0576905153	0.057655903099999996	0.0576114118	0.0575570491	0.057492824299999995	0.0574187484	0.0573348341	0.0572410958	0.00355666	-0.65197	-1.22384	0.0109673	6.86231e-05	-0.00110389
3307.405140031009	2986.0819685545976	4038.039140417601	1.467278	45.359196	0.4942408599999999	0.2350291239	-0.0636550795	0.0477939774	-0.0038549226	8.38742e-05	0.0697033287	0.1705638835	-0.20081782829999997	-0.0546352704	0.0005884474	-0.0117961027	0.0210445305	0.0577253323	0.0576962517	0.0576477949	0.0575799782	0.057492824299999995	0.0573863625	0.0572606286	0.05711566480000001	0.056951519699999995	0.0567682486	-0.044586	-0.8626359999999998	-1.39385	0.0109224	-0.000138283	-4.72521e-05
3347.913938583837	2991.00755559576	4057.913188574098	1.419918	43.895123	0.51279465	0.242532587	0.0246012349	-0.0604438833	-0.040247452999999996	0.0830541789	0.0725262596	0.21626170649999998	-0.14994236	0.057301085599999996	-0.0051964812	-0.049475821399999995	0.0553426972	0.0577190014	0.0576709338	0.0575908508	0.057478796799999995	0.0573348341	0.0571590425	0.056951519699999995	0.0567123809	0.056441758700000004	0.056139803499999995	-0.0722325	-0.722504	-1.56068	0.00809232	-0.000846844	-2.21701e-05
3349.826846802771	2996.009063721905	4071.4414196670787	1.350397	41.745968	0.3754080849999997	0.22023907550000002	0.0733642245	-0.032456253500000004	0.06250124900000001	0.0655211316	0.04847691	0.2020197248	-0.0803321667	-0.011349293500000001	-0.0659550832	-0.0717385194	0.0708934871	0.057711088099999995	0.0576392917	0.057519697	0.0573524034	0.0571375495	0.056875313499999997	0.0565659128	0.0562096042	0.0558066829	0.0553574832	-0.0664738	-0.946877	-1.67105	0.00765975	-0.000655667	5.22106e-05
3348.2948381393016	3002.5891454291173	4078.404885088298	1.25153	38.68961	0.2306173300000002	0.1985304654	0.10326904630000001	0.0051749814000000005	0.0086771996	0.0954097058	-0.0030987335	0.2072800764	-0.0315400797	-0.0015570456	0.013836375	-0.0939507034	0.058401776100000004	0.0577015927	0.0576013287	0.0574343511	0.057200853200000006	0.056901105599999995	0.0565354553	0.0561043259	0.0556082167	0.05504770230000001	0.054423431900000006	-0.0777371	-1.0309100000000002	-1.76621	0.00780367	-0.000583578	-0.000535001
3356.053190174101	3006.6286049658174	4083.895455849495	1.354688	41.878616	0.35500184999999973	0.1567475893	0.1448190698	0.0093582938	0.037775875800000004	0.0605305783	-0.0737385948	0.2099234182	0.0147210965	-0.007337370500000001	-0.011135776399999998	-0.061084730999999996	-0.024592803599999997	0.0576905153	0.0575570491	0.0573348341	0.0570242129	0.0566256646	0.056139803499999995	0.05556737900000001	0.0549092736	0.054166502000000005	0.053340209699999995	-0.08718979999999998	-0.805787	-1.86441	0.00763767	-0.000712853	-0.000385753
3342.6839521949328	3005.999108532539	4059.351765626312	1.385246	42.823261	0.56414025	0.08810194199999999	0.1655309078	0.0213096808	0.0394769926	0.01150077	-0.1387258266	0.1596005722	0.07123185950000001	-0.013539971699999999	0.0066363311	-0.047284456399999994	-0.0371832471	0.0576778563	0.05750645769999999	0.057221170599999996	0.0568225599	0.0563114151	0.055688748499999996	0.054955793200000005	0.0541140009	0.053165038600000006	0.0521107857	-0.0922815	-1.08303	-2.06048	0.00677608	-0.000121948	-0.000123537
3315.105927265473	2997.1661926201677	4049.1914070667876	1.525681	47.164642	0.2943181624999998	0.0746936128	0.15825853869999998	-0.0099818358	-0.0552465417	-0.0974426536	-0.0032497715000000004	0.1271934268	0.04959351769999999	0.051928370700000004	0.0018906409	0.050969243600000005	0.017162034399999998	0.0576636161	0.0574495601	0.0570933886	0.0565959827	0.055958572699999994	0.0551827354	0.0542703902	0.0532237939	0.0520455355	0.0507385297	-0.113268	-1.23265	-2.09603	0.00539502	-1.99075e-06	-0.000385753
