csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3164.9215821901576	2776.3421060991845	4023.037361132868	n/a	n/a	n/a	0.0060020224	0.0436208652	0.0058640074	-0.0182075716	0.0043426515	-0.0096879133	-0.021874227599999997	0.0070021197	-0.0022268641	0.0235438637	-0.0269251387	0.0729702797	0.05546985769999999	0.0554693717	0.055468561900000005	0.055467428099999994	0.0554659704	0.0554641887	0.055462083200000005	0.0554596537	0.0554569004	0.0554538232	0.0554504221	-0.00647643	0.162795	0.202591	-0.00376836	0.000295699	0.000464517
3125.018148063565	2776.774312844516	4004.8381004876032	1.793777	44.499989	0.08512021	0.004856799	0.0400252821	0.051860536	-0.0081915297	0.0005687082	-0.0321047073	-0.0413514897	0.0309685152	0.0188412159	0.0204994015	-0.0187392854	0.042513877400000004	0.055468561900000005	0.0554641887	0.0554569004	0.0554466972	0.05543357980000001	0.0554175488	0.0553986051	0.0553767496	0.05535198349999999	0.055324308200000005	0.055293725	-0.00895449	0.141642	0.166605	-0.0035469	0.000126063	0.000583484
3109.860427903901	2782.703964097505	4012.6775278403247	1.616628	40.105274	0.08914590999999998	-0.0212957557	0.0412806588	0.0624681261	-0.0133807222	-0.0163396019	0.073140436	-0.0461417055	0.037768684500000003	0.0332205576	-0.0139997647	0.002262483	0.029751315099999998	0.0554659704	0.0554538232	0.05543357980000001	0.0554052432	0.055368817599999995	0.055324308200000005	0.0552717215	0.0552110653	0.0551423484	0.055065580700000005	0.054980773600000005	-0.0336001	0.144749	0.167213	-0.00404326	-0.000588938	0.000587829
3130.993094631236	2789.0569289529167	4029.752648175519	1.635631	40.576706	0.12685970000000002	-0.050690291299999996	0.0079189389	0.0177820671	-0.0390412556	-0.0305623208	0.0177288527	-0.027994953399999998	-0.020335185	0.0622036562	-0.045256224500000004	0.0183262477	0.0302522792	0.055462083200000005	0.055438275999999995	0.0553986051	0.0553430816	0.0552717215	0.055184545300000006	0.0550815778	0.054962848499999994	0.054828391399999996	0.054678245099999995	0.05451245230000001	-0.0410396	0.203655	0.157427	-0.00456919	-0.000397301	0.000884826
3143.0847150339882	2792.030351284223	4041.959815596083	1.626253	40.344051	0.2640789	-0.057935266500000006	-0.0138722602	0.0025918767999999997	0.0201422384	0.0076450608	0.014540982	-0.0070333296	-0.032639671099999996	0.0350804445	-0.0638387604	-0.0029581022	-0.0424284965	0.0554569004	0.0554175488	0.05535198349999999	0.0552602356	0.0551423484	0.054998377599999995	0.054828391399999996	0.0546324703	0.0544107068	0.0541632058	0.053890084500000004	-0.0366143	0.244119	0.237478	-0.00672342	0.000100077	0.00101599
3148.195990272563	2793.704930093808	4038.7451749670204	1.246269	30.917421	0.10637605000000001	-0.0457500437	-0.006994830600000001	-0.0525507287	-0.0064827113	0.0356966215	-0.006233638299999999	0.015141928600000002	-0.0737714354	0.008527532800000001	-0.026214383799999998	-0.036924890099999996	0.0168591468	0.0554504221	0.055391643399999996	0.055293725	0.055156736100000006	0.054980773600000005	0.0547659617	0.05451245230000001	0.0542204244	0.053890084500000004	0.0535216659	0.0531154289	-0.0347993	0.247701	0.277607	-0.0074317	0.000307325	0.000714517
3140.3475378710773	2791.5355961004384	4027.0149544150627	1.2186340000000002	30.231859	0.22555775	-0.0160726634	-0.0269583296	-0.0528593866	-0.0250049593	0.0253022228	-0.0666511208	0.0352991952	-0.0591360664	0.0288984926	-0.0009473163	-0.0460364879	0.0130813753	0.0554426485	0.0553605622	0.0552238417	0.0550326219	0.054787091600000004	0.0544874931	0.054134121900000005	0.053727327000000005	0.0532675096	0.0527551236	0.052190674699999995	-0.0393967	0.169673	0.204952	-0.00643031	0.000326129	0.00109987
3131.423155932499	2788.533715711827	4018.587909349032	1.039155	25.779345	0.12555150000000004	0.003509155	-0.0361618102	-0.0259060939	-0.022739887400000002	0.026619667000000003	-0.0322208759	0.0504891991	-0.036487844500000005	0.0346516489	0.0181707071	-0.0398699057	-0.0018041732000000001	0.05543357980000001	0.055324308200000005	0.0551423484	0.0548879394	0.054561415499999995	0.0541632058	0.0536938334	0.0531539149	0.052544159900000005	0.0518653693	0.0511184351	-0.0389428	0.2011	0.237189	-0.00742629	0.000374781	0.00128391
3130.8624571343603	2785.0560521776347	4012.271754447815	1.051188	26.077856	0.15906629999999997	0.0162932688	-0.0519969642	-0.0212826257	-0.0217234816	0.026832103	-0.0265339937	0.053949133200000006	-0.0101685348	0.010819406	0.0232194373	-0.0432812611	-0.03655212	0.055423216100000006	0.0552828847	0.0550492621	0.0547227426	0.0543038771	0.0537933726	0.0531920905	0.0525010456	0.0517214039	0.0508544811	0.049901740099999994	-0.0325181	0.243363	0.288823	-0.00836808	0.000398753	0.00107478
3132.357358202183	2784.3687604498914	4003.9833980755125	1.092499	27.102709	0.1000434	0.018562991799999998	-0.0391811508	0.012793877700000001	0.0025118791	0.0320382166	-0.0411325788	0.0445137769	0.0107396772	-0.005966336	0.0160783436	-0.022279966499999998	-0.076129277	0.055411557800000004	0.0552362956	0.0549446024	0.054537093200000004	0.0540146268	0.0533783045	0.052629467699999995	0.0517696948	0.050800798	0.04972481980000001	0.0485440281	-0.0428627	0.222879	0.318595	-0.00877347	0.000100077	0.00115957
